purchases;credit_limit
2457.53;8000
170;6500
92.07;1200
960;2000
537.36;1500
86.4;2000
1117.35;5000
0;1500
3355.73;4000
133.9;1200
9751.9;4500
201.18;3000
805.25;4000
128.32;4750
475.36;8500
976.98;7000
2311.83;4500
2292.41;7500
80.99;1500
0;6000
3510.42;6500
274.45;3000
639.15;3000
0;1200
17945;18000
1757.91;1800
68.02;4000
0;6000
431.28;1000
210.64;3500
212;1200
129;5500
229.94;1800
2536.27;6000
220.4;2500
129.16;15000
4837.88;15500
240;1200
247.5;4000
4626.36;3800
0;1800
0;2500
182.64;1500
121.93;4000
2722.34;1200
0;6000
27.89;2000
79.41;6500
504;1000
1311.8;2500
608.8;6000
788.08;13000
950.39;4000
0;12000
219.4;1200
1310.31;3500
0;14000
0;1200
240.25;2700
69.5;400
561.25;7700
1839.69;5000
504.08;4500
1105;2500
6398.73;10500
178.15;5000
424.5;4000
0;6000
2830.48;8500
147.96;1900
3702.79;5000
266.56;4500
0;7000
1681.1;2400
210.62;1500
408.01;7500
1338.72;9500
1119.56;7000
0;1200
0;1200
4793.35;2700
171.6;4000
0;1800
0;2000
906.5;6000
37;3000
20747.34;10000
1823.56;1800
1614.27;7500
3196.22;4000
0;3500
2647.9;9000
1123.59;5000
1294.97;2500
951.05;2600
3146.25;4000
171.65;1200
147.82;1000
192.92;5500
0;6500
8218.32;12000
2391.44;5000
177.35;8000
8581.29;10500
270;1200
594.95;5000
0;3700
43;1500
995.07;1400
0;1500
2190;2500
393.87;6000
75;3400
494.6;4000
851.38;8500
276;1200
0;8000
2257.28;8500
0;3500
450;4000
0;9500
1501.08;8500
0;3000
64.2;3000
284.11;1500
0;1200
253;2900
711.8;8500
1400;7500
0;1200
6493.25;3200
311.55;1200
372.36;4000
524.7;1200
0;6000
175.4;1200
0;1200
2276.41;4500
616;1000
299.84;3000
445.18;1200
0;10000
91.46;1500
1454.16;3000
411.2;8000
241;1200
970.57;7200
1700;8000
1034.4;1200
264.02;7000
191.98;2000
0;3000
2659.35;6000
1749.72;6000
1499.12;4500
0;2500
289.9;9500
1293.04;7500
367.44;5700
332.74;2500
1974.04;7000
0;5500
232.2;1500
0;1500
2216.6;3500
0;2500
0;1200
0;15500
2956.2;5500
20;7500
1216.58;4000
473.64;1200
0;14500
1326.75;1500
1073.5;4000
3936.51;10000
0;1600
341.48;4000
2351.58;4500
1225;1900
7739.48;8000
0;3000
2476.9;7000
2199.65;6000
0;8500
421.2;2000
3848.92;12000
979.11;2900
0;3000
31.23;2500
855.99;3000
2564.08;8500
451.9;2500
4381.86;7000
79;1500
305.79;3000
1186.09;500
1847.57;3350
746.31;4200
530;1000
1240.04;8000
1831.57;8000
49.89;1500
326.64;3000
0;2000
18.77;5000
0;1500
2219.53;5700
0;1200
99;1500
1517.85;6000
245.85;1500
71.8;3500
3669.72;13000
0;3000
324.3;7000
0;1200
0;10500
0;3000
847.66;7500
133.16;6500
285.69;3000
94;1400
0;10500
330.25;2500
356.62;1600
1987.76;6000
0;4400
657.05;2000
83.45;7000
0;10000
995.62;7500
7244.98;6200
0;1500
1200;8000
0;11500
757.8;8000
158.2;6500
736.24;7000
68;3000
1900.63;4000
1257.77;15000
489.24;1000
0;6500
2834.03;6000
709.01;2000
56;2500
328.7;8000
736.26;6000
261.89;1700
2115.76;4000
71.38;3000
374.4;1000
0;2500
1170.48;4500
861.9;6000
0;3000
0;500
0.01;12000
0;3000
4185.94;6000
3682.11;10000
2000;2000
0;1050
1045.84;1850
0;10000
900.87;5500
1909.13;2000
2214.64;9000
1832.92;6500
1799.03;10000
394.95;6000
165.5;1200
320.01;1200
1121.86;3500
231.25;4000
623.19;2800
532.93;3000
188.6;9000
718.44;3000
2018.13;7000
0;5000
227.44;4500
0;10000
1126.32;9000
740.75;14000
921.12;6200
239.71;700
0;1200
0;8500
518.31;1200
433.31;1000
1307.18;9000
0;7500
898.43;4500
80.44;3000
0;7000
159.96;4000
0;3000
493.32;5000
0;2500
655.68;1000
0;1400
505.48;1950
43.3;7000
2955.91;8000
153.95;6500
272.9;6000
831.89;1200
7465.91;18500
0;7500
2372.98;4500
6200.71;7000
0;10000
1545.03;6500
350;3000
709.98;1000
0;1600
365.26;8000
11500.94;14000
1554.39;6000
2724.76;8500
2590.27;2500
2092;5.181.818.182
208.41;3000
27.99;6500
178.4;2500
132;19500
0;5000
145.85;1000
0;1200
56.38;1600
0;300
354;1200
1497.2;7000
1689.09;6000
3644.35;3500
0;7000
800.55;7000
1580.34;5500
443.71;1000
312.15;1500
320;2500
157.4;1200
8391.55;8500
462.75;5500
11522.9;4500
909;3000
872.7;2500
27.98;2500
993.96;6000
499.59;2700
88.08;1500
0;1500
1641.48;7000
144;1500
4126.75;10500
3809.71;16500
2953.03;5000
967.61;5000
49.09;6500
1498.28;12000
1792.15;11500
511.12;4500
0;4500
386;1000
1076.01;9500
160;500
0;1200
507;8500
0;1500
592.88;12000
212.64;2000
453.12;5000
0;3000
0;3000
1381.14;2500
1248.09;5000
348;9000
2617.61;2500
1500;2200
1423.71;5000
201;2500
423.38;8000
0;6500
923.99;8500
159;9000
0;3000
1307.39;8500
1345.81;9500
2634.7;7500
0;3500
2009.64;16500
525.17;8500
955.87;13500
0;2000
169.24;1200
1139.2;3000
110.8;3000
0;1200
283.15;5000
390;3200
2153.11;9500
288.47;1700
345.29;1200
797.27;6000
0;5500
162.28;1000
75.87;1500
0;3000
366.6;2000
0;1200
750.19;2500
0;6000
2732.66;16500
200;1200
0;2400
431.52;7000
2421.85;9000
387.66;1200
338.4;1000
0;7000
2235.12;10500
0;10500
51.16;3000
203.08;2000
747.62;2500
0;3000
62.46;4000
1019;4500
0;8000
3649.83;7500
297.4;6000
19.25;4000
1461.15;7500
80.44;2500
374.81;7000
1181.03;4500
784;10500
0;1500
1402.4;7200
0;1200
3398.12;3000
3916.8;3000
0;10000
33.4;3700
0;4000
1293.7;1200
626.69;2500
2607.88;4000
0;8000
0;1200
1266.03;1800
0;2500
393.49;600
1384.92;13000
1115.92;3500
0;2500
0;2400
738.65;7500
0;1500
2161.22;5000
0;7700
551.93;2500
0;5000
3380.44;3500
1146.74;1000
248.74;2500
0;6500
715.81;10000
1535.49;1000
114;2700
1788.84;18000
461.68;4500
358.49;2500
86.9;7500
1867.9;6500
553.36;3000
1282.2;1200
0;1500
498.96;2500
1858.33;4500
354;16500
1296.2;1800
1456;2500
175;1200
0;1200
450;1000
0;1200
0;2500
0;3500
1582.84;2500
0;3000
27.42;1800
0;1200
0;2000
607;1200
1027.64;6000
0;1800
70;1000
2196;1800
91.26;3500
480;1500
282.39;1000
710.8;4900
0;1100
0;1500
1765.38;9500
0;1600
57;5000
1123.42;4500
5055.77;1900
717.24;18000
8168.9;16500
548.79;3500
853;4000
4044.14;6700
115.5;1200
0;9500
345.3;6500
956.05;2500
0;11500
82.85;3500
248.75;6000
0;11500
400.98;12500
1194.52;6000
0;1200
0;7500
908.15;3000
1237.37;4500
151.92;1000
64;2550
1002.93;4000
0;5000
248.44;1200
1277.5;2500
290.6;2000
519.79;1200
70;2500
1282.38;11500
0;11000
0;8000
0;7000
0;4500
261.16;4000
1147.23;4000
0;3000
2253.98;9000
0;6500
189.85;3000
0;6000
0;1000
3987.01;7500
0;6500
626.28;3000
0;1000
675.89;12000
0;13000
13.66;7000
5393.36;3000
0;2900
2315.86;4000
2650.91;7000
3211.86;11000
229.48;3050
254;3000
3145.79;6000
971.2;1000
0;3000
98.83;7000
0;1200
4440.8;1500
0;4000
250;10000
0;1200
305.6;16500
1315.39;3500
433.5;9000
744.9;4000
0;1800
368.47;2500
50;5500
562.5;1500
0;1500
581;1000
0;1200
992.88;4500
4939.1;6000
74.42;700
99;6000
387;3000
0;1800
182.1;6000
3648.73;7000
48.78;500
1468.1;3000
158.24;2500
25.69;4500
548.85;1200
0;12000
2754.49;13000
230;1200
310.44;4000
0;3000
349.12;2700
1536.31;3000
0;3000
225.02;10000
45.65;1000
242.9;1500
0;6000
400.19;8500
33.38;1000
325.95;2400
0;1200
0;4500
780;3000
0;1800
1441.32;6000
243;1200
589.59;5000
0;1200
424.76;5000
2786.08;4500
545.34;1500
337.98;3000
1078.89;5000
886.56;1000
830.45;6000
4079.01;11500
540;11500
3603;6000
962.78;1000
10903.22;12000
405.93;6500
627.42;2500
190;1500
71.52;1500
0;2500
0;5000
0;1200
0;4000
92.2;3000
1321.52;4500
987.26;6500
2166.56;3000
350.94;5000
632.3;2000
2997.02;7000
0;2500
456.7;1200
515.14;4500
1960.18;3000
11.35;1200
0;8000
344.75;2500
308.22;2000
335.38;3000
272.34;1500
1562.74;9000
1090;4500
435.04;1200
300;11500
1814.64;4000
637.84;4500
1580.56;2500
0;5500
110;8000
1730.3;2500
108.39;1500
1399.55;7500
755.14;6500
1591.48;2000
0;10000
693.89;1500
94.5;1500
0;4500
78.09;4000
321.07;3000
2073.54;700
0;8000
130.32;1500
4492.85;10000
0;2500
1355.77;4000
1553.8;16500
206.69;2000
1709;2.283.333.333
469.62;4000
149.55;5000
152.02;1000
147.48;3000
440.57;1000
281.97;1000
2317.89;5500
448;3000
329.47;1800
250;1200
146.73;3000
552.66;500
1160;7000
0;11000
319.67;7500
2148.34;5000
1506.92;2500
0;1500
677.68;3000
2529.64;7500
4569.65;30000
2061.48;8500
198.96;11000
0;9700
0;4000
462.33;1200
5967.42;11500
483.4;2000
1606.51;1000
0;3500
408.59;2500
0;2000
1697.15;7500
0;3000
2894.04;20000
534.26;16000
3220.25;5500
266;1500
0;6500
315;1000
1433.99;4000
0;3000
1324.82;6000
84;2000
377.62;2500
328.1;6500
60;6000
246.29;500
281.7;7500
0;8000
839.65;4000
0;2500
265.76;1500
59.8;500
231.41;2500
480;1000
0;500
0;1200
0;3500
62.53;1700
594.88;9000
1489.28;3500
1352.52;10000
0;4500
0;2100
4164.14;4000
183.6;1500
0;3000
0;3000
159.6;4500
0;1500
37.3;1000
0;500
232.45;1800
4760.11;4000
1469.66;3000
832.7;4000
99.8;3000
45.87;3000
341.45;5000
2893.57;10000
177.62;4000
125;1500
0;1800
588.02;7000
250;1000
26.49;7500
60.82;3500
0;600
300;4000
792.68;3500
1093;7500
0;12000
209.1;1800
2884.42;4500
371.16;2000
5683.71;3000
790.8;5000
303.03;3000
2435.21;7500
0;1500
1262.28;10500
0;3000
88.04;1500
0;3000
525;1000
117.23;8000
692.52;3000
630;1000
0;4000
0;10500
1865.55;3000
1013.61;2500
2598.51;16000
1004.9;2500
745.48;2500
4124.81;6500
95;4000
233.35;14000
495;5500
2951.93;8000
1029.29;6500
66.75;4000
95.59;4500
413.31;6000
2400.71;11500
0;4000
139.5;1200
1342.51;8500
1241.4;11000
0;2500
1331;12500
0;6500
9007.67;15000
0;7500
779.7;9000
171;1500
2143.73;12500
3637.75;7000
699;1800
0;1200
333.28;5000
1970.49;12000
2814.23;7500
250;2000
132;2500
1430;1500
27.16;5000
39.8;8000
108.84;1500
0;1200
0;9000
1267;2500
270;6000
4392.05;6000
0;1500
110.68;4000
119.34;1200
1862.96;4400
1864.79;3000
0;3000
2825.85;10000
0;1500
9586.1;12000
1105.92;2500
405;7000
1778.76;7000
103.27;2500
333.54;2000
9228.97;9400
89.58;1500
199.56;3000
20;2000
266.64;3500
279.71;5000
499;1500
0;10500
0;1500
422.24;3000
1389.94;1300
1455.68;500
0;1000
542.34;2700
0;7500
0;4500
327.94;5000
1216.7;5000
553.7;1000
220.48;5000
431.93;4000
1209.56;12500
772.46;4000
0;1200
2126.81;7000
0;3000
1085.16;1000
130.5;1500
114;2000
0;5400
483.65;6000
0;1800
9249.73;9000
1848.24;3400
3882.65;3500
3588.13;6700
750.78;1200
2972.92;1200
0;1500
1586.6;2500
3729.35;2500
545.68;6500
0;1200
0;1800
824.61;4000
64.69;10500
69;2000
79.62;9500
0;1200
150;1600
15.8;7000
1108.54;3000
2600;6000
0;3000
556.83;1500
338.9;2500
1488.84;5000
2761.76;7000
66.7;1000
238.25;3000
79.24;6000
232.93;2500
845.67;2500
67.5;2500
1055.32;6500
108.95;1500
2151.93;4200
0;3500
27.05;1200
0;5000
0;3000
50;3000
0;1500
576;1500
1495.41;4500
4343.82;7500
740.7;2500
144.64;1000
255.25;6500
554.67;4000
0;10000
1669.2;8500
4060.58;7500
2361.97;3000
120;4000
64.71;9000
146.53;6000
0;4500
578.9;2500
769;4000
40;2500
0;1500
167;1800
248.77;1500
428.75;8000
1888.88;1000
211.07;1400
185.63;1300
0;1200
5723.9;7500
0;8000
0;3000
8534.58;5000
274.98;1500
0;2000
1247.39;5000
343.4;3000
0;3500
0;1200
0;6000
799.83;3000
341.9;4000
0;3000
2141.32;6500
3500.03;6000
114;8000
103;1000
0;9500
0;1500
71.75;3000
1618.31;1000
2903.17;4000
1350.13;4000
345;4500
0;6000
933.75;4000
0;3000
90;5000
420.06;1200
300;7500
0;3000
1311.76;3500
945.43;1500
229.5;6000
125.32;3000
2269.74;3000
200.4;4000
0;2500
0;3000
768.96;5000
3137.2;6500
678.32;3000
678.44;1500
3103.57;7500
967.23;1400
607.36;5500
1282.73;3500
73.42;9500
1442.9;4000
0;
0;6500
1059.04;3000
975;2725
325;6500
2588.69;11500
0;2500
72.52;3000
0;1200
6743.31;3200
855.27;6200
166.9;1200
453;1800
245.85;1800
3415.39;8500
4978.23;6000
54;3000
320;2500
4656.79;11500
1056.33;2200
224.54;1500
507.57;6000
150.46;6500
2711.9;9500
359;3000
987.45;3000
5744.03;6000
284.34;1200
205.06;4500
0;1000
1202.72;3000
940;6000
1081;6000
275;3000
0;2500
1257.16;7500
666.6;6000
5370.39;5700
170;1200
530.81;5500
0;13000
1250;3000
0;2500
269.85;2000
331.52;7500
24.63;4500
2684.5;6000
244.18;2500
2441.21;1500
0;1500
128.5;1500
229.74;1500
1685.19;18500
981.49;7000
0;2500
143.76;1000
9.68;8000
22500;23000
590;2500
1164;2000
387.77;2500
2326.71;16000
0;3000
0;1700
1003.2;7000
1910.51;3000
0;1200
0;3000
0;5000
750;6500
2340.87;5500
0;4000
1607.84;7000
5167.6;5000
486.94;4500
1208.7;1500
928.53;3000
4659.65;6000
684.74;18000
270;6000
416.74;3000
0;2500
0;2400
2622.6;450
306.91;12000
574.75;1000
1813.4;4000
1409.31;8500
123.48;1500
70;2000
0;1200
908.34;6500
0;6000
0;12000
0;1200
966.6;4500
1639.92;2150
0;2500
231.63;3000
215.94;4000
498.65;7000
168;5500
136.72;2500
843.95;1200
600;4500
898.34;2500
880.28;6000
2687.48;5500
1569.41;8700
0;8500
142.52;2500
60;1200
785.69;1200
1027.57;6000
46.74;2500
894.4;4000
0;9000
297.59;2500
54.85;5000
287.4;3000
0;3000
0;1800
364.74;1000
40.13;1750
4327.92;3000
0;4000
211.56;1000
0;3000
1440.48;1800
404;6400
39.58;1800
3373.7;7000
903;1500
962.12;1600
302.5;3000
3050.48;12300
69;5000
3747.12;14000
0;8500
479.1;4500
672.31;2500
1730.6;4000
0;12500
190;1200
4085.23;20000
990.15;8000
0;10000
149.71;1500
1835.93;1200
0;6000
0;1300
1517.56;1700
1167.15;3000
47.69;4100
832.67;2000
22101.78;7500
637.28;1500
0;9000
500.5;1200
427.96;1500
0;2500
270.65;1000
360.6;4500
0;3000
1016.41;10000
302.4;3000
0;1500
0;7000
0;3000
1301.25;1500
629.99;6000
0;7000
523.15;2000
319.41;6000
3179.69;5000
47.05;1900
223.62;3000
0;4000
0;6000
0;3500
313.03;1800
0;1500
720.16;3000
120.09;2500
0;6000
1067.32;6000
0;3500
0;1500
0;3000
921.02;2500
231.51;4300
0;3000
2502.46;5500
413.7;2500
3447.55;9500
0;4500
2576;5700
4311.85;12000
2115.79;9000
0;1200
0;6000
4016.42;8000
282.52;3000
248.72;1500
1023.76;1600
0;9500
3858.06;7050
0;6500
0;1500
0;4000
0;2000
0;1800
0;2000
939.51;3000
0;5000
1083.44;1200
575.72;10500
1307.52;6000
6643.71;12500
0;7500
0;6000
618.75;1700
1090.19;7000
368.91;1800
1945.82;9000
353.9;2500
1270.32;1800
340;5000
258.32;4000
272.4;1550
0;1800
0;3500
0;3000
823.05;1500
360;3000
182.49;1500
0;5000
0;12000
461.99;6000
916.67;1500
235;6000
3739.78;1500
240.27;3200
1283.4;4500
2206.74;10000
284.9;6000
0;1200
3426.12;17000
0;2500
87.28;5000
5351.58;10000
5788.81;7000
181.81;1500
1735.17;2500
1428.89;2500
194.1;600
197.62;4000
482.88;9500
91.84;4400
604.8;1000
0;6000
1437.15;2700
266.64;1500
0;3000
1686.86;6000
255.34;5000
0;1200
83;300
1205.85;3000
12784.51;6200
1003.66;2500
2042.5;9500
6236.64;3750
2908.35;3500
0;6400
480.22;4200
384;1000
0;1200
0;3000
1833.9;2500
0;2500
0;1800
71.13;1500
18;6000
197.48;16000
1770.57;19000
230;7000
1737.87;2500
423.37;7000
1488.82;4000
160;9500
1110.01;6000
14454.98;9000
433.32;2000
225.08;5000
472.32;1000
0;6500
3125.03;5500
748.36;4000
0;500
88.93;2750
298;8000
63.7;2000
1110.42;2200
0;6000
0;150
869.48;3000
149;2200
0;4000
1481.24;6000
569.85;5000
2552.1;9000
3545.56;9000
1978.87;6000
180.5;6000
0;1000
0;3000
0;4000
1283.36;1800
0;3000
2940.79;11500
2629.96;2200
4129.97;5000
0;3000
313.2;1000
0;6000
2000.6;6500
237.6;2500
3306.06;5000
0;2500
512.47;7000
701.59;3200
410.9;1500
675.9;7500
350.48;2700
0;1500
1625.01;2500
417;6500
128;5000
120;1000
0;4000
5038.27;14500
3216.97;10000
0;3000
4468.44;4500
1663.77;3000
1384.79;1800
1004.04;3000
175.45;1500
14.72;1200
0;6500
310.64;9000
318.41;5000
94.86;1500
0;3000
367.17;2000
615;1500
817.94;1500
0;2000
0;5500
3183.43;6000
1056.64;1800
624.46;1800
0;8000
1540.06;4000
0;3000
0;2500
158.7;5200
94.98;1000
468.49;4000
1944.48;6000
253.7;3000
11250.65;9500
126.48;3000
823.52;1500
1500;3000
499.92;1200
1583.23;7000
178.9;10000
795.57;5000
994.96;3500
952.29;1200
0;10500
1114.43;9000
0;3500
144.9;450
720.57;2600
0;1000
0;2900
0;3000
161.6;1500
0;3000
45.65;1000
249;2500
2109.17;7000
82;4500
3875.71;6500
0;3000
0;1500
0;6000
527.63;1000
0;6000
0;1000
782.6;12000
0;4000
1173.34;5000
0;3000
0;10500
180;3000
54.25;500
1174.59;12500
5634.56;5200
510;6500
172;6000
0;1800
107.27;7500
1969.47;5500
623.03;1500
259.59;2500
476.84;12000
100.98;400
539.88;6000
342.5;6000
353.43;1500
646.5;1500
0;3000
151.68;1000
55.65;1000
199;8000
0;2500
45.65;1500
288.4;9000
132.28;3000
0;5000
1185.34;8000
684.85;1500
0;1500
19.9;1000
0;1200
40;2900
63;5000
568.34;3000
2525.88;6000
0;3000
0;4000
61.26;4000
4361.04;2500
185.13;3000
820.29;6000
1000;11500
0;2500
831.52;1200
358.7;2000
322.41;1500
912.54;5000
196.66;7000
135.28;4000
929.29;1200
1000;2500
0;6500
56.44;1500
443.04;1500
729.82;3500
515.28;6000
1758.75;6000
254.23;1500
0;1200
2424.34;7500
42.56;1500
438;1500
6697.57;8200
1944.64;6000
0;1500
894.28;4000
0;3000
384;5000
401.16;2500
0;3200
540;1800
0;1200
812.74;4000
0;3000
178;1500
981.75;1000
2048.5;7000
0;500
277.33;6000
0;1500
0;1500
113.25;2500
59.34;2000
2062.67;7500
2384.15;2500
145.94;1800
863.97;7000
444.96;1000
1155;3900
0;2500
626.69;1500
147.12;6500
0;4000
0;7000
53.13;6000
1038.38;6000
637.44;4000
1101;7500
267.06;1000
116.16;7500
0;1500
0;2000
4791.33;6500
686;3000
0;1200
4004;7500
0;9500
839.05;4500
2008.98;4500
15.92;5500
0;12000
543.58;2500
1276.72;6000
522.2;2500
118.72;5000
69.49;1400
0;1500
90.03;1500
601.84;7500
1218.11;6000
178;1000
1194.54;7500
239.58;12000
247.44;1200
0;2000
0;2500
0;13000
404.91;1000
362.48;2000
61;9000
0;6000
2967.42;3500
201.27;7500
3431;10000
0;2000
0;1800
492;7500
107.05;4000
117.89;1200
848.53;5500
2102.13;1000
0;1200
106;3000
0;12000
148.56;1500
0;1200
651.08;3500
117;1200
125;1800
0;8000
373.44;12000
4430.12;4500
1021.56;3000
0;5000
89.39;3000
327.37;6500
417.25;1200
865.94;3500
190.96;1000
332;2500
8445.96;6500
132;5000
19.5;1500
814.66;10000
0;2000
1011.16;1000
275.06;1000
546.94;7000
1007.27;9500
209.02;6000
453.24;5000
0;1800
587.25;1000
0;2300
0;6500
339.96;8000
102.72;1500
773.22;4900
0;7500
1965.95;5500
200;2000
62.36;1800
1486.5;3700
3394.94;12000
799.92;5200
0;6000
256.69;4000
1215.64;6500
0;2000
0;2000
0;3000
0;5500
0;3000
3943.97;7500
4127.83;7500
933.8;2700
4065.66;5000
343.56;2000
947.72;1200
0;6500
705.84;1500
2685.48;4500
0.7;3500
0;8000
5541.87;6500
70;5000
220.5;11000
0;1200
487.6;1000
86;8000
1956.43;1800
0;2500
473.74;4500
483.02;8500
0;10000
1628.62;5000
0;5000
0;1500
2581.01;4000
0;9000
4919.76;6500
1133.98;8500
179.9;3000
398.64;2000
0;2500
2855.04;6000
100;7000
0;3000
3384.83;5700
0;9000
1337.5;1500
0;11500
0;1500
1189.04;15000
65.6;5000
486.27;2000
5277.77;6000
166.8;7000
724;1000
896.46;6500
0;2000
4235.28;2800
129.05;2000
493.1;12000
1265.58;5700
3030.33;7500
204.24;1500
756;600
307.4;5500
10148.7;9800
2799.53;3000
1410.6;4000
0;2800
480.01;19500
0;5000
1926.19;7000
162.01;7000
1372.81;2250
892.4;2100
0;500
85.69;3000
456;1000
1160.35;5000
31.68;4000
1985.62;7500
157.45;1000
387.41;2500
112.21;1500
382.5;2500
280;3000
2490.07;3400
417;5000
1516.42;10000
0;2500
50;7000
306.99;3000
454.36;6600
0;5500
1099.5;6000
1640.29;6200
0;2200
317.62;4500
346.32;6000
554.38;8000
0;1500
165.8;700
704.72;600
194;1500
87.09;4500
0;300
512.5;3000
1130;1500
0;11000
2723.47;2000
266.52;1500
658.96;2500
588.2;3000
535.97;5000
75;5500
13.69;2900
1514.8;1500
567.68;3500
0;14500
0;1500
0;1700
0;1200
55.4;1200
0;2000
860;7000
334.48;1200
137.55;9500
1525.1;4000
50;1200
0;1500
512.16;2500
0;2000
555;3500
9.28;5000
3884.19;9000
1176;2150
266.6;2500
585.39;1700
0;3000
0;6000
3838.7;6500
8834.96;7000
2690.62;8000
0;7000
825;3000
968.64;3000
805.8;4000
185.1;4000
0;4500
539.55;6500
3770.05;6500
0;2000
0;1200
1337.35;3000
439.08;1200
118.7;2000
320.34;1500
968.43;8000
43.25;1800
0;1200
1166.68;3500
542.47;3000
941.39;7000
0;600
463.34;4000
1334.7;3000
244.92;2500
553.85;4200
454.72;1500
2216.21;2500
1963.25;8000
487;500
279.76;1000
0;7000
0;3500
0;5000
661.49;1800
5755.93;10000
0;8500
0;1200
575.88;4500
788.99;5700
0;8000
434.25;5450
602.2;2500
980;1000
3908.26;9000
0;3000
124.13;3000
240.02;1500
92.1;1500
684.2;4000
33.44;2400
0;8000
0;17500
0;2500
296.16;1500
117;9000
0;5000
94.38;2500
365;800
0;6000
3305.33;5000
0;500
0;3500
2360.7;5000
0;5000
553.18;8000
2138.34;3000
249.75;6000
400.04;3000
70.98;1000
888.96;2000
0;2500
1846.03;4500
0;1700
49.25;1000
438.12;5000
0;4000
393.71;1700
0;3500
0;1200
0;2500
189.72;1500
1653.34;2500
0;3000
3198.15;6000
551.06;2500
0;2500
143.73;2500
1604.97;1000
417.7;2000
1946.25;1200
7394.18;11000
1326.09;3500
1224.01;3500
54;4000
2331.4;4500
1567.12;1200
3488.01;5000
440.44;3000
317.1;1000
0;2000
2630.52;4000
417.72;2000
5251.08;11000
4723.84;7500
0;7500
3074.81;5500
240.1;2500
0;3000
716.76;10000
223.6;2000
448.74;3500
4837.22;12500
2827.49;3000
74;1500
0;3000
0;1000
95.44;5000
2197.28;4200
125;500
1166.24;7000
944.49;1000
205.46;1600
1949.62;1800
194.03;4000
137.03;1200
1780.83;4500
2352.24;6500
1443.89;8000
0;2500
360;2500
1769.79;2500
509.94;1000
217.77;3000
181;2500
1023.55;3000
0;1200
0;6500
0;1500
2742.33;7500
1206.38;6500
1552.63;11000
0;1500
551.62;1500
868.74;600
806.37;2500
0;2400
2969.3;9500
116.97;2500
235;3000
0;750
313.38;5000
0;1200
1274.55;7000
1643.85;7000
158.64;1500
618.4;7000
485.92;4500
171.9;1500
2604.52;6000
1520.98;6000
411.24;3000
1331.25;6000
714;1200
74.4;2000
1224;2000
434.6;4000
191.34;1500
588.67;2500
0;7500
179.8;1200
1052.96;3000
2341.08;2000
178;1000
1079.25;8500
0;5000
2355.24;4500
596.64;2000
556.93;4700
0;7000
0;4000
365.5;1200
502.63;6000
0;6500
2697.86;1200
92.16;500
0;1500
110.25;10000
612.23;2000
98.4;4000
864.61;3000
2518.37;2500
0;5000
0;3000
1314.75;6000
0;7000
1854.3;1200
2093.15;1200
1171.88;3700
2214.87;14500
90.66;3000
35.94;2000
1279.5;1000
0;7500
2001.69;3000
35;4000
0;2500
0;2500
1020.53;2500
1149.52;5000
1389.28;1800
571.32;1000
639;3300
215.26;1200
3533.46;5000
0;1200
4681.26;7000
554.16;1500
2821.76;4500
1225.96;1500
410.24;9500
1507.26;2000
0;1700
219.24;1500
202.69;11000
194;5000
123.72;3000
200.51;1200
1915.65;8500
52.9;3500
52.83;3000
0;3000
93.1;2500
490.61;4500
483.3;2500
17.3;8.954.545.455
572.64;1000
1390.48;7000
367.67;4700
5313.2;13000
311.81;4000
53.95;1200
12.4;2500
0;2200
0;8000
956.56;4000
117.24;1200
3785.85;10500
563.82;2950
331.81;3500
0;2450
0;1800
990;3000
624;1000
599.92;5000
0;3500
416.6;1050
51.36;1200
21.9;600
710.2;3700
0;7000
1430.24;3000
603.46;1200
0;5000
374.81;4000
810.27;1500
50;1500
394.48;3000
226.63;5500
2599.42;1800
146.75;1500
666.64;7000
175;1200
1322.06;5500
0;2500
0;4000
672.48;4500
250;8000
354.5;5000
5105.17;3500
639.56;2200
1178.64;3200
1611.04;9000
0;3000
200.02;1000
1063.22;7000
396;12000
147.26;1000
436.75;3000
139.16;1200
31.25;1000
518.04;3500
0;6000
1145.85;5000
0;1200
4.8;2200
459.69;6000
37.62;1500
0;1200
0;2500
0;1500
1229.62;8000
1100.19;5700
0;5000
0;1800
1872.51;4500
66.25;2000
0;7000
1207.3;2500
56.4;4000
0;4000
224.81;1800
2800.12;6000
0;4500
0;4000
17;600
593;2000
251.19;1500
0;5000
1305.72;1700
0;2500
5616.07;5500
0;5000
950;4500
1284.74;3000
0;3200
408.38;6000
4042.41;5000
595.83;2500
0;3500
692.94;4000
479;2000
0;1000
138;9000
140.04;1000
25;2500
8945.67;5500
0;1500
7025.02;3500
1096.98;5000
0;8000
1000;1700
2148.02;3500
73.8;1800
414.8;4500
797.5;4000
540;7000
3658.71;2500
0;5000
666.89;7500
2122.98;10500
1022.77;9000
87.51;8000
7311.99;6700
0;3000
2368.84;2500
354.27;7000
0;11000
735;2000
2095.49;6500
1778.92;10500
293.26;1500
60;3000
0;3000
0;500
469.89;2000
1831.91;7000
1436.41;6500
5400.64;6850
1014.36;1200
0;1200
850.15;2500
488.52;7500
0;1500
249.96;4000
219.44;9000
0;1800
300;5400
1753.25;4000
904.55;7500
1522.06;3000
0;6000
1201.97;3000
1723.3;3000
548.02;4000
33.37;1500
2243.99;7000
0;4500
1125.8;3000
1490.63;5250
609.21;1000
0;13500
3585.75;6500
0;4000
3884.68;8000
1091.7;3000
57.91;6000
