continent2,review
Europe,Many years it was a nice place to go to. But within 25 years there are too many tourists now. Go there and judge youself.
Europe,It is nice to see these monkey's. Nut be awere that they like anything. So glasses or hats will be stolen by them. They also can be quite agressive.
Europe,"they look so cute but be carefull, they almost bite my boyfriend.
just don't feed them, just leave them alone.
Be carefull with your camera!"
Europe,"Nice forest but way too crowded. Entry fee of IDR 80k is overpriced.
My son was bitten by a monkey (he did
NOT challenge them with anything, just stood still) and had to see the clinic for anti rabies vaccine.
The park doesnâ€™t warn tourists enough of this risk as it is a real money maker for the town (and the doctors too).
Do not recommend going in there. Overrated and better to see monkeys behind bars."
Europe,"We loved this sanctuary, it is very clean and well kept and there is plenty to see around.

The sanctuary is home to some 900 monkeys, so you will definitely have a good chance to see them closely and watch them interact, play, relax, with plenty of opportunities for pictures.

In general, the monkeys keep their distance but they will get close to you if they are curious. They will definitely jump on you if you have something that looks like food or other interesting objects (sunglasses, purse, camera, etc.), and they will likely try to steal it so be careful.

Allow for 1 to 3 hours at the park."
Europe,"The Monkey forest, is not that interesting. The monkeys are as well outside as inside to be seen. And sometimes the monkeys are even a bit aggresive. Not my favorite thing."
Europe,"We were a bit hesitant of going there with a two year old, but the monkeys mind their own business and donâ€™t pay attention to you. As long as you donâ€™t bring plastic bags nor food... The security men take care of the monkeys and feed them. We enjoyed being around so many monkeys that walked around freely."
Europe,"We went here in the morning hours. Not too many visitors, so we had enough time and opportunity to see these little bandits."
Europe,"The place changed a bit compared to when I visited 4 years ago. Visitors are no longer allowed to feed the monkeys, which is good but the monkeys are a lot less restless. Make sure to carry your bag in front of you and donâ€™t put any food in it, you should be fine. A monkey did jump on my bag as I was holding it but it did not contain anything edible, so I was easily able to shake him off.

Stroll around the forest and enjoy seeing the animals in their natural habitat.

Bottom line : follow the rules and donâ€™t challenge the monkeys!"
Europe,"You are never bored of the monkeys, they do not interact with humans if you dont engage. They have rehabilitation programs and a lot of staff to take care of the monkeys. Definitely worth a visit if youâ€™re around."
Europe,"There building a new entrance that is really beautiful!

We went in to the park and right in front us a pair of sunglasses where stolen by a monkey.

But the park is beautiful amazing nature. The monkeys are really funny and cute. After a while we sat on a little bench and a monkey joint. The monkey was trying to open my bag so i turned away to see what was going on and the monkey bit me in my arm.

There wasnâ€™t any blood but there is a bruise. Haha so be careful with the monkeys but I definitely recommend it"
Europe,Monkey forrest is a beautiful place where you can wander for hours. The paths are pretty well kept. Please don't bring drinking bottles because the monkey' s WILL get them from you.
Europe,Another location with a lot of monkey's to see. It's different then the other ones we have visited in Bali.
Europe,"I went together with my wife to the sanctuary. This got a good rating on Tripadvisor, so i was really curious. Our hotel is in Kuta, which was about 1,5 hours driving from our hotel. This was quite long, but at the end it was worth it.

The entrance not really expensive. When entering the park you are shown the rules. Do not feed the monkeys, do not touch them and do not smile at them ( they see that as an act of agression) Also you need to make sure you do not have loose items on you, such as sunglasses, hats etc. Just ot be sure.

The monkeys are not agressive at all, but also not scared of people. You can approach them really closely. There are a few feeding stations where the monkeys are gathering if they are hungry. You can see them eating corn and sweet potatoes.

Plenty of staff was around to keep an eye out for the safety of the monkeys and the visitors. Also i was able to get some corn from a staffmember to feed a monkey sitting on my shoulder. It costed me 20.000 Rupia which is a little over 1 Euro. This gave me a great oppertunity to get even closer to the monkeys for a nice photo.

The monkeys can move around freely and do whatever they want. If they wish to stay away from the people, they have all possibilities to do so. If they would like to be close to people, they also can.

We spend about 1,5 hours in the park. Having a nice relaxing walk and look at all the funny monkeys doing their monkeybusiness.

I would really suggest to visit this park, even if it is a bit further driving."
Europe,Great trip! Lovely walk and plenty of interaction with the monkeys. Do remove all jewelry as they will make a grab!
Europe,"This place is amazing and definitely somewhere you have to make time for whilst in Ubud.

Itâ€™s extremely cheap to get in and worth everything you pay for entrance.

The monkeys live so freely in their thousands and which is so nice to see.

Try not to have anything out that the monkeys will take as we did see one take a bottle of water from a ladies bag, they then ran off and opened the bottle to drink it.

Great experience to be had here."
Europe,"Amazing experience to see the monkeys up and close! Keep bags locked up they do know how to open zips. Also watch out for scammers who look like employees, they ask to take your photo then try charge you after!!!
"
Europe,"So this is a must see place - the monkeys have invaded a working temple and run riot there.

Do not stare these monkeys in the eyes and all valuables should be hidden as they will steal them and run into the jungle!

1-2 hours most for this attraction"
Europe,"We loved our trip here! The monkeys are fine, they just walk around you going by there every day lives. It was good to watch them at eating times and the views among the forest are very picturesque. As long as you follow the guidelines provided youâ€™ve no reason to be scared."
Europe,"A really wonderful place to spend a few hours. Even without all the monkeys, it's nice to be able to walk through the shaded forest and see some of the temples.
As per all the other reviews, the monkeys are mischievous and we saw them jump on people and grab stuff out of bags. They aren't aggressive to people (a little to each other) but you do have to keep your wits about you.
Lots of gorgeous new baby monkeys to be seen also... just please dont be like the idiot we saw trying to pick up a baby monkey!
A must do visit while in Ubud"
Europe,"Beautiful place to go if you want to see the monkeys, not sure how â€˜wildâ€™ they are. The monkeys can be slightly aggressive but people need to remember we are in their surroundings. Animals seem to be kept one, was one that managed to get his hands on a bottle of sun cream, which they were drinking. I did report and they seemed to care. Staff are friendly and good with the monkeys, just worry about how they train them to get off when they say."
Europe,"Our guide was not keen on stopping here but we decided to do it anyway and it was a really enjoyable break. Even if you are not keen on the monkeys, the walk in the rain forest is glorious with all the Banyan trees. I thoroughly enjoyed watching the monkeys, in particular when they were preening each other - they look so human. Its a lovely spot for a stroll and a lovely diversion for a short walk."
Europe,Just out from the centre of Ubud the Monkey Forest is a fun visit. The monkeys are everywhere and are so adorable!
Europe,"Good fun and a fine temple in the centre of the site with a spring, be careful not to put items in pockets or appear to be holding anything"
Europe,"We arrived here early and it was fantastic!!! So lovely to see the monkeys in their natural habitat. They are so cheeky and well looked after and fed.

I was a little worried from some stories I heard, but with no need!! A must visit!!!"
Europe,"Great place to spend a couple of hours, plenty to keep you entertained with these little fellows performing there tricks.
Don't let some reviews put you off, just be aware of them around you and do not provoke them, as some stupid lads did to the peral ha !"
Europe,"Lots of monkeys as to be expected, worth the trip down and isnâ€™t to expensive, wouldnâ€™t need much more than an hour!"
Europe,"I was terrified after reading certain reviews and hearing stories about this forest and almost didnâ€™t go, but Iâ€™m so glad I did! The forest itself is beautiful, and whilst I found it scary walking past the monkeys, I soon understood that if you are not holding anything for them to grab, and do not antagonise them, they will leave you alone. There is an art gallery inside, as well as a temple and a first aid area! Strongly recommend going, just donâ€™t carry food!!"
Europe,"The monkey forest is really entertaining. You get to see the monkeys being monkeys, climbing, playing, falling out with each other, and the occasional climbing on an unaware human. Just remember to leave them be and not make eye contact"
Europe,"The monkeys are great in their natural habitat. They have lots of food, can be seen playing and looking after babies. People are regularly bitten, sometimes unprovoked. To try and prevent this do not take anything with you, especially food"
Europe,Me and my partner took a multi trip tour and the monkey forest was first up. It was our favourite part of the day. We had a tour guide with us who talked all about the origins of the monkeys and why they are worshipped. Very interesting and lots of fun as the monkeys are very mischievous and are everywhere. 100% worth a visit while in Ubud
Europe,"Iâ€™ve visited the monkey forest each time I have been in Ubud. I donâ€™t just love the seeing the monkeys but love the beautiful forest too. I was surprised and disappointed in a way to see a big new entrance and the supposedly upgrading of the place. It now feels a little less like a natural forest and more going towards a zoo. Loud speakers now announcing caution etc... in a natural forest, really whatâ€™s wrong with the signs! In my opinion they have spoilt the natural setting somewhat.

What do I mean in the title about people watching?
You are in with wild animals and people seem to put themselves at risk just to get a photo with a monkey, Instagram I guess! We saw at least two people nearly get bitten and Iâ€™m not surprised. One girl trying to get close up and personal with a monkey that had a baby, crazy!

Just observe the monkeys follow the rules no eye contact etc and you will be fine. They are very cute and very funny but wild, be sensible, keep safe!"
Europe,Best day of our stay in Ubud! Canâ€™t recommend it enough. Can you ask one of the cheeky creatures for my pen back?!
Europe,"Loved our 2 hours in this beautiful forest
Great to see monkeys in their natural habitat. Saw loads of monkeys including small baby monkeys"
Europe,"Lots of monkeys loose outside the entrance.
Some were ok, but many were aggressive in the morning.
We did not make eye contact and had no bag or food, yet 3 monkeys were trying to get us.
We then saw one swing down and bite the arm of a boy(about 8 yrs old) he was just walking along with adults. Not doing anything.
This scared me, as he was crying in pain.
For me, they are wild animals, so I'm not sure I want to be near them.

Local cafes etc should shoo them away, as they climb over the fence and try and steal food etc."
Europe,"It's 80k entrance fee for adults, and you can happily stroll about the forest and temples for 1-2 hrs. There are some advisory warnings at the entrance - if you follow them, I think it's quite safe.

There are numerous feeding stations around the forest, but monkeys are everywhere and come very close for ample photo opportunities. I did see a lady leave her bag on the floor to take pictures, a group of cheeky monkeys saw their chance for some mischief and snatched it! They got quite aggressive when she challenged them.

The monkeys were fascinating; plenty of mothers tending to their babies, siblings playing together, group swimming in a pool and having great fun. It's was a thoroughly enjoyable trip."
Europe,Hang onto your bag and watch out for the odd cheeky monkey. Have a a snap taken with one of the keepers or just enjoy taking pictures of the never ending supply of monkeys as you walk around the forest. Great fun.
Europe,"Good value trip here with easy walkable paths around the forest. Plenty of monkeys and no incidents of taking things from visitors. Very impressive guides who clearly love their job and are happy to provide information about them.
The temples are also an added bonus to the walk."
Europe,I went to the Monkley Forest Sanctuary in Ubud with my wife and 2 children aged 14 and 12. we had some anxiety about monekys jumping on us these were unfounded. The monkeys are fun to watch but are well-fed and eviudently maintained as a tourist attraction. At 4-5pm the place was very busy with tourists but the temples and museums were impressive. Overall we were glad we went along
Europe,Had the best day in the Forrest getting pictures with the monkeys. We get some great photos and some good laughs
Europe,"A bit of a tourist trap of course, but quite a peaceful way to spend a couple of hours if you can dodge the crowds. The monkeys are very docile and as long as you just follow the very simple rules there's nothing to be nervous about. If you're lucky you'll see some baby's and be prepared because damn they're cute."
Europe,"Currently 80,000 IDR entry into the sanctuary. There are monkeys everywhere so if you are worried that you won't see any do not worry. We only spent about 45 minutes here, it isn't too big but with children etc you could spend a lot more time.

Worth a visit."
Europe,"Monkeys, in a forest and free to roam. How else can you describe it. The only good thing was the â€™selfiesâ€™ taken by the monkey helpers. Pleasant walk through the forest which hasnâ€™t changed for 30 years. I think it was IDR 150,000 each. A chap in front of me had his water bottle taken and the monkey then spilled it everywhere. I then picked it up and fed it water as it drank from the open bottle. He then bit me! Later after we left and were waiting for the hotel shuttle to collect us, we bought some drinks and bits to take back to the hotel. A very cheeky Monkey left the â€˜areaâ€™ and came to the street and grabbed a load of stuff off my wife who screamed blue murder and the. Having grabbed a bag of crisps he then legged it up a huge tree."
Europe,Loved our visit here to monkey forest. All tickets go to feeding and up keep of the monkeys. The monkeys roam free and there alot of them. Worth a visit and not expensive either.
Europe,"Some say it takes an hour, but you could easily spend half a day without losing interest. Really enjoyed this place - the monkeys are everywhere, free to roam and must be considered the luckiest primates on earth.

You can get really close, see how they interact and watch them feed.

Take care of possessions and don't be an idiot and try to feed or stroke them - many people did and it was rewarding to see their sunglasses stolen into the trees"
Europe,"With the visit for the great food greenery and towering fig trees with nestled temples, and a few monkeys. Good for an hour or two before the hordes arrive from Kuta - go early."
Europe,Great fun. Smaller than I expected but very reasonable entrance price. Only took an hour or so to walk around but was entertaining and staff were helpful and very kind to the animals.
Europe,"We rented a scooter and travelled from Kuta to the monkey sanctuary, the drive was hard work and I would definitely recommend a tour or taxi to get you here however it did not disappoint. Entry cost us just over Â£10 which is very reasonable and the place is amazing, hundreds of monkeys living in their natural habitat , you can get up close to them and get some great photos. Would recommend this place to anyway who is visiting Bali, great reasonable day out for all ages."
Europe,This is a tourist forest with a lot of monkeys in. This isnâ€™t even a big forest. We travelled 1.5hrs to see this. We probably wouldnâ€™t have bothered if I had known how small it actually was. It was a fun hour but it didnâ€™t blow me away.
Europe,"Worth a visit if you have time while in Ubud, but prioritise other sites first.
As long as you are sensible and follow the advice given the monkeys are fine and safe, just try not to stand under one in a tree - they happy to go to the loo on unsuspecting tourists."
Europe,"Three temples within the Monkey forest! Beautiful place! Added bonus are the monkeys living there. We left our bags in our car but typically one nationality has to take bags in with them then complained that the monkeys were going into their bags. One hysterical woman had her phone charger stolen ( obviously needed in the forest)) and chased the monkey. Luckily the rangers got it back before monkey but into it and made itself ill. Another guy was teasing a monkey with food ( pretending to give it and then pulled it away) until I told him he was being cruel. Big signs saying not to feed but there has to be a first aid room for visitors who obviously know better, saw one guy who had been bitten! If you can't respect wild animals ....don't go there!
We loved it!"
Europe,We absolutely loved spending the afternoon at monkey forest. It was such an experience to see the monkeys up and close. The tickets are reasonable and def worth every penny.
Europe,Monkeys are wild animals which some people underestimate. Many tourists go there with things the Monkey may take of them so be considerate.
Europe,"Well worth a visit if your in UBUD area , approximately 1100 free ranging monkeys ðŸ’, very cheeky , constantly checking everyone out for food & bits to pinch !
Cost 80 k ( Â£4 ish) for adult & 60 k ( Â£ 3 ish ) for children , takes around 1 to 2 hours to walk around the pathway through the forest & temples .
Monkeys are kept in check with around a dozen rangers , around the park . But you can get up close , especially at the feeding stations ."
Europe,"If youâ€™re in Ubud, or anywhere in Bali really, the first question people tend to ask you is if youâ€™ve been to the Monkey Forest. Its one of Ubudâ€™s best known attractions and is a must for anyone in the area.

For around $8 you get entry for the whole day, so you can come and go as you please. Iâ€™d suggest going earlier and avoiding the busiest times which are around midday.

What to expect: Monkeys... Everywhere! Thereâ€™s a bit of walking to see all the area, and you will find monkeys everywhere. There are park rangers who feed the monkeys and make sure everything is running smoothly. The monkeys are very curious so donâ€™t be alarmed if they come over to you and even jump on your back.

I managed to get a couple pictures of the baby monkeys which are adorable.

I highly recommend anyone to go as its a must if you are in the Ubud area."
Europe,This a great half day visit to the Forrest. Well worth a trip and walking distance from the centre of Ubud.
Europe,"Nice forest full of monkeys, don't be scared, they don't bite you if you just walk around and dont disturb them.
Don't wear glasses, hat or anything they can take, they will take it!!!"
Europe,Beautiful forest right in the center of Ubud. As its name indicates itâ€™s absolutely full of monkeys. Beware of them! You leave your bag somewhere for a second and they take it!
Europe,"We loved coming here. We were a bit wary of the monkeys as they do fight amongst themselves and they jump all over you and go through your pockets, they have mastered unzipping bags.
Worth a trip.
"
Europe,Itâ€™s great to see so many monkeys playing and in their natural environment. They are pretty cheeky though! They are ninjas with zips on back packs. There are many staff around to keep them safe and ensure the people are careful and respectful.
Europe,"It was a lot less crowded compared to when my friends went in the morning the day before. They now have several first aid stations that are open. And they no longer encourage visitors to feed the monkeys.

I noticed at least three cases of monkeys jumping on people. No one hurt: basically just donâ€™t be stupid and follow the simple rules posted at the entrance and all over the park."
Europe,"Itâ€™s ok,you see a few monkeys being fed,chasing eat other and grooming picking bugs from backs.
There was one or two screams from the visitors but otherwise itâ€™s very busy. It does have a useful shuttle back to Ubud centre."
Europe,"The trip started with one of the Monkeys pulling a button off my daughters skirt which was hilarious, given that we had been very careful to hide lose items - sunglasses, cameras, water bottles etc but didnâ€™t expect that! The forest is beautiful and the monkeys very cheeky but good to watch. Very easy to get tickets at the entrance and wander around at leisure. Enjoyed."
Europe,Iâ€™ve been to a monkey sanctuary elsewhere and the monkeys were much calmer and disinterested in people. Here the monkeys will quickly take things on display and were more confrontational. The site is really lovely and itâ€™s a good experience but I do worry about the behaviour and perhaps how habitualised the monkeys are to people. So this could be 5* or less than the 4* I am giving depending how you feel. At least theyâ€™re free to escape and wander the local hotels!
Europe,"It is actually very cool, maybe a touch touristy but nice.
The park is a very nice park on its own where to have a walk + there are monkeys everywhere kept free and well fed"
Europe,"This is a fantastic activity to do in Ubud, there are similar things in the UK, but the monkeys interact more here with the passing visitors.
They are very friendly and are extremely well looked after by the attendants around the park.

I would advise being careful with sunglasses, bottles of water and handbags as the monkeys are very inquisitive and would love free drink or the contents of your handbag!!"
Europe,"We visited the monkey forest with real apprehension after reading a variety of reports about people being bitten. So I had to write a review just to put anyone who felt like I did mind at rest. If you follow the rules clearly given you will really be fine! If you are really worried go in the afternoon when the monkeys have had so much food they wonâ€™t bug you anyway.

So we witnessed a couple of monkeys becoming slightly aggressive and for the simple justified fact the people they were growling at were forcing themselves right next to them and taking selfies, then pulling their phones out of the monkeys hands when they grabbed it- I mean what do they expect when they shove it in their face? So go the monkey forest enjoy it, follow the rules and enjoy the monkeys from a distance."
Europe,"We loved the monkey forest! Monkeys are not at all afraid of people but not aggressive - they mostly ignore you. I used to study monkeys and was a bit worried theyâ€™d be mistreated but staff treated them well and most visitors have them a bit of space. The forest is beautiful, and there are huge spectacular trees within the main area."
Europe,Would visit here again in a heartbeat! Loved it! Got a little wet and had a monkey sit on me at one point as though I was t even there but was a great experience!!
Europe,"I was a bit afraid to go aÅ¥ first after reading all the stories about people being bitten and the rabies situation, but I am really glad I went.
I fully agree with everyone writing that if you following the guidelines of the sanctuary and leave the monkeys alone, there's nothing to be afraid of.
Don't bring food, water bottles and don't touch the monkeys and you will be just fine.
There are also local guards all around the forest to assisst anyone who might need help. But if you follow simple rules and have respect to the animals, you will have great experince.
It's a beautiful forest and is nice and fun watch the monkeys in their natural habitat.
Reccommend to everyone"
Europe,"So much fun well worth a fiver to enter a must for me adhere to the signs though reference feeding and personal belongings as the monkeys are you guessed it cheeky and will take stuff.
Fabulous surroundings aswell."
Europe,"Lovely attraction to visit. Monkey everywhere, I particularly enjoyed mother monkey and baby monkey sharing love.
And also has a lovely walking path along the forest.

Do not take any water bottle or plastic shopping bag monkey think it's a food and try to take away from you(witnessed some attack from monkey)."
Europe,"The monkey forest is cheap to enter (80,000) and although itâ€™s usually rammed with people, there are plenty of monkeys around to see, and park rangers offer to take photos with them. The actual forest is very pretty and well maintained. Considering this is such a touristy attraction we were pleasantly surprised at how respectful everyone was of the animals."
Europe,This is great way to spend an afternoon or morning. Very enjoyable and reasonably priced. Give it a try!
Europe,"The Sacred Monkey Forest Sanctuary in Ubud is unlike other monkey places around because this is actually a sanctuary built in the natural habitat of Balinese long tailed Monkey where they are cared for (aka fed) but tourists can not touch or pose for pictures with them. That said, they are hungry little creatures and at even the slightest inkling of food, they will be all over you (see photos below of them trying to climb up my dress)!

While a few people recommend the entire morning at the Sanctuary I found 45 minutes was enough especially as we arrived early, about 8:30am to catch the feeding time and were able to explore the grounds with only a handful of other people around. After feeding make sure you wander down into the rain forest!"
Europe,We had alot of fun walking around the monkey Forrest. Was great to see the monkeys running free in their natural habitat. Some where cheeky and naughty but made it more fun
Europe,"This really is 'must do', absolute 'must do'. when with teens and they absolutely loved it, just an amazing experience .. the staff are excellent and the monkeys seem happy, free and looked after. lovely evnvironment and some great photos ... so glad i went."
Europe,"Lovely to see so many monkeys roaming around free to come and go as they please.

Beware you donâ€™t hold objects to close to them. They are so quick to grab things.

Spray plenty of mosquito repellent as the area is humid. Perfect conditions for the pests.

"
Europe,"We are very conscious about animals being treated well! And looked after well. Hence there are some animal related places we did not visit in Bali due to their reputation.

This however was a breathe of fresh air!

What a simply amazing place. The monkeys are clearly very happy! Have heaps of free space to roam and there is nothing keeping them there other than it being their home and letâ€™s face it. They are fed! Haha.

We got some great pics of the little guys and it was an amazing experience! Itâ€™s only 80k for an adult to get in. Thatâ€™s around Â£4.50

Well worth it!"
Europe,The Sanctuary is very commercialised but the monkeys never cease to entertain. Adding fruit bats to the watch list was interesting to some in our party and cringing to others!
Europe,Worth a visit - be very mindful of having food in your bags as they grab anything thatâ€™s loose. There are signs up saying what u should not go. The monkeys are interesting to watch and we arrived at mating time - there was a lot of babies running around xx a must when u visit ubud.
Europe,"Worth a visit and is only 80.000 idr per adult. If like me you are a little apprehensive about the monkeyâ€™s getting too close, donâ€™t worry. They do not seem bothered by the visitors and quite happily go about their day as if you are not there. The grounds of the sanctuary are lovely and offer lots of places for photographs."
Europe,"It is what it is really, if you want the opportunity to see a lot of monkey's in a manageable space - go here.
It isn't very cultural or mind blowing but it's pretty and clean. I personally think it's expensive for what it is and would not visit again but if you have some time to spare in Ubud - give it a go!"
Europe,"An easy walk from the main centre, this is a good place for a couple of hours in the morning or afternoon! Although shaded, it was a bit hot. The monkeys were great and some very very active! I had at one point two on me, kindly rooting through my bag for goodies. They handled my ear phones but kindly put them back and rezipped my bag before finding another tourist. Generally if you follow the instruction they won't be violent at all! I just walked for a bit and they lost interest, but we did see another guy who tried to hit one on his friend with a gopro! This definitely had a back effect and the monkey was not best pleased and bared his teeth!
The actual sanctuary is beautiful - amazing jungle with wooden ledges to cross the river and descend and ascend. Would definitely recommend. I believe it was 60 thousand idr per person."
Europe,You will be sure to see many monkeys when there! The temples are very interesting although as tourists we are unable to enter some (prayer only). Be careful when there because the monkeys are not afraid of humans and will jump or run at you if you are antagonising them. Read the signs and you will have no problem!
Europe,"Walked down Monkey Rd to pay my 80,000 rupiahs to enter this mystical forest. Yes they feed the monkeys so tourists can see them. However there is an animal clinic on site and feeding them keeps them off the surrounding roads. Did have the strange experience of watching a monkey turn on a tap to get a drink of water. The landscape itself magical, with a deep ravine, jaw dropping bridges and incredible, huge trees. Well worth a visit, get there early before the tours from the coast arrive, if you can."
Europe,"A worthwhile visit in Ubud- the sanctuary was large enough to make a solid 2 hour visit and the macaques were not hard to find! A word of warning; they will jump on you and root through any bags (and turn aggressive if you resist) so try to make sure you're not carrying food, even in a zipped pocket."
Europe,"Yes, it's a forest, and yes, it's full of monkeys, but there's more to it than that.

There are three temples within the sanctuary, featuring some ornately carved buildings, beautiful courtyards, and numerous statues (some quite erotic!).

There's the forest it's self, almost a jungle, with it's lush foliage, and small river with elaborate bridges.

There are birds, fish, bats, butterflies, etc. plus an exhibition room, an open stage/amphitheatre, and a forest conservation area.

So, yes, go to see the moneys, but don't miss all the other stuff, too."
Europe,"We were sceptical of visiting after reading all the scary reviews but found the experience really fun! We were very practical and cautious - removed all our jewellery and hid our bags but the monkeys didnâ€™t seem bothered with anyone. People had phones, cameras and bags and were totally fine. Maybe we hit a lucky day. Our 10 year old daughter loved it and we all felt safe! Lots of fun walking along the jungle paths exploring. Beware which exit you take as we ended up leaving through gate 3 on the wrong side of the park and having to back track!
"
Europe,"If you want to get up close to these mischievous creatures in lovely surroundings, then this is the place.

You gently stroll around the well kept paths, exhibits and statues and will come across plenty of Monkeys and if you like get really close to them.

Although familiar with humans, these are fairly wild and unpredictable animals so be careful....there are plenty of signs telling you what not to do !

We really enjoyed our visit and you really feel like youâ€™re in their environment."
Europe,Great thing to do! Worth a quick visit. Very busy so go early. Fun seeing the monkeys but beware they try to get in your bags
Europe,"One of those types of attractions you should visit even if you don't particularly want to. I have seen many a different monkeys on my various travels around the world so not such a once in a lifetime thing for me.
However I did enjoy walking through this sanctuary and watching everyone interact the monkeys.

I went in with no bag or anything apart from a camera and I would advise you do the same. I saw a monkey try to drag a bag off a girl and luckily a guard came around just in time and it ran off. They are inquisitive animals so be prepared."
Europe,"We visited 2 years ago and they sold bananas that you could feed to the monkeys on the way round the forest. But this time they didnâ€™t have the banana stall. We asked a guard and they said it was because people kept being bitten.

There were guards all around the forest this time keeping an eye on everyone.

A large part of the forest was closed as there was a big ceremony on"
Europe,"We included seeing the Monkey Forest as part of a day tour to Ubud. You follow a well placed pathway following signs. Easy for most able people. The monkeys are in a good environment and seem happy to eat and play with plenty of trees.
We especially like seeing the baby monkeys."
Europe,"Easy to get to and inexpensive. Plenty of monkeys but too many people. Worth an hour or too, go early morning if you can to avoid crowds"
Europe,"At first we were a little apprehensive about going after reading all the negative reviews involving the monkeys. However we found that they are quite tame and are very used to humans interacting amongst them.
We did witness quite a few tourists provoking them for a reaction to get the perfect Instagram pic or video which might have otherwise ended badly but there were no dramas and all quite pleasant in the end. The actual grounds are spectacular. There are 3 temples, each with different landscapes for you explore and it seemed each one ventured you deeper into dense jungle.
Worth a visit and Iâ€™m glad we went."
Europe,"A fun place to spend a couple of hours watching the antics of monkeys. Do beware... they WILL try and get in tour bag, steal items, or get food. Just go wearing/carrying very little and you will be fine."
Europe,"Only a couple of minutes walk from centre of Ubud. Costs RP 80,000 for adults.
You get to walk around the forest thatâ€™s teaming with Monkeys of all ages that are often inches from you. Loads of great photo opportunities."
Europe,"I stayed in Ubud and the walk to the forest was about 5 mins, i would HIGHLY recommend this place. I think tickets were about Â£5 each i really cant remember but i know i thought how cheap.
There so many monkys running around just be free. The stuff look like they look after them well!

You cannot feed the monkeys but this did not stop getting great pictures.
I went when this opened and i felt it was perfect because it was not busy at all!!"
Europe,"I was pleasantly surprised after hearing done horror stories about vicioys, obese monkeys which turned out to be untrue. The monkeys only approached people with food, water bottles or rucksacks. Even without the monkeys this would have been a pleasant walk through some stunning scenery."
Europe,Me and my partner love monkeys but there were a lot of people around and felt there were too many people here for the monkeys. Some of them were unruly and we saw one chase someone and take a water bottle off someone else. We did feel that we had to be careful around them- not the monkeys fault of course theyâ€™re wild animals but the set up could be better for them such as Sangeh which is much better and cheaper.
Europe,We loved our time in the monkey forest. I especially appreciated that it is more focused on conservation than tourism. The guides are everyone and make you feel very comfortable. This is a very unique experience.
Europe,"Monkeys monkeys everywhere, but not a drop to drink. I'm a monkey, you're a monkey, monkeys, monkeys monkeys."
Europe,"I absolutely loved it here. There are lots of cheeky monkeys who will try and grab things from you if they get the chance. But mostly they are just wondering around, and playing.
Itâ€™s great to walk around all of the sanctuary and temples and just see the monkeys roaming.
There is also a cafe a the entrance to grab refreshments. Highly recommend this place for a visit"
Europe,"The monkeys are very interesting.

The reception area is big and has a cafe, western loos, lockers etc.

Do not open your bag even to get no food out as the monkeys thinks itâ€™s food and grabs the bag."
Europe,"I was a bit nervous before visiting as Iâ€™d read the monkeys can attack. I stayed a distance from them and they seemed fairly happy and ignored us. We saw them being fed, they got a bit noisy at that point. It was nice to see the animals free to roam. The baby monkeys were very cute."
Europe,"Walking distance in Ubud, go see the monkeyâ€™s they are worth a visit. Watch your jewelleryâ€™s, we seen an earring snatched."
Europe,"we spent four very calm hours absorbing the wonderful atmosphere of this amazing sanctuary. Take your time, explore everything, read the notices and DO NOT carry any food whatsoever, the monkeys can sniff it out from a mile away and will attack to get hold of it."
Europe,So this was a great place but kinda scary as there are monkeys literally everywhere. But mostly they keep them selves to themselves but seen a monkey try to steal a ladies hand bag and also another jumped on my shoulder scary but fun at the same time specially as we donâ€™t get that at home in UK. Definitely recommend it.
Europe,"This amazing experience has to be the highlight of our trip to Bali. We felt safe as well as free to explore amongst the monkeys. We had the opportunity to feed them as well. Enjoyed it very much, will be back again."
Europe,"Itâ€™s inexpensive and staff are very friendly! Really lovely walk, didnâ€™t take that long to walk around and monkeys were well behaved."
Europe,"Having come across the Sacred Monkey Forest on trip advisor and Instagram we were really excited to go.

It didnâ€™t disappoint and also had lots of beautiful temples that we werenâ€™t aware of.

Aside from one monkey, the monkeys were not aggressive however were a little curious. The staff are on every path keeping an eye out and appeared to have a respectable bond with the monkeys with some hanging of the staff trying to get food."
Europe,Was amazing but there are other places you can see monkey and actually feed them think the only reason you canâ€™t take food itâ€™s coz the monkeys fight over the food the monkeys arenâ€™t as dangerous as the are made out to be
Europe,"Itâ€™s a good place if youâ€™re interested in seeing lots of monkeys. Just make sure to be careful, as they can be quite aggressive and steal your stuff. I watched many a person have their things nearly taken by monkeys. Theyâ€™re cute from a distance but can bite."
Europe,Really pleasant and interesting place to go. Lots of one type of monkey. They are really well looked after and seem happy with lots of young ones only a short visit but a must do.
Europe,"My partner and I really enjoyed this. Be aware of the keeper monkey calls, he will round the monkeys up in seconds. Also watch hair clips, if they shine the monkeys will attempt to snatch them, hence the 4stars, I had to fight off a monkey for a clip and they are very aggressive when they want something. Enjoyable all the same!!"
Europe,"Always hide your belongings!!! They will try to steal your rucksacks. So much fun, really good experience"
Europe,"Bring no bags, bring no food, if you do you're asking for trouble. If a monkey climbs on you just stay calm and walk away. Amazing jungle forest and lots of monkies"
Europe,Exactly what it says on the tin. A large forest area filled with monkeys free roaming and interacting with visitors. The keepers are great too helping to take photos and generally making sure both monkeys and guests are safe. Definitely worth a visit!
