customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;
4137-BTIKL;Male;0;0;0;2;1;Fiber optic;1;0;0;0;0;1;Month-to-month;0;Mailed check;9075;17475;0;0.84463272
3399-BMLVW;Male;0;1;1;51;1;DSL;1;1;0;1;0;0;Two year;0;Credit card (automatic);605;312145;0;0.946502553
6817-WTYHE;Male;0;0;0;2;1;DSL;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);449;11105;0;0.436106875
0928-XUTSN;Female;0;0;0;13;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;805;10118;0;0.547163417
3378-AJRAO;Male;0;1;1;44;1;No;0;0;0;0;0;0;One year;0;Electronic check;2485;10136;0;0.384977268
0206-TBWLC;Female;0;1;0;54;1;Fiber optic;1;1;1;1;1;1;One year;1;Mailed check;11465;60495;0;0.991502936
5384-ZTTWP;Female;0;1;1;15;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;198;27295;0;0.246138989
0107-YHINA;Male;0;0;1;1;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9975;9975;1;0.487634618
5510-BOIUJ;Male;0;0;1;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1925;1925;1;0.296680713
4652-ODEVH;Male;0;1;1;45;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2445;108825;0;0.161975772
3262-EIDHV;Female;0;1;1;72;1;DSL;1;0;1;1;1;1;Two year;0;Credit card (automatic);847;58939;0;0.989234659
5095-AESKG;Female;0;1;0;3;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Credit card (automatic);915;24295;1;0.366720151
8942-DBMHZ;Male;0;0;0;12;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2045;25535;0;0.314644098
5567-GZKQY;Male;0;0;0;58;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);203;11315;0;0.127564979
5296-BFCYD;Male;0;1;1;46;1;No;0;0;0;0;0;0;Two year;1;Mailed check;201;93685;0;0.340949043
6777-TGHTM;Female;0;0;0;53;1;Fiber optic;1;0;1;0;1;1;One year;1;Credit card (automatic);10695;57855;1;0.292052947
0680-DFNNY;Male;0;1;0;15;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;1011;150405;1;0.56464002
9552-TGUZV;Male;0;1;0;8;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Mailed check;75;6581;0;0.995967424
6650-VJONK;Male;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);4385;4385;0;0.138803851
8249-THVEC;Male;0;1;1;51;1;No;0;0;0;0;0;0;One year;0;Mailed check;194;99775;0;0.731948347
5906-DVAPM;Female;0;1;1;55;1;DSL;1;1;0;1;1;0;One year;1;Credit card (automatic);75;42139;0;0.576192998
6366-ZGQGL;Male;0;0;0;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);248;248;1;0.12487769
2126-GSEGL;Female;0;1;0;70;1;DSL;0;1;1;1;1;1;Two year;1;Bank transfer (automatic);848;591755;0;0.195155573
4877-EVATK;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;20;20;1;0.970695429
4701-MLJPN;Male;0;0;0;31;1;DSL;0;0;1;1;0;0;Month-to-month;1;Electronic check;5525;171565;1;0.370066084
8779-YIQQA;Male;0;1;1;21;1;No;0;0;0;0;0;0;One year;0;Mailed check;198;3501;0;0.287118972
1104-TNLZA;Male;1;1;0;28;1;Fiber optic;0;1;0;1;1;1;Month-to-month;1;Electronic check;1058;2998;0;0.118791282
8512-WIWYV;Male;0;0;0;32;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);2035;7075;0;0.450862031
4584-LBNMK;Male;1;1;0;45;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);247;117435;0;0.263694762
1724-IQWNM;Male;0;0;1;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;193;193;0;0.947703975
8654-DHAOW;Female;0;0;0;2;1;DSL;0;1;0;0;0;0;Month-to-month;0;Mailed check;5415;10165;0;0.044037905
8966-OIQHG;Female;0;1;1;22;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2075;45235;0;0.387270432
0810-BDHAW;Female;0;1;1;24;1;DSL;1;1;0;0;1;1;One year;0;Electronic check;784;18324;0;0.75353747
9626-VFRGG;Female;0;0;1;41;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Bank transfer (automatic);885;364505;0;0.338464076
7026-YMSBE;Male;0;0;0;30;1;No;0;0;0;0;0;0;One year;0;Mailed check;197;62505;0;0.024459968
9844-FELAJ;Female;1;1;1;70;1;Fiber optic;0;1;1;1;1;1;One year;1;Electronic check;1079;747585;0;0.356339759
0988-JRWWP;Female;0;0;0;3;1;DSL;0;0;0;0;1;0;Month-to-month;1;Electronic check;542;1404;0;0.977957187
2055-BFOCC;Male;1;1;0;63;1;DSL;1;1;1;1;1;1;One year;1;Bank transfer (automatic);84;532955;0;0.493180777
0746-JTRFU;Male;0;0;0;2;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;2505;5635;1;0.578171676
6464-KEXXH;Male;0;0;0;8;0;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);2525;1863;0;0.001385778
8931-GJJIQ;Female;0;0;0;9;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;833;8033;1;0.595650996
9912-OMZDS;Female;0;1;1;59;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;10615;62562;0;0.233719924
4163-NCJAK;Female;0;1;0;46;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);2445;106615;0;0.620677446
0248-PGHBZ;Female;1;0;0;67;1;Fiber optic;1;1;0;1;1;0;Two year;1;Bank transfer (automatic);9245;614085;0;0.384905153
5572-ZDXHY;Female;0;0;0;22;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Mailed check;843;185565;1;0.827268339
8216-AZUUZ;Female;0;1;1;42;1;Fiber optic;0;0;1;1;1;1;Two year;1;Electronic check;1004;430365;0;0.325686691
7587-RZNME;Male;0;0;0;3;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;433;12365;1;0.600456382
4458-KVRBJ;Male;0;0;0;59;1;No;0;0;0;0;0;0;Two year;0;Mailed check;25;15105;0;0.915523432
7032-LMBHI;Female;0;0;0;37;1;DSL;1;0;0;0;1;0;One year;0;Bank transfer (automatic);6465;234785;0;0.70510141
3627-FHKBK;Female;0;0;0;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Mailed check;753;753;1;0.233002063
8404-VIOMB;Female;0;0;0;66;0;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);625;41364;0;0.668491393
1285-OKIPP;Male;0;0;0;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;799;799;1;0.412035044
7153-CHRBV;Female;0;1;1;57;1;DSL;1;0;1;1;0;0;One year;1;Mailed check;593;327435;0;0.803340413
7663-YJHSN;Female;0;1;0;72;1;Fiber optic;1;1;1;1;1;0;Two year;1;Bank transfer (automatic);10395;75569;0;0.551666539
0459-SPZHJ;Male;0;1;1;63;1;DSL;1;1;1;0;1;1;Two year;0;Credit card (automatic);835;5435;0;0.826164714
6103-QCKFX;Female;0;1;1;44;1;DSL;1;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);5625;241955;0;0.43972205
3308-JSGML;Male;1;1;0;59;0;DSL;1;0;1;1;1;1;Two year;1;Credit card (automatic);6405;388685;0;0.928210556
6906-ANDWJ;Male;0;1;1;15;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);749;110725;1;0.724045749
2253-KPMNB;Female;0;1;1;69;0;DSL;1;1;1;1;0;0;Two year;0;Bank transfer (automatic);4625;31214;0;0.746792733
3069-SSVSN;Female;0;0;0;1;0;DSL;0;0;0;0;0;0;One year;0;Mailed check;2585;2585;0;0.144169267
4176-RELJR;Male;1;0;0;67;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);251;167215;0;0.944724454
2242-MFOTG;Male;0;0;0;33;1;Fiber optic;1;0;0;0;0;0;One year;0;Bank transfer (automatic);801;26033;0;0.669318427
7184-LRUUR;Female;0;0;0;22;1;DSL;0;1;1;0;1;0;One year;0;Bank transfer (automatic);6525;14418;0;0.374576804
2338-BQEZT;Female;0;0;0;55;1;DSL;1;0;0;0;0;0;Month-to-month;1;Credit card (automatic);5055;283275;0;0.708250296
4827-LTQRJ;Female;1;1;1;66;1;Fiber optic;1;1;0;1;1;1;One year;1;Credit card (automatic);1106;721085;0;0.18098463
5542-NKVRU;Female;0;0;0;42;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);2075;84445;0;0.875069505
9722-UJOJR;Male;0;1;1;29;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7075;19748;1;0.431401824
2799-TSLAG;Female;0;1;1;65;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);253;174855;0;0.428824445
5913-INRQV;Male;1;1;0;34;1;Fiber optic;1;0;0;1;1;0;One year;0;Mailed check;9015;31288;0;0.432605195
0519-XUZJU;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;7075;7075;1;0.983129199
8152-UOBNY;Female;1;0;0;50;1;Fiber optic;0;1;0;1;1;1;One year;1;Electronic check;1068;534795;0;0.767219281
0129-QMPDR;Male;0;1;1;44;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);205;86505;0;0.38472798
7401-RUBNK;Female;0;1;0;18;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Electronic check;748;143805;0;0.895679625
4707-MAXGU;Male;0;1;0;72;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2585;18722;0;0.659943805
5129-JLPIS;Male;0;0;0;25;1;Fiber optic;1;0;1;1;1;1;Month-to-month;1;Electronic check;1055;268605;0;0.912963103
3669-LVWZB;Male;0;0;0;5;0;DSL;0;1;0;0;1;1;Month-to-month;1;Mailed check;51;30595;1;0.692855792
8745-PVESG;Female;0;0;0;57;0;DSL;1;0;1;1;0;0;One year;1;Credit card (automatic);411;225825;0;0.66871831
0716-BQNDX;Male;1;0;0;57;1;Fiber optic;1;0;0;1;0;1;Two year;0;Electronic check;9375;562555;0;0.137013557
8738-JOKAR;Female;0;0;0;42;1;DSL;1;1;0;1;0;1;One year;1;Mailed check;677;288225;0;0.055508756
8717-VCTXJ;Male;0;0;0;42;1;No;0;0;0;0;0;0;One year;1;Mailed check;1955;8394;0;0.750623815
1709-EJDOX;Female;0;1;1;47;1;No;0;0;0;0;0;0;Two year;0;Mailed check;1975;9489;0;0.788439154
1310-QRITU;Female;0;0;0;18;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;503;9133;0;0.38059849
4056-QHXHZ;Female;0;1;1;72;1;Fiber optic;1;0;1;1;1;1;Two year;0;Mailed check;10745;75767;0;0.723515309
9330-VOFSZ;Female;0;1;0;60;1;Fiber optic;0;1;1;1;1;1;Two year;1;Credit card (automatic);1108;66407;0;0.084927206
5136-RGMZO;Male;0;0;0;31;1;DSL;0;1;0;1;1;0;Month-to-month;1;Electronic check;7105;216815;0;0.904611947
9381-NDKME;Female;1;1;0;24;0;DSL;0;0;1;0;0;1;Month-to-month;1;Credit card (automatic);4065;9333;1;0.801886942
3800-LYTRK;Female;0;0;0;14;1;DSL;1;0;0;1;0;0;One year;0;Mailed check;557;79515;0;0.836855114
4188-FRABG;Male;0;1;0;57;1;Fiber optic;1;1;1;1;1;0;Month-to-month;1;Electronic check;10305;592575;0;0.027464901
4951-UKAAQ;Female;0;0;0;4;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;8895;3552;1;0.977050619
9592-ERDKV;Male;0;1;0;37;1;DSL;1;0;1;0;1;1;One year;0;Mailed check;7925;29118;0;0.924169396
2252-JHJGE;Male;0;0;0;61;1;Fiber optic;1;0;1;0;1;1;One year;0;Electronic check;104;636345;0;0.45360426
9367-WXLCH;Male;0;0;0;8;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Bank transfer (automatic);845;66265;1;0.80953025
1621-YNCJH;Female;0;1;0;36;1;Fiber optic;1;1;1;1;0;1;Two year;1;Credit card (automatic);10605;38344;0;0.036924015
6762-NSODU;Female;0;1;1;46;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);194;95815;0;0.045150841
3143-ILDAL;Male;0;0;0;56;1;Fiber optic;0;1;0;1;0;1;Month-to-month;1;Electronic check;9445;51246;1;0.576273388
9715-SBVSU;Male;0;1;1;14;1;DSL;1;1;0;0;0;1;Two year;1;Bank transfer (automatic);614;81555;0;0.041643198
3441-CGZJH;Female;0;1;1;43;0;DSL;1;0;1;1;1;1;One year;1;Credit card (automatic);604;264055;0;0.547125939
2640-PMGFL;Male;0;0;1;27;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Electronic check;795;218055;1;0.923928828
2322-VCZHZ;Male;1;1;0;23;1;Fiber optic;1;1;0;0;0;1;Month-to-month;1;Electronic check;90;20241;0;0.207476107
4567-AKPIA;Female;0;1;1;41;1;Fiber optic;0;1;1;1;1;1;One year;1;Bank transfer (automatic);1091;445425;0;0.157695868
2263-SFSQZ;Male;0;1;1;51;1;No;0;0;0;0;0;0;Two year;1;Mailed check;2495;122225;0;0.408919771
8510-TMWYB;Female;0;1;1;54;1;DSL;0;1;1;0;0;0;Two year;1;Bank transfer (automatic);598;324645;0;0.988096546
1304-NECVQ;Female;1;0;0;2;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Electronic check;7855;14955;1;0.927505936
5896-NPFWW;Male;0;1;1;3;1;DSL;0;0;1;0;0;0;Month-to-month;1;Electronic check;5015;16815;1;0.098135282
2770-NSVDG;Male;0;1;0;24;0;DSL;0;0;1;0;0;0;Month-to-month;0;Electronic check;291;688;0;0.30665367
7824-PANSQ;Male;0;0;0;58;1;Fiber optic;0;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);8065;480735;0;0.616382223
3765-JXVKY;Female;0;0;0;1;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;747;747;1;0.921874489
7777-UNYHB;Female;0;1;1;12;1;No;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);201;2324;0;0.021225953
1919-RTPQD;Male;0;1;1;7;1;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;4475;33365;0;0.643898808
1163-VIPRI;Female;0;1;1;65;1;Fiber optic;1;0;1;1;1;1;Two year;0;Electronic check;1093;733755;0;0.072404768
7075-BNDVQ;Female;0;0;0;4;0;DSL;1;0;1;0;0;0;Month-to-month;0;Mailed check;35;13575;0;0.763222107
1696-MZVAU;Male;0;1;1;39;0;DSL;0;0;0;0;0;0;One year;1;Credit card (automatic);2525;94775;0;0.016460924
6572-ADKRS;Female;0;0;0;46;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Credit card (automatic);748;35483;0;0.660383446
6234-PFPXL;Male;0;1;0;22;1;Fiber optic;1;0;0;1;1;0;Month-to-month;0;Credit card (automatic);959;223495;0;0.803219996
4690-PKDQG;Female;1;1;0;42;1;Fiber optic;0;1;1;0;1;0;Month-to-month;1;Electronic check;9555;39306;0;0.552807441
6997-UVGOX;Male;0;1;1;71;1;DSL;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);8545;60299;0;0.885488758
6440-DKQGE;Male;0;0;1;30;1;DSL;0;1;1;0;1;0;One year;0;Credit card (automatic);645;192995;0;0.412638434
9185-TQCVP;Male;0;1;0;14;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8515;11392;1;0.622801821
8769-KKTPH;Female;0;1;1;63;1;Fiber optic;1;0;0;0;1;1;One year;1;Credit card (automatic);9965;63112;0;0.443479519
3803-KMQFW;Female;0;1;1;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2055;2055;1;0.215804549
1635-HDGFT;Female;0;0;1;19;1;No;0;0;0;0;0;0;Two year;0;Mailed check;205;39855;0;0.261492306
8042-JVNFH;Male;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;7135;7135;1;0.347454016
3795-GWTRD;Female;0;1;1;63;1;DSL;1;1;1;1;1;0;Two year;0;Credit card (automatic);7555;470785;0;0.945932116
5356-CSVSQ;Female;0;0;0;3;1;DSL;0;0;0;1;1;0;Month-to-month;0;Electronic check;646;1742;0;0.302328191
1060-ENTOF;Female;1;1;0;67;1;Fiber optic;1;1;1;1;0;1;One year;1;Credit card (automatic);1054;70356;0;0.165679279
4023-RTIQM;Female;1;1;0;31;0;DSL;1;1;1;0;0;1;One year;1;Credit card (automatic);504;15801;0;0.827022626
2027-DNKIV;Male;0;1;1;37;1;DSL;1;0;1;1;0;0;One year;1;Mailed check;5875;22031;0;0.356296129
7566-DSRLQ;Female;0;1;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;1;Electronic check;11015;79988;0;0.362620442
5647-FXOTP;Female;1;1;0;60;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1059;640125;0;0.153094488
3587-PMCOY;Male;0;0;0;10;1;Fiber optic;1;0;1;0;1;1;One year;1;Electronic check;989;106495;0;0.845653882
1839-UMACK;Male;0;0;0;42;1;No;0;0;0;0;0;0;One year;0;Electronic check;2505;94985;0;0.176444999
1448-PWKYE;Male;0;1;1;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;80;80;1;0.841015852
2272-WUSPA;Female;0;1;0;72;1;Fiber optic;1;1;1;0;1;1;Two year;1;Electronic check;11075;77517;0;0.612096229
2320-JRSDE;Female;0;1;1;1;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;199;199;1;0.10349204
1004-NOZNR;Male;1;0;1;56;1;Fiber optic;1;0;0;0;1;1;One year;0;Credit card (automatic);948;52643;0;0.140602421
2150-WLKUW;Female;0;1;0;40;1;DSL;0;1;0;0;1;0;One year;0;Bank transfer (automatic);639;2635;0;0.325579937
5032-MIYKT;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;707;707;0;0.351872253
2360-RDGRO;Male;0;1;0;65;1;Fiber optic;1;0;1;0;1;1;Month-to-month;1;Electronic check;10425;681295;0;0.238123027
7771-ZONAT;Male;0;0;0;22;0;DSL;0;0;1;1;1;1;Two year;0;Bank transfer (automatic);5675;130485;0;0.886318071
4581-LNWUM;Female;0;0;0;13;0;DSL;0;0;1;0;1;1;Month-to-month;0;Electronic check;4915;6494;0;0.634612333
3451-VAWLI;Female;0;1;1;35;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);197;7304;0;0.381740669
1137-DGOWI;Female;0;1;0;30;1;DSL;0;1;1;1;0;1;One year;0;Bank transfer (automatic);7025;21989;0;0.721169332
7821-DPRQE;Male;0;1;0;68;1;Fiber optic;1;1;0;1;1;1;Month-to-month;1;Electronic check;1077;73209;0;0.467884698
7855-DIWPO;Female;0;0;0;21;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;6865;14932;0;0.833903903
2999-AANRQ;Female;0;0;0;21;1;DSL;1;1;0;1;1;0;Two year;0;Credit card (automatic);7105;152485;0;0.996603362
4716-MRVEN;Female;0;0;0;29;1;No;0;0;0;0;0;0;One year;0;Mailed check;20;5993;0;0.418248413
4803-LBYPN;Male;0;1;1;34;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;208;6359;0;0.420101221
8642-GVWRF;Female;0;1;0;2;1;Fiber optic;0;1;1;0;0;0;Month-to-month;0;Bank transfer (automatic);797;165;1;0.944897443
4081-DYXAV;Female;0;0;0;19;0;DSL;0;0;0;0;1;1;One year;1;Credit card (automatic);4485;89355;1;0.157558261
1057-FOGLZ;Female;0;0;0;18;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1965;3917;0;0.201726374
1936-CZAKF;Male;0;1;0;49;0;DSL;0;1;0;0;1;1;Two year;0;Credit card (automatic);4965;24099;0;0.781937011
8869-LIHMK;Female;0;0;0;64;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);1151;733405;0;0.205362171
5651-CRHKQ;Female;0;1;0;41;1;Fiber optic;0;1;1;1;0;0;One year;1;Bank transfer (automatic);862;333905;0;0.332297257
1763-WQFUK;Male;0;0;0;3;1;DSL;0;0;0;1;0;0;Month-to-month;1;Mailed check;505;14775;0;0.699082383
0253-ZTEOB;Female;0;1;1;48;1;DSL;0;1;0;1;1;1;Two year;0;Electronic check;7965;38703;0;0.073734834
1929-ZCBHE;Male;0;1;1;47;0;DSL;1;0;1;1;0;0;One year;0;Electronic check;403;17948;0;0.17822608
4012-YCFAI;Male;0;1;0;60;1;DSL;1;1;0;1;0;0;Two year;1;Mailed check;6135;37662;0;0.287222916
9364-YKUVW;Male;0;0;0;15;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;198;3094;0;0.837436907
9769-TSBZE;Female;0;0;1;70;1;DSL;1;1;0;1;0;0;Two year;0;Electronic check;66;48915;0;0.54455178
4983-CLMLV;Female;0;1;0;52;1;Fiber optic;0;1;0;1;1;1;Month-to-month;1;Credit card (automatic);1027;51381;0;0.702054251
0197-PNKNK;Female;0;1;1;69;1;Fiber optic;1;0;1;0;0;0;One year;0;Bank transfer (automatic);8445;58486;0;0.316055054
6008-NAIXK;Male;1;0;0;54;0;DSL;0;1;1;0;1;1;One year;1;Electronic check;5545;296695;0;0.019084627
1564-HJUVY;Male;0;0;0;4;1;DSL;0;1;0;1;1;0;Month-to-month;1;Bank transfer (automatic);6375;2262;0;0.410478694
7294-TMAOP;Female;0;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Electronic check;9055;9055;1;0.935488125
0869-PAPRP;Female;1;1;0;26;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Credit card (automatic);857;2067;0;0.143230332
0529-ONKER;Male;1;0;0;15;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;7565;114665;1;0.217934718
5583-EJXRD;Male;0;1;1;44;0;DSL;1;1;1;1;0;1;Two year;1;Credit card (automatic);5405;23752;0;0.44555081
1963-SVUCV;Male;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;453;453;1;0.987097416
6899-PPEEA;Female;1;0;0;37;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9655;35803;1;0.0476785
9242-TKFSV;Male;0;1;1;72;0;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);651;47543;0;0.33528992
1482-OXZSY;Male;0;0;0;30;1;Fiber optic;1;0;0;0;1;1;Month-to-month;1;Bank transfer (automatic);1004;293625;0;0.97994187
0794-YVSGE;Male;0;1;1;72;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);203;140115;0;0.650788395
7054-ENNGU;Female;0;1;0;9;1;DSL;0;1;0;0;0;0;Month-to-month;0;Mailed check;5085;4666;0;0.64093792
2190-BCXEC;Female;0;1;0;40;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Credit card (automatic);7885;312685;0;0.778839882
7781-EWARA;Male;0;1;1;70;0;DSL;0;1;1;1;1;1;One year;0;Electronic check;6035;41387;0;0.012250123
2876-VBBBL;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2025;2025;1;0.16625599
2180-DXNEG;Female;0;0;0;12;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;96;10621;1;0.077185714
9003-CPATH;Male;0;0;0;42;1;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Electronic check;799;33134;0;0.730313826
8383-SGHJU;Female;0;0;0;33;1;DSL;1;0;0;1;0;0;One year;0;Electronic check;594;19528;0;0.104846636
6614-YOLAC;Female;0;1;1;71;0;DSL;1;1;0;1;1;1;Two year;0;Mailed check;5865;414525;0;0.687059352
0620-XEFWH;Male;0;1;1;4;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1885;842;0;0.77816408
1618-CFHME;Female;0;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;759;14335;1;0.265667957
0673-IGUQO;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2045;2045;0;0.880794063
3981-QSVQI;Male;0;0;0;8;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);197;1689;0;0.318485754
8148-NLEGT;Female;0;1;1;42;1;No;0;0;0;0;0;0;Two year;0;Electronic check;2295;101425;0;0.591014715
2959-EEXWB;Female;0;1;1;45;0;DSL;1;0;0;0;1;1;Month-to-month;1;Bank transfer (automatic);509;233385;0;0.613953211
0156-FVPTA;Male;0;1;0;22;1;DSL;1;0;0;1;0;0;Month-to-month;1;Electronic check;542;11527;1;0.988017121
7325-ENZFI;Female;0;0;0;39;0;DSL;1;1;0;1;0;0;One year;1;Bank transfer (automatic);403;16304;0;0.528008331
6295-OSINB;Male;0;1;0;72;1;Fiber optic;1;1;1;0;1;1;Two year;1;Electronic check;10965;788025;0;0.840543989
7245-JMTTQ;Female;0;0;0;51;1;Fiber optic;0;1;1;1;1;1;One year;1;Electronic check;1115;570325;0;0.425085308
8981-FJGLA;Male;0;0;1;11;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Mailed check;78;8518;0;0.389728676
7774-OJSXI;Male;0;0;0;31;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;10345;306645;1;0.047296656
5404-GGUKR;Male;0;0;0;5;1;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;5135;2623;0;0.274683548
6469-MRVET;Male;0;1;1;1;1;No;0;0;0;0;0;0;One year;1;Electronic check;202;202;0;0.98780975
9926-PJHDQ;Female;0;1;1;72;1;DSL;0;0;1;0;1;1;Two year;1;Bank transfer (automatic);768;546845;0;0.152990702
6713-OKOMC;Female;0;0;0;10;0;DSL;1;0;0;0;0;0;Month-to-month;0;Mailed check;2975;3019;0;0.123730237
0670-ANMUU;Male;0;0;0;71;1;Fiber optic;1;0;0;1;0;1;One year;0;Credit card (automatic);9765;668785;0;0.65821387
4654-DLAMQ;Female;1;1;0;64;1;Fiber optic;1;1;1;0;0;1;One year;0;Bank transfer (automatic);97;64309;0;0.427604921
2683-BPJSO;Male;0;1;0;29;1;Fiber optic;1;1;0;0;0;0;Month-to-month;1;Electronic check;8445;24671;1;0.884860589
3870-MQAMG;Female;0;1;0;54;1;Fiber optic;0;1;1;1;1;1;One year;0;Electronic check;11035;589315;1;0.257512486
6584-VQMYT;Male;0;0;1;27;1;DSL;1;1;0;0;0;0;One year;0;Mailed check;562;156755;0;0.518729613
5995-OIGLP;Male;0;0;0;12;1;DSL;1;0;0;1;0;0;Month-to-month;0;Mailed check;5665;65485;1;0.623087921
5433-KYGHE;Female;0;0;1;14;1;Fiber optic;1;0;0;1;0;0;Month-to-month;1;Mailed check;86;116405;0;0.77602402
7534-BFESC;Male;1;0;0;24;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;761;17127;1;0.056732245
0973-KYVNF;Female;0;1;1;72;1;DSL;1;1;1;0;1;0;Two year;1;Credit card (automatic);7065;501115;0;0.757206613
4884-TVUQF;Female;1;0;0;57;1;Fiber optic;1;0;1;1;0;1;Two year;0;Credit card (automatic);1013;57796;0;0.457595401
