customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
4223-WOZCM;Male;1;0;0;2;1;DSL;0;0;1;0;0;0;Month-to-month;0;Mailed check;4995;1071;0
0769-MURVM;Female;0;1;1;72;0;DSL;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);657;457535;0
9253-VIFJQ;Male;0;1;0;65;1;DSL;1;1;1;0;0;0;One year;0;Credit card (automatic);6705;430955;0
7030-FZTFM;Male;0;1;1;72;1;Fiber optic;0;1;1;1;1;1;Two year;0;Credit card (automatic);1109;792275;0
9741-YLNTD;Male;0;0;0;6;1;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Bank transfer (automatic);8795;52235;0
5917-RYRMG;Male;1;0;0;32;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);198;5877;0
5120-ZBLAI;Female;0;1;0;50;1;DSL;0;0;1;0;1;1;One year;0;Bank transfer (automatic);757;38762;0
1194-BHJYC;Male;0;1;0;61;0;DSL;1;0;1;1;1;1;Two year;1;Mailed check;6215;377885;0
3663-MITLP;Female;0;0;0;15;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;10125;145725;1
0906-QVPMS;Male;0;1;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);11515;834945;0
9025-ZRPVR;Male;0;0;0;9;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;1895;1856;1
1905-OEILC;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;195;195;0
7858-GTZSP;Female;0;0;0;12;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8655;10669;0
3285-UCQVC;Female;0;0;0;37;0;DSL;0;0;0;1;0;0;Month-to-month;0;Credit card (automatic);286;97355;1
6248-BSHKG;Male;0;1;1;61;1;No;0;0;0;0;0;0;One year;0;Mailed check;204;122645;0
4685-TFLLS;Male;0;1;1;18;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);198;3423;0
3470-BTGQO;Male;0;0;1;21;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4565;98505;0
1209-VFFOC;Male;0;1;1;68;0;DSL;1;1;1;1;0;1;Two year;1;Mailed check;564;394845;0
8224-DWCKX;Male;1;0;0;12;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);733;82805;0
5482-PLVPE;Female;1;0;0;2;0;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;2435;4185;1
4553-DVPZG;Female;0;1;0;62;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;10135;61647;0
4902-OHLSK;Female;1;0;0;29;1;Fiber optic;0;0;0;1;1;1;Month-to-month;0;Electronic check;9865;286275;1
6917-IAYHD;Male;0;0;1;1;0;DSL;0;1;0;1;0;0;Month-to-month;0;Mailed check;336;336;0
0495-ZBNGW;Male;1;1;0;5;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Bank transfer (automatic);799;34395;1
8620-RJPZN;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Electronic check;207;207;0
7572-KPVKK;Male;0;0;1;62;1;Fiber optic;0;0;1;1;1;1;Two year;1;Electronic check;10405;65905;0
2642-MAWLJ;Female;0;1;1;36;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);2025;71795;0
2357-COQEK;Female;1;0;0;28;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Electronic check;1033;289065;1
7103-ZGVNT;Female;0;1;1;69;1;DSL;1;1;0;1;1;0;One year;0;Credit card (automatic);737;488585;0
3737-GCSPV;Female;0;1;0;11;1;Fiber optic;1;0;0;1;1;0;Month-to-month;1;Credit card (automatic);962;122205;1
2027-WKXMW;Female;0;1;0;63;1;Fiber optic;0;1;1;1;1;1;Month-to-month;1;Electronic check;10875;68717;0
7137-NAXML;Male;0;0;0;23;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2015;4056;0
2428-ZMCTB;Male;0;0;0;10;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);1975;20825;0
2961-VNFKL;Female;0;1;0;71;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);2595;18019;0
1768-HNVGJ;Female;1;0;0;45;1;DSL;1;0;0;1;0;1;Month-to-month;1;Electronic check;7005;306245;0
6963-KQYQB;Female;0;1;1;70;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2405;176475;0
5934-RMPOV;Female;0;0;1;22;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;8475;181675;0
1207-BLKSA;Female;0;1;1;52;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2305;12551;0
4088-YLDSU;Male;0;1;0;55;1;Fiber optic;0;0;1;1;1;1;One year;1;Electronic check;10415;574305;1
8316-BBQAY;Female;0;0;0;65;0;DSL;1;0;1;1;1;1;Two year;0;Credit card (automatic);5995;39211;0
1166-PQLGG;Female;0;1;1;72;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);1955;146345;0
3146-JTQHR;Male;0;1;0;10;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);196;18945;0
4291-YZODP;Female;0;0;1;7;1;No;0;0;0;0;0;0;One year;0;Mailed check;2005;968;0
4395-PZMSN;Male;1;0;0;5;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;8555;4085;0
6427-FEFIG;Female;0;1;1;24;1;DSL;1;0;1;0;1;1;Two year;0;Credit card (automatic);786;184665;0
0017-IUDMW;Female;0;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);1168;845675;0
8706-HRADD;Male;0;0;0;21;0;DSL;1;0;0;1;1;0;Month-to-month;1;Mailed check;4355;10115;0
9955-QOPOY;Male;0;1;0;69;0;DSL;0;1;1;1;1;1;One year;1;Credit card (automatic);608;42634;0
4385-ZKVNW;Male;0;1;1;44;1;DSL;0;1;0;1;0;0;Month-to-month;1;Bank transfer (automatic);549;25491;0
5446-DKWYW;Female;1;1;1;61;1;DSL;0;0;1;0;1;0;One year;1;Electronic check;652;396505;0
2034-CGRHZ;Male;1;0;0;24;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Credit card (automatic);10295;24967;1
5797-APWZC;Female;0;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Electronic check;906;906;1
3683-QKIUE;Female;0;0;0;6;1;DSL;0;0;0;1;0;0;Month-to-month;1;Bank transfer (automatic);508;28805;1
4228-ZGYUW;Male;0;0;0;4;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;9005;3681;1
9031-ZVQPT;Male;0;1;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;1;Electronic check;1082;78406;0
2990-IAJSV;Male;0;0;0;72;1;DSL;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);92;663275;0
8107-KNCIM;Male;1;1;0;14;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;751;101335;0
9027-YFHQJ;Male;0;0;0;7;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);2505;15295;0
5176-LDKUH;Female;0;0;0;48;1;Fiber optic;0;1;0;0;0;0;One year;0;Electronic check;7515;377265;0
4644-OBGFZ;Male;0;1;1;55;1;No;0;0;0;0;0;0;One year;0;Mailed check;195;102635;0
7926-IJOOU;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);193;193;0
6480-YAGIY;Male;0;0;0;45;1;Fiber optic;1;1;1;1;1;1;One year;0;Credit card (automatic);1122;503185;0
4029-HPFVY;Male;0;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;703;2204;0
7602-DBTOU;Female;0;1;0;71;1;No;0;0;0;0;0;0;Two year;0;Mailed check;196;14165;0
5345-BMKWB;Male;0;1;0;8;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2025;15835;0
3519-ZKXGG;Female;0;1;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7585;2566;1
5457-COLHT;Male;0;1;1;69;1;DSL;1;1;0;1;1;1;Two year;0;Bank transfer (automatic);8065;554255;0
6416-TVAIH;Male;0;1;1;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;685;685;1
5451-YHYPW;Female;1;1;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11575;84437;0
5108-ADXWO;Male;0;0;0;11;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;735;79175;1
7998-WNZEM;Male;0;0;0;71;1;DSL;1;1;1;1;0;1;Two year;0;Bank transfer (automatic);806;57082;0
3066-RRJIO;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;6995;6995;1
4664-NJCMS;Female;0;1;0;33;0;DSL;1;0;1;1;1;1;Two year;0;Bank transfer (automatic);5955;20163;0
0307-BCOPK;Female;0;0;0;16;1;No;0;0;0;0;0;0;One year;0;Mailed check;1905;32665;0
7629-WFGLW;Female;1;1;0;56;1;Fiber optic;1;1;1;1;0;0;One year;0;Electronic check;9565;547175;0
2542-HYGIQ;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);1995;1995;0
6715-OFDBP;Male;0;0;0;5;1;DSL;0;0;1;0;1;1;Month-to-month;1;Electronic check;7005;3464;1
5016-LIPDW;Male;0;1;1;57;1;No;0;0;0;0;0;0;One year;0;Mailed check;194;10616;0
6481-LXPWL;Male;0;1;1;56;0;DSL;0;1;1;0;0;0;One year;1;Credit card (automatic);361;19715;0
1567-DSCIC;Male;0;0;0;8;1;Fiber optic;0;1;1;0;1;0;Month-to-month;1;Electronic check;94;77365;1
2150-UWTFY;Female;0;1;1;22;1;DSL;1;1;1;0;0;0;Month-to-month;0;Mailed check;6115;142205;1
6124-ACRHJ;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1975;1975;0
9362-MWODR;Female;0;0;1;40;1;DSL;1;0;0;1;1;0;Month-to-month;1;Credit card (automatic);641;246035;0
9975-GPKZU;Male;0;1;1;46;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);1975;8565;0
9625-RZFUK;Male;0;1;1;63;1;No;0;0;0;0;0;0;Two year;0;Mailed check;197;127585;0
5153-LXKDT;Male;0;1;1;68;1;Fiber optic;1;1;1;0;1;1;Two year;1;Electronic check;1102;74675;0
5161-UBZXI;Male;0;1;1;69;1;Fiber optic;1;1;0;1;1;1;Two year;1;Credit card (automatic);10635;726175;0
1020-JPQOW;Female;0;1;0;56;1;Fiber optic;0;1;1;1;0;0;Month-to-month;0;Electronic check;9055;51166;0
7919-ZODZZ;Female;0;1;1;10;1;DSL;0;1;1;0;0;1;One year;1;Mailed check;659;66005;0
0565-JUPYD;Male;0;0;0;63;1;Fiber optic;1;1;1;1;1;0;One year;0;Credit card (automatic);1045;65908;0
6867-ACCZI;Female;0;1;1;24;0;DSL;1;1;1;1;0;1;Two year;1;Mailed check;525;120815;0
5939-XAIXZ;Female;0;0;0;19;1;DSL;0;0;1;0;0;0;Month-to-month;1;Mailed check;561;10339;0
9054-FOWNV;Male;0;1;1;22;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Electronic check;8875;188515;0
2683-BPJSO;Male;0;1;0;29;1;Fiber optic;1;1;0;0;0;0;Month-to-month;1;Electronic check;8445;24671;1
2157-MXBJS;Male;0;1;0;13;1;DSL;0;0;1;0;1;1;One year;1;Mailed check;753;98945;1
8207-VVMYB;Female;0;1;0;70;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);26;200695;0
9732-EQMWY;Female;0;1;0;49;1;Fiber optic;0;1;1;0;1;1;Month-to-month;0;Electronic check;994;5025;0
9360-AHGNL;Female;1;1;0;43;1;Fiber optic;1;0;1;1;1;1;One year;1;Mailed check;10955;483025;1
1087-UDSIH;Female;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;196;5975;1
5269-NRGDP;Male;0;1;1;42;1;DSL;0;0;1;1;1;1;One year;0;Electronic check;7315;308825;0
6195-MELTI;Male;0;0;0;57;1;DSL;0;1;0;1;0;0;One year;1;Mailed check;5465;31347;0
5485-WUYWF;Male;1;0;0;2;1;DSL;1;0;1;0;1;0;Month-to-month;0;Bank transfer (automatic);664;9455;1
2121-JAFOM;Female;0;1;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11555;83124;0
8818-DOPVL;Female;1;0;0;46;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;10445;486385;0
2632-UCGVD;Male;1;1;0;66;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);10005;68719;1
5445-PZWGX;Male;0;0;0;62;1;Fiber optic;1;1;0;1;0;1;One year;0;Electronic check;102;652925;1
1227-UDMZR;Female;0;1;0;72;1;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);9115;66379;0
5198-HQAEN;Male;0;1;1;35;1;Fiber optic;0;1;0;1;1;0;One year;1;Electronic check;897;31656;0
9170-CCKOU;Male;0;1;0;17;1;Fiber optic;1;1;1;0;0;0;Month-to-month;0;Credit card (automatic);902;145415;1
2167-FQSTQ;Female;0;1;0;72;1;DSL;1;1;1;1;1;1;Two year;1;Electronic check;924;67861;0
2819-GWENI;Female;0;1;1;28;1;No;0;0;0;0;0;0;One year;0;Mailed check;199;543;0
1043-YCUTE;Male;0;1;0;56;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);2515;132715;1
3814-MLAXC;Female;0;0;0;31;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Credit card (automatic);7985;240415;1
3572-UUHRS;Male;0;0;0;45;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);1885;8673;0
2692-PFYTJ;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2575;2575;0
1226-UDFZR;Female;0;0;0;2;1;DSL;0;1;0;0;0;0;Month-to-month;1;Mailed check;496;1147;1
5955-EPOAZ;Female;0;0;0;6;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;2095;1095;0
6821-JPCDC;Female;0;1;0;48;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;9705;469295;0
8815-LMFLX;Male;0;1;1;25;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);254;54685;0
9135-HSWOC;Male;0;1;1;64;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);197;127405;0
8582-KRHPJ;Male;0;0;0;50;0;DSL;1;1;0;0;0;0;Month-to-month;1;Mailed check;35;17824;0
5811-IWXYM;Female;0;1;1;52;1;Fiber optic;0;0;1;0;1;1;One year;0;Bank transfer (automatic);10125;53011;0
7044-YAACC;Male;1;1;0;4;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;702;28035;0
8189-XRIKE;Female;1;0;0;32;1;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Electronic check;9095;289795;0
1506-YJTYT;Male;0;1;1;45;1;DSL;1;1;0;1;1;0;Two year;0;Credit card (automatic);7385;3371;0
4123-DVHPH;Male;0;1;0;9;1;Fiber optic;1;0;0;0;0;1;Month-to-month;1;Electronic check;8805;8013;0
6425-YQLLO;Female;1;1;0;66;1;Fiber optic;0;0;1;1;1;1;One year;1;Credit card (automatic);10595;697525;1
5442-UTCVD;Male;0;0;1;3;1;Fiber optic;0;0;1;0;0;1;Month-to-month;0;Electronic check;9185;25705;1
2228-BZDEE;Female;0;0;0;54;1;No;0;0;0;0;0;0;Two year;0;Mailed check;201;107945;0
7734-DBOAI;Female;0;1;1;1;0;DSL;0;0;0;1;1;0;Month-to-month;0;Electronic check;401;401;1
2789-CZANW;Female;0;1;1;64;1;Fiber optic;1;1;0;1;1;1;Two year;0;Bank transfer (automatic);1103;69973;0
2091-RFFBA;Female;1;0;0;31;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;739;221715;1
2114-MGINA;Female;0;0;0;14;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Mailed check;898;11291;1
7596-LDUXP;Female;0;0;0;12;1;Fiber optic;1;0;0;0;1;0;One year;1;Credit card (automatic);8515;97905;0
3740-RLMVT;Male;1;1;0;67;1;DSL;1;1;0;1;0;0;One year;1;Bank transfer (automatic);6095;41194;0
4489-SNOJF;Female;0;1;1;35;1;DSL;1;0;1;1;1;0;Month-to-month;0;Electronic check;7225;256855;1
2192-OZITF;Female;0;0;0;45;1;DSL;1;0;0;1;0;1;Two year;0;Mailed check;7355;33491;0
5651-CPDND;Male;0;0;0;10;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;46;4921;0
2186-QZEYA;Female;1;0;0;29;1;DSL;1;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);5855;171895;0
1131-ALZWV;Female;0;0;0;24;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);246;60525;0
7729-XBTWX;Male;0;1;1;66;1;No;0;0;0;0;0;0;Two year;1;Mailed check;1975;13445;0
9134-WYRVP;Male;0;0;0;51;1;Fiber optic;1;0;0;0;1;0;One year;0;Mailed check;8635;426715;0
3284-SVCRO;Female;0;1;0;45;1;No;0;0;0;0;0;0;Two year;0;Mailed check;255;112105;0
9732-OUYRN;Female;0;1;0;49;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);19;9187;0
0559-CKHUS;Female;0;1;0;29;1;No;0;0;0;0;0;0;Two year;1;Mailed check;1955;5218;0
2931-SVLTV;Male;0;1;1;40;1;Fiber optic;1;1;0;1;1;1;Month-to-month;1;Credit card (automatic);1101;44691;0
6899-PPEEA;Female;1;0;0;37;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9655;35803;1
7504-UWHNB;Male;0;0;0;25;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;6975;172935;0
2582-FFFZR;Female;0;0;0;22;0;DSL;0;0;1;0;1;1;Month-to-month;1;Electronic check;506;10733;0
8908-NMQTX;Male;0;0;0;72;0;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);656;45665;0
2187-LZGPL;Female;0;0;0;7;0;DSL;0;1;0;0;0;1;Month-to-month;1;Credit card (automatic);401;2933;1
1431-AIDJQ;Male;0;1;1;33;1;DSL;0;1;1;1;1;1;Two year;0;Credit card (automatic);821;26031;0
6288-LBEAR;Female;0;0;0;23;1;Fiber optic;0;1;0;1;0;0;Month-to-month;1;Mailed check;791;178375;0
4597-NUCQV;Male;1;0;0;24;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;10125;244015;1
9019-QVLZD;Female;0;0;0;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;0;Electronic check;7955;7955;1
8413-YNHNV;Male;0;0;0;69;1;DSL;1;1;1;1;1;1;Two year;0;Mailed check;9065;63221;0
5808-TOTXO;Female;0;0;1;3;1;No;0;0;0;0;0;0;One year;1;Credit card (automatic);2055;574;0
4369-NYSCF;Male;0;0;0;56;1;DSL;0;1;0;1;1;1;One year;1;Bank transfer (automatic);7575;428465;0
6333-YDVLT;Male;0;0;0;65;1;Fiber optic;1;0;1;1;1;1;One year;1;Credit card (automatic);110;713865;0
5324-KTGCG;Male;0;1;0;71;1;No;0;0;0;0;0;0;One year;0;Electronic check;2085;153975;0
5599-HVLTW;Female;1;0;0;14;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Bank transfer (automatic);8035;10581;0
7394-LWLYN;Female;0;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7015;1238;0
3707-LRWZD;Female;0;0;0;32;1;Fiber optic;0;0;0;0;1;0;One year;0;Electronic check;8405;278185;1
6873-UDNLD;Male;0;0;0;40;1;DSL;1;0;1;0;0;1;Month-to-month;0;Electronic check;6745;2731;0
2700-LUEVA;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);2075;2075;0
1455-ESIQH;Male;0;0;0;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;891;891;1
0958-YHXGP;Female;0;0;0;7;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;699;4973;0
1101-SSWAG;Female;0;1;0;15;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;511;71115;0
2979-SXESE;Female;0;1;1;17;1;Fiber optic;1;0;1;0;1;0;Month-to-month;0;Electronic check;944;16072;1
4013-TLDHQ;Male;0;0;0;19;1;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Electronic check;7825;149095;1
5743-KHMNA;Male;0;0;0;71;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);2555;18981;0
4194-FJARJ;Female;0;1;1;54;1;DSL;1;0;0;1;0;0;Two year;0;Bank transfer (automatic);60;327395;0
5325-UWTWJ;Male;0;1;0;31;1;Fiber optic;1;1;0;1;0;0;Month-to-month;1;Credit card (automatic);9055;292975;0
3969-GYXEL;Female;0;0;0;11;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Electronic check;764;8387;0
9208-OLGAQ;Female;1;0;0;18;1;Fiber optic;0;0;1;0;0;1;Month-to-month;1;Electronic check;8495;144365;0
3244-CQPHU;Female;1;0;0;72;1;Fiber optic;1;1;0;1;1;1;Two year;1;Bank transfer (automatic);1101;77467;0
2674-MLXMN;Female;1;0;0;71;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Credit card (automatic);9965;695115;0
9708-HPXWZ;Male;1;0;0;5;0;DSL;0;0;1;1;1;0;Month-to-month;0;Credit card (automatic);454;21475;0
6992-TKNYO;Male;0;1;0;38;1;DSL;0;0;1;1;0;1;One year;0;Credit card (automatic);69;266945;0
4468-YDOVK;Male;0;0;1;5;1;DSL;0;0;0;1;0;0;Month-to-month;1;Bank transfer (automatic);4865;2352;0
3754-DXMRT;Male;1;0;0;2;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;4415;9265;1
5792-JALQC;Female;1;0;0;52;1;DSL;1;0;1;0;0;0;Two year;0;Bank transfer (automatic);5985;310325;0
7130-VTEWQ;Female;1;0;0;8;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7575;60625;1
2200-DSAAL;Female;0;0;0;68;1;DSL;0;1;1;0;1;1;Two year;1;Electronic check;8065;53302;0
4302-ZYFEL;Male;0;1;1;69;1;No;0;0;0;0;0;0;One year;1;Credit card (automatic);2055;14031;0
9351-LZYGF;Female;0;1;0;42;1;DSL;1;1;0;1;0;0;Month-to-month;1;Credit card (automatic);664;27278;0
4366-CTOUZ;Female;0;0;0;50;1;Fiber optic;0;1;0;1;1;1;Two year;1;Mailed check;1002;503845;0
6121-VZNQB;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;191;191;1
7903-CMPEY;Male;1;1;0;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;803;803;1
1518-OMDIK;Male;0;1;0;33;1;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);4455;14626;0
6671-NGWON;Female;0;0;0;7;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2035;1506;0
0595-ITUDF;Male;0;1;1;64;1;Fiber optic;1;1;1;0;0;0;Month-to-month;1;Electronic check;918;59605;0
6996-KNSML;Female;0;0;0;1;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Electronic check;749;749;1
1955-IBMMB;Male;0;0;0;59;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);202;11923;0
0096-BXERS;Female;0;1;0;6;1;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;5035;31455;0
3806-YAZOV;Female;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;188;56;0
7998-ZLXWN;Female;0;1;0;15;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);2045;3308;0
6253-WRFHY;Male;0;1;1;13;1;DSL;0;0;0;0;1;1;One year;1;Electronic check;6475;87735;0
9133-AYJZG;Female;0;0;0;23;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Credit card (automatic);987;22491;0
2675-OTVVJ;Male;1;1;0;31;1;Fiber optic;1;0;0;0;1;0;Month-to-month;0;Electronic check;8945;280765;0
8680-CGLTP;Male;0;0;0;29;1;DSL;1;1;0;1;0;0;One year;1;Electronic check;5875;16962;0
8430-TWCBX;Female;0;1;0;49;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);207;103205;0
5018-GWURO;Female;0;1;0;56;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Bank transfer (automatic);856;49028;0
6741-QRLUP;Female;0;0;0;63;1;DSL;1;1;1;1;0;1;Two year;1;Credit card (automatic);803;499535;0
4737-HOBAX;Male;0;1;0;63;1;DSL;0;0;1;1;1;1;Two year;0;Credit card (automatic);798;503405;0
0537-QYZZN;Male;1;1;1;24;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;7985;185775;0
3340-QBBFM;Male;1;1;0;36;1;DSL;0;0;1;1;0;0;One year;0;Credit card (automatic);541;199285;0
1704-NRWYE;Female;1;0;0;9;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8085;75165;1
2592-SEIFQ;Male;0;0;0;3;0;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;2475;6695;1
8200-KLNYW;Female;0;1;0;21;1;DSL;1;0;1;1;1;1;One year;0;Mailed check;809;171495;0
3372-CDXFJ;Male;0;1;1;13;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);245;3436;0
4781-ZXYGU;Male;0;1;1;1;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);2015;2015;0
7632-YUTXB;Female;0;1;1;25;1;No;0;0;0;0;0;0;One year;0;Mailed check;2005;5201;0
2718-YSKCS;Male;0;1;1;71;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);196;138745;0
9896-UYMIE;Male;0;0;0;66;1;Fiber optic;1;1;1;1;1;1;One year;1;Bank transfer (automatic);1143;73837;0
0853-NWIFK;Female;0;0;0;45;1;Fiber optic;1;1;0;0;1;1;One year;1;Electronic check;1003;448395;0
8212-CRQXP;Female;0;1;0;22;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Credit card (automatic);80;170645;0
6980-CDGFC;Female;0;1;0;67;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);2085;13274;0
7691-XVTZH;Female;0;1;0;68;1;Fiber optic;0;0;1;0;1;0;Two year;1;Bank transfer (automatic);8995;59743;0
2520-SGTTA;Female;0;1;1;0;1;No;0;0;0;0;0;0;Two year;0;Mailed check;20;;0
7481-ATQQS;Female;1;0;0;49;1;Fiber optic;0;0;1;0;0;1;Month-to-month;1;Credit card (automatic);9085;451585;1
2277-VWCNI;Female;1;0;0;4;1;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4875;17985;0
1088-CNNKB;Male;0;1;0;63;1;DSL;1;1;1;1;0;1;One year;0;Credit card (automatic);80;50402;0
8642-GVWRF;Female;0;1;0;2;1;Fiber optic;0;1;1;0;0;0;Month-to-month;0;Bank transfer (automatic);797;165;1
1930-BZLHI;Male;0;0;0;21;1;No;0;0;0;0;0;0;One year;1;Mailed check;2035;4227;0
3400-ESFUW;Male;0;1;1;55;1;DSL;1;1;0;1;0;0;Two year;0;Bank transfer (automatic);5755;30464;1
