months_as_customer;age;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_year;fraud
128;29;500/1000;1000;1878.44;0;MALE;High School;other-service;golf;husband;0;-76000;Single Vehicle Collision;Rear Collision;Total Loss;Fire;2;1;NO;0;0;Not Defined;59070;5370;5370;48330;2003;N
69;24;500/1000;500;1418.5;0;FEMALE;High School;armed-forces;yachting;other-relative;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;23;3;Not Defined;0;0;NO;63300;12660;6330;44310;2012;N
294;46;100/300;500;1532.8;0;MALE;College;prof-specialty;exercise;own-child;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;8;1;NO;0;3;YES;65780;11960;11960;41860;2013;N
19;29;250/500;500;1304.35;0;MALE;JD;transport-moving;cross-fit;not-in-family;0;0;Multi-vehicle Collision;Front Collision;Total Loss;Ambulance;6;3;NO;0;2;Not Defined;75400;11600;11600;52200;2005;Y
191;33;500/1000;2000;1551.61;0;MALE;High School;armed-forces;movies;unmarried;45000;-30400;Vehicle Theft;Not Defined;Minor Damage;None;3;1;YES;1;1;NO;2250;250;250;1750;2005;N
4;39;100/300;1000;1326.98;6000000;FEMALE;High School;machine-op-inspct;reading;unmarried;64200;0;Multi-vehicle Collision;Front Collision;Minor Damage;Ambulance;14;3;YES;1;3;Not Defined;54120;4510;9020;40590;2007;N
298;49;250/500;500;862.92;0;MALE;MD;machine-op-inspct;camping;wife;0;-71700;Multi-vehicle Collision;Side Collision;Major Damage;Other;16;3;NO;0;2;NO;69480;11580;11580;46320;2007;N
231;43;100/300;2000;1331.69;0;FEMALE;Masters;adm-clerical;reading;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Minor Damage;Police;12;1;Not Defined;1;2;NO;66950;10300;10300;46350;2015;N
338;47;250/500;2000;1486.04;0;FEMALE;Associate;armed-forces;board-games;own-child;0;-56200;Multi-vehicle Collision;Rear Collision;Major Damage;Other;1;3;NO;2;3;Not Defined;64100;12820;6410;44870;2014;Y
261;46;100/300;1000;870.55;0;MALE;PhD;prof-specialty;camping;unmarried;0;-49400;Single Vehicle Collision;Rear Collision;Minor Damage;Other;19;1;Not Defined;0;3;Not Defined;80280;13380;13380;53520;2013;N
321;44;500/1000;2000;1344.56;6000000;MALE;Associate;machine-op-inspct;hiking;husband;0;-39100;Vehicle Theft;Not Defined;Trivial Damage;Police;7;1;Not Defined;1;2;NO;4680;520;0;4160;1999;N
405;58;250/500;500;1237.88;0;MALE;MD;exec-managerial;exercise;not-in-family;0;-46900;Single Vehicle Collision;Front Collision;Major Damage;Police;11;1;Not Defined;0;0;Not Defined;63580;5780;5780;52020;1997;Y
304;49;100/300;1000;1525.86;0;FEMALE;PhD;craft-repair;camping;own-child;0;0;Single Vehicle Collision;Side Collision;Minor Damage;Other;2;1;YES;1;1;YES;73370;13340;6670;53360;2013;N
1;29;500/1000;500;854.58;0;FEMALE;JD;craft-repair;paintball;other-relative;52200;0;Single Vehicle Collision;Side Collision;Minor Damage;Police;15;1;Not Defined;2;3;YES;86790;7890;23670;55230;2003;N
26;39;250/500;1000;770.76;0;MALE;Masters;tech-support;sleeping;husband;0;-53700;Single Vehicle Collision;Side Collision;Major Damage;Police;0;1;NO;0;2;Not Defined;49800;9960;4980;34860;2015;N
202;38;100/300;2000;1132.74;0;FEMALE;Associate;armed-forces;exercise;husband;0;-37500;Single Vehicle Collision;Side Collision;Major Damage;Other;12;1;YES;1;1;NO;77440;7040;14080;56320;2005;N
289;48;500/1000;500;1173.37;8000000;FEMALE;PhD;handlers-cleaners;board-games;own-child;0;-42700;Single Vehicle Collision;Front Collision;Total Loss;Other;1;1;Not Defined;1;0;Not Defined;42900;8580;0;34320;1999;N
61;26;100/300;2000;1188.28;6000000;FEMALE;JD;farming-fishing;skydiving;wife;0;-53800;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;16;2;YES;1;0;NO;53820;11960;5980;35880;2015;Y
334;46;100/300;1000;876.88;6000000;MALE;MD;sales;reading;other-relative;0;0;Single Vehicle Collision;Rear Collision;Minor Damage;Police;2;1;NO;2;1;NO;57330;12740;6370;38220;1998;N
12;24;500/1000;1000;1143.95;0;FEMALE;PhD;tech-support;paintball;other-relative;51400;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;13;3;NO;2;1;Not Defined;53370;5930;5930;41510;2011;N
86;29;100/300;2000;1409.06;0;MALE;High School;prof-specialty;yachting;husband;74200;-68100;Single Vehicle Collision;Front Collision;Minor Damage;Police;0;1;NO;2;2;YES;62920;9680;14520;38720;2005;N
83;24;500/1000;1000;1070.63;0;FEMALE;High School;machine-op-inspct;board-games;unmarried;0;0;Multi-vehicle Collision;Front Collision;Total Loss;Fire;0;3;Not Defined;0;1;NO;61600;6160;12320;43120;2003;N
126;30;500/1000;2000;916.13;0;MALE;College;sales;golf;unmarried;55300;-58400;Multi-vehicle Collision;Rear Collision;Total Loss;Police;16;3;YES;2;0;NO;74160;6180;12360;55620;2002;N
209;38;250/500;500;1191.5;0;MALE;High School;priv-house-serv;reading;husband;38600;-52900;Single Vehicle Collision;Rear Collision;Total Loss;Police;8;1;NO;2;0;Not Defined;80100;8900;8900;62300;2015;N
283;48;500/1000;1000;1474.66;0;FEMALE;JD;sales;paintball;husband;0;-46200;Parked Car;Not Defined;Trivial Damage;Police;9;1;Not Defined;2;3;NO;6560;820;820;4920;2003;N
194;34;250/500;1000;1193.45;0;MALE;JD;other-service;hiking;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;11;1;Not Defined;2;1;YES;58800;11760;5880;41160;1997;N
184;38;250/500;1000;1437.53;0;FEMALE;College;transport-moving;chess;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Ambulance;6;3;Not Defined;0;2;NO;53730;11940;5970;35820;2013;Y
479;60;100/300;2000;1304.83;0;FEMALE;College;other-service;cross-fit;husband;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;18;1;NO;0;0;NO;60600;5050;10100;45450;2001;N
284;48;250/500;1000;1168.8;0;FEMALE;JD;tech-support;movies;other-relative;0;-42400;Single Vehicle Collision;Side Collision;Total Loss;Other;11;1;Not Defined;0;3;YES;35750;6500;3250;26000;2001;N
65;27;100/300;1000;1164.97;0;FEMALE;College;adm-clerical;exercise;wife;43000;-42500;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;17;1;Not Defined;1;2;YES;42840;3570;7140;32130;2004;N
222;39;250/500;1000;1232.72;0;MALE;High School;armed-forces;hiking;own-child;87800;-51200;Multi-vehicle Collision;Front Collision;Major Damage;Fire;21;3;Not Defined;1;0;NO;87960;14660;14660;58640;1999;Y
196;41;250/500;2000;1800.76;0;MALE;JD;protective-serv;camping;other-relative;0;-78600;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;0;3;NO;1;0;NO;47800;4780;4780;38240;2009;N
253;43;500/1000;500;1187.01;7000000;FEMALE;Associate;tech-support;exercise;unmarried;46300;-33000;Vehicle Theft;Not Defined;Trivial Damage;Police;9;1;NO;0;1;Not Defined;3840;640;640;2560;2014;N
280;43;100/300;1000;1559.34;0;MALE;JD;transport-moving;hiking;own-child;0;-51600;Single Vehicle Collision;Front Collision;Total Loss;Fire;1;1;NO;0;2;Not Defined;77000;14000;7000;56000;2004;N
5;26;250/500;2000;1137.02;0;FEMALE;PhD;farming-fishing;skydiving;not-in-family;31500;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;22;1;YES;1;3;Not Defined;88110;16020;16020;56070;2003;N
220;42;100/300;1000;1281.72;0;MALE;College;farming-fishing;hiking;other-relative;33500;-49500;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;20;4;NO;0;2;YES;47740;4340;4340;39060;2005;N
85;30;100/300;1000;796.35;0;FEMALE;MD;craft-repair;video-games;own-child;72400;-77000;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;9;3;YES;2;1;YES;58960;5360;10720;42880;2004;N
266;46;250/500;500;1270.02;0;FEMALE;Associate;tech-support;skydiving;own-child;0;-45800;Parked Car;Not Defined;Minor Damage;Police;5;1;NO;1;2;Not Defined;2160;480;240;1440;2004;N
41;26;100/300;1000;1383.13;0;FEMALE;JD;prof-specialty;exercise;own-child;46700;0;Vehicle Theft;Not Defined;Trivial Damage;Police;12;1;YES;1;1;Not Defined;6890;530;1060;5300;1997;N
316;45;100/300;2000;1290.74;5000000;FEMALE;High School;prof-specialty;kayaking;husband;58300;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;6;3;NO;2;0;YES;78870;7170;14340;57360;2013;N
285;47;100/300;1000;1216.68;0;FEMALE;Masters;sales;basketball;other-relative;55100;0;Vehicle Theft;Not Defined;Trivial Damage;Police;8;1;NO;1;1;NO;2700;300;300;2100;2013;N
379;54;100/300;500;1251.16;0;FEMALE;Associate;machine-op-inspct;kayaking;not-in-family;41400;0;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;14;1;Not Defined;0;1;NO;75960;6330;6330;63300;2010;N
15;34;250/500;2000;1586.41;0;FEMALE;High School;sales;video-games;other-relative;33500;-58900;Single Vehicle Collision;Front Collision;Major Damage;Police;10;1;YES;1;3;Not Defined;75570;6870;13740;54960;2010;Y
354;48;500/1000;2000;1526.11;5000000;FEMALE;Masters;sales;exercise;unmarried;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Police;12;1;Not Defined;2;3;YES;90240;15040;15040;60160;1995;N
342;53;100/300;1000;1028.44;0;FEMALE;College;prof-specialty;dancing;not-in-family;0;0;Single Vehicle Collision;Front Collision;Major Damage;Ambulance;12;1;Not Defined;0;0;NO;80960;14720;7360;58880;2000;N
169;38;100/300;1000;1555.94;0;MALE;PhD;craft-repair;skydiving;own-child;23300;0;Multi-vehicle Collision;Front Collision;Total Loss;Other;12;3;NO;1;3;YES;79080;6590;13180;59310;2012;N
339;49;500/1000;2000;1570.77;0;MALE;JD;adm-clerical;paintball;not-in-family;98800;-65300;Vehicle Theft;Not Defined;Minor Damage;None;13;1;NO;0;3;NO;6820;1240;620;4960;2009;N
259;42;100/300;2000;1170.53;0;FEMALE;PhD;armed-forces;sleeping;wife;65000;-49200;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;17;3;NO;1;2;YES;62590;5690;11380;45520;2006;N
65;23;250/500;1000;1099.95;0;FEMALE;College;sales;dancing;wife;0;-71900;Single Vehicle Collision;Side Collision;Major Damage;Other;14;1;NO;1;0;YES;52400;6550;6550;39300;2005;Y
254;46;250/500;2000;1472.43;0;MALE;MD;tech-support;basketball;husband;0;-90600;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;3;3;Not Defined;1;3;YES;63580;5780;11560;46240;2004;N
440;55;250/500;500;1275.62;0;FEMALE;Associate;priv-house-serv;reading;other-relative;0;-56200;Multi-vehicle Collision;Side Collision;Minor Damage;Police;18;3;YES;2;1;NO;61400;6140;6140;49120;1995;N
478;63;250/500;1000;1292.3;0;MALE;High School;adm-clerical;paintball;own-child;47600;0;Parked Car;Not Defined;Minor Damage;None;5;1;YES;1;3;NO;4700;940;470;3290;2007;Y
230;44;250/500;2000;1009.37;0;FEMALE;College;prof-specialty;hiking;other-relative;45400;-39400;Single Vehicle Collision;Front Collision;Total Loss;Fire;19;1;NO;0;2;YES;74140;13480;13480;47180;2015;N
138;30;500/1000;500;1093.07;4000000;FEMALE;PhD;other-service;reading;wife;27700;-72400;Single Vehicle Collision;Front Collision;Major Damage;Other;0;1;Not Defined;2;2;NO;83160;6930;13860;62370;2011;N
239;41;250/500;1000;1325.44;7000000;FEMALE;JD;farming-fishing;paintball;other-relative;51400;-6300;Parked Car;Not Defined;Trivial Damage;Police;22;1;Not Defined;0;2;YES;10790;1660;830;8300;2013;N
93;31;100/300;2000;1017.18;0;FEMALE;MD;prof-specialty;paintball;husband;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Police;21;3;YES;1;3;NO;48070;8740;8740;30590;2014;N
37;25;100/300;1000;1221.17;0;FEMALE;Masters;protective-serv;golf;not-in-family;49300;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;4;3;YES;0;0;YES;51030;5670;11340;34020;1996;N
254;40;100/300;500;1927.87;0;MALE;MD;prof-specialty;yachting;husband;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;10;1;YES;0;1;Not Defined;43280;0;5410;37870;1996;Y
131;29;250/500;1000;978.27;0;FEMALE;Associate;sales;paintball;own-child;65700;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;5;1;Not Defined;1;3;NO;76400;15280;7640;53480;2003;N
230;43;100/300;2000;1221.14;0;MALE;MD;prof-specialty;board-games;wife;48100;0;Single Vehicle Collision;Side Collision;Total Loss;Ambulance;13;1;Not Defined;0;2;Not Defined;75460;13720;13720;48020;2002;N
313;50;100/300;2000;1255.62;0;MALE;MD;armed-forces;polo;unmarried;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;18;3;YES;2;1;YES;69000;13800;6900;48300;1995;Y
210;38;250/500;500;999.52;0;MALE;JD;tech-support;golf;other-relative;0;0;Vehicle Theft;Not Defined;Minor Damage;Police;6;1;Not Defined;1;2;NO;8640;1440;720;6480;2008;N
101;29;250/500;500;1380.89;0;MALE;PhD;armed-forces;dancing;own-child;30000;-53000;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;0;3;Not Defined;2;1;Not Defined;67210;12220;12220;42770;1996;N
153;37;500/1000;500;1010.77;0;MALE;High School;transport-moving;basketball;unmarried;52300;-55600;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;5;3;Not Defined;0;3;NO;42500;4250;4250;34000;1999;N
337;53;100/300;500;1205.86;0;MALE;Associate;armed-forces;basketball;wife;0;-34600;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;8;1;YES;0;1;NO;86400;14400;7200;64800;2001;N
360;51;500/1000;1000;1526.61;0;MALE;Masters;handlers-cleaners;chess;not-in-family;0;-32900;Vehicle Theft;Not Defined;Minor Damage;Police;5;1;YES;2;2;Not Defined;4620;840;840;2940;2009;Y
428;53;100/300;1000;1496.44;0;FEMALE;High School;tech-support;camping;unmarried;0;0;Parked Car;Not Defined;Trivial Damage;Police;9;1;YES;2;2;NO;6930;630;1260;5040;2013;N
204;40;100/300;500;1256.2;0;FEMALE;JD;sales;hiking;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;10;3;YES;1;2;YES;41700;8340;8340;25020;2013;N
364;51;100/300;500;1268.35;0;MALE;Masters;transport-moving;board-games;wife;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Other;16;1;YES;2;1;NO;77330;14060;14060;49210;2014;Y
185;35;500/1000;2000;1421.59;0;MALE;College;other-service;sleeping;own-child;0;0;Vehicle Theft;Not Defined;Trivial Damage;Police;8;1;Not Defined;2;3;YES;4950;900;450;3600;2011;N
63;26;500/1000;500;1500.04;6000000;MALE;PhD;craft-repair;polo;own-child;0;-36500;Vehicle Theft;Not Defined;Minor Damage;Police;5;1;NO;0;2;YES;5160;860;860;3440;2004;N
210;35;100/300;500;1433.24;0;FEMALE;College;exec-managerial;yachting;not-in-family;0;-19500;Multi-vehicle Collision;Side Collision;Total Loss;Fire;11;3;NO;2;1;Not Defined;24570;2730;2730;19110;2006;Y
194;38;100/300;2000;1231.25;0;FEMALE;PhD;craft-repair;movies;not-in-family;46500;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;15;3;Not Defined;1;0;Not Defined;53680;4880;9760;39040;2011;N
294;49;500/1000;500;1135.43;0;MALE;Masters;farming-fishing;bungie-jumping;own-child;22700;0;Multi-vehicle Collision;Side Collision;Total Loss;Police;23;3;YES;1;1;YES;42900;3900;3900;35100;2010;N
272;41;250/500;2000;945.73;5000000;MALE;MD;protective-serv;chess;wife;38600;-42800;Single Vehicle Collision;Front Collision;Minor Damage;Fire;23;1;NO;0;0;NO;84100;16820;8410;58870;2009;Y
27;27;100/300;2000;1118.76;0;FEMALE;College;adm-clerical;dancing;own-child;0;-55800;Single Vehicle Collision;Front Collision;Total Loss;Fire;23;1;Not Defined;1;3;Not Defined;61560;6840;6840;47880;2008;N
251;39;500/1000;2000;1231.98;0;FEMALE;Associate;other-service;hiking;not-in-family;0;-31700;Single Vehicle Collision;Rear Collision;Minor Damage;Police;10;1;YES;0;0;Not Defined;44240;5530;5530;33180;1997;N
180;33;500/1000;2000;1005.47;0;FEMALE;JD;protective-serv;hiking;own-child;58100;-49000;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;12;4;Not Defined;2;3;YES;57700;11540;5770;40390;2002;N
392;50;100/300;2000;1108.97;0;FEMALE;PhD;exec-managerial;exercise;not-in-family;68400;-66800;Single Vehicle Collision;Side Collision;Minor Damage;Other;4;1;NO;2;2;YES;108030;16620;16620;74790;2002;N
143;30;100/300;500;1392.39;5000000;FEMALE;High School;exec-managerial;dancing;unmarried;0;-65700;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;16;1;NO;2;0;YES;54300;10860;5430;38010;2010;N
371;54;100/300;2000;1317.97;0;MALE;High School;craft-repair;movies;wife;34700;-81000;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;18;3;Not Defined;1;2;Not Defined;32280;5380;5380;21520;2010;Y
292;42;250/500;1000;1588.22;0;MALE;JD;machine-op-inspct;camping;other-relative;0;-53800;Multi-vehicle Collision;Rear Collision;Total Loss;Other;15;3;YES;1;1;NO;84600;16920;8460;59220;2007;N
165;35;250/500;500;900.02;6000000;MALE;College;craft-repair;camping;own-child;0;-49900;Single Vehicle Collision;Front Collision;Total Loss;Other;8;1;NO;1;3;YES;69700;6970;6970;55760;2008;N
158;33;100/300;1000;1744.64;3000000;MALE;JD;prof-specialty;movies;unmarried;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;4;3;NO;0;1;NO;36400;3640;7280;25480;1998;N
241;39;250/500;1000;1260.56;0;FEMALE;JD;adm-clerical;paintball;own-child;0;-54900;Multi-vehicle Collision;Side Collision;Minor Damage;Police;20;3;NO;0;2;YES;37520;4690;4690;28140;2010;N
103;33;500/1000;2000;1021.14;0;FEMALE;Masters;other-service;paintball;wife;69500;-47700;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;1;3;NO;2;3;Not Defined;79090;14380;14380;50330;2014;N
402;54;250/500;2000;1285.09;0;MALE;JD;farming-fishing;board-games;not-in-family;48000;-79600;Single Vehicle Collision;Rear Collision;Major Damage;Other;19;1;NO;0;2;YES;67770;7530;15060;45180;2013;Y
102;32;100/300;500;1537.07;3000000;MALE;JD;tech-support;chess;wife;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;11;1;NO;1;0;NO;47400;9480;4740;33180;2004;Y
182;40;100/300;1000;1022.42;0;MALE;PhD;other-service;skydiving;husband;50000;-56900;Single Vehicle Collision;Front Collision;Total Loss;Other;13;1;YES;0;2;Not Defined;71100;7110;14220;49770;2008;N
282;46;100/300;2000;1558.86;0;MALE;MD;other-service;dancing;wife;51100;-75100;Single Vehicle Collision;Front Collision;Minor Damage;Police;2;1;Not Defined;2;2;NO;69400;13880;6940;48580;2012;N
222;39;500/1000;500;1757.87;0;MALE;High School;transport-moving;board-games;not-in-family;71400;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;9;3;YES;2;1;Not Defined;55000;5000;10000;40000;1996;Y
415;52;250/500;1000;973.5;0;MALE;PhD;machine-op-inspct;polo;not-in-family;50400;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;15;2;YES;1;3;YES;51090;7860;7860;35370;2003;N
51;34;500/1000;500;1430.8;0;MALE;PhD;machine-op-inspct;camping;unmarried;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;23;1;Not Defined;2;3;NO;64200;6420;19260;38520;2007;Y
255;45;500/1000;500;1192.27;0;MALE;High School;sales;base-jumping;own-child;0;-40200;Single Vehicle Collision;Front Collision;Total Loss;Other;16;1;NO;2;0;YES;67320;12240;12240;42840;2006;N
143;31;250/500;500;1163.83;0;MALE;Associate;protective-serv;movies;husband;37700;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;21;4;YES;2;0;Not Defined;76120;6920;13840;55360;1999;N
130;28;500/1000;1000;1003.15;0;FEMALE;JD;farming-fishing;movies;other-relative;0;-38500;Multi-vehicle Collision;Front Collision;Minor Damage;Ambulance;21;2;YES;2;1;NO;85020;13080;13080;58860;2010;N
242;41;250/500;2000;1153.54;6000000;MALE;Masters;protective-serv;polo;unmarried;0;-57000;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;3;3;NO;0;1;Not Defined;68090;12380;12380;43330;2009;N
96;27;100/300;1000;1631.1;0;FEMALE;High School;priv-house-serv;exercise;wife;0;0;Parked Car;Not Defined;Trivial Damage;Police;4;1;Not Defined;1;2;NO;6030;670;670;4690;2007;N
180;35;500/1000;1000;1252.48;0;MALE;MD;machine-op-inspct;yachting;wife;0;-55800;Vehicle Theft;Not Defined;Minor Damage;None;17;1;Not Defined;1;3;NO;5100;1020;510;3570;2000;N
150;30;100/300;1000;1677.26;0;MALE;College;sales;yachting;own-child;40100;0;Vehicle Theft;Not Defined;Trivial Damage;Police;7;1;YES;1;3;YES;4590;510;510;3570;2013;N
463;59;250/500;1000;979.73;0;FEMALE;JD;exec-managerial;yachting;not-in-family;51700;0;Multi-vehicle Collision;Front Collision;Major Damage;Other;14;2;Not Defined;1;2;NO;72400;7240;14480;50680;1999;Y
472;64;250/500;500;989.24;0;MALE;Masters;other-service;skydiving;not-in-family;0;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;13;1;NO;2;3;NO;70900;14180;7090;49630;2002;N
75;25;500/1000;1000;1389.86;0;FEMALE;Associate;priv-house-serv;hiking;husband;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Other;23;2;Not Defined;2;3;YES;65100;6510;6510;52080;2011;N
193;40;100/300;500;1233.85;0;FEMALE;College;handlers-cleaners;chess;husband;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;23;3;Not Defined;2;1;YES;64260;0;14280;49980;1999;N
43;43;500/1000;500;1320.39;0;FEMALE;Associate;armed-forces;yachting;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;16;1;Not Defined;2;1;Not Defined;79970;7270;21810;50890;1996;Y
253;41;100/300;1000;1435.09;0;FEMALE;College;machine-op-inspct;bungie-jumping;not-in-family;36600;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;17;1;NO;2;0;Not Defined;56610;6290;6290;44030;1995;N
152;30;500/1000;500;1448.54;0;FEMALE;JD;craft-repair;polo;wife;58600;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;9;1;YES;1;1;Not Defined;84590;7690;7690;69210;2000;Y
160;38;250/500;500;1733.56;0;MALE;High School;sales;sleeping;wife;0;-43800;Multi-vehicle Collision;Side Collision;Major Damage;Fire;13;3;NO;2;1;YES;66780;7420;14840;44520;1996;N
56;36;100/300;500;1533.07;0;MALE;JD;farming-fishing;exercise;own-child;0;-28800;Single Vehicle Collision;Rear Collision;Major Damage;Police;13;1;YES;1;2;YES;58500;0;6500;52000;2001;N
286;41;100/300;500;1106.77;0;FEMALE;College;prof-specialty;golf;other-relative;45500;-62500;Parked Car;Not Defined;Trivial Damage;Police;3;1;Not Defined;2;0;NO;5000;500;500;4000;2003;N
3;29;100/300;500;995.7;5000000;FEMALE;JD;priv-house-serv;chess;unmarried;0;0;Parked Car;Not Defined;Trivial Damage;Police;3;1;Not Defined;2;1;Not Defined;5000;500;1000;3500;2008;Y
286;41;250/500;1000;1298.85;6000000;FEMALE;High School;sales;camping;other-relative;71300;-70300;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;16;3;Not Defined;1;3;YES;54450;6050;12100;36300;2007;N
239;38;250/500;1000;1276.73;5000000;FEMALE;Masters;handlers-cleaners;bungie-jumping;other-relative;0;0;Multi-vehicle Collision;Front Collision;Major Damage;Police;12;3;NO;1;3;Not Defined;61920;6880;6880;48160;2003;N
64;29;250/500;2000;1202.28;0;MALE;High School;exec-managerial;cross-fit;other-relative;0;-61400;Single Vehicle Collision;Side Collision;Minor Damage;Ambulance;4;1;Not Defined;1;2;NO;43700;4370;4370;34960;2007;Y
98;31;100/300;500;671.92;0;MALE;Masters;machine-op-inspct;bungie-jumping;wife;0;-26400;Single Vehicle Collision;Front Collision;Minor Damage;Other;3;1;Not Defined;2;0;Not Defined;64080;7120;7120;49840;1997;N
16;35;250/500;1000;1358.03;0;MALE;JD;sales;chess;own-child;59300;-31400;Single Vehicle Collision;Rear Collision;Total Loss;Other;0;1;NO;2;1;Not Defined;55000;10000;10000;35000;2008;Y
70;27;250/500;1000;1008.79;4000000;FEMALE;Masters;adm-clerical;video-games;own-child;46000;0;Vehicle Theft;Not Defined;Trivial Damage;Police;19;1;NO;2;3;Not Defined;4400;0;550;3850;2000;N
75;27;100/300;1000;1141.1;0;MALE;JD;armed-forces;movies;other-relative;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Police;15;2;Not Defined;0;1;YES;71640;5970;11940;53730;2008;N
246;44;100/300;1000;1397;0;MALE;High School;machine-op-inspct;reading;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Minor Damage;Other;6;1;NO;1;0;NO;61740;6860;6860;48020;1997;N
110;27;500/1000;1000;1664.66;0;FEMALE;Associate;priv-house-serv;golf;own-child;0;-66200;Single Vehicle Collision;Side Collision;Total Loss;Ambulance;3;1;Not Defined;0;3;Not Defined;57500;5750;5750;46000;2010;N
236;39;250/500;1000;1151.39;4000000;FEMALE;Masters;exec-managerial;reading;wife;0;-63900;Parked Car;Not Defined;Minor Damage;Police;17;1;YES;0;0;Not Defined;8700;870;1740;6090;2003;N
267;46;100/300;2000;1546.01;0;FEMALE;MD;adm-clerical;polo;wife;0;0;Multi-vehicle Collision;Front Collision;Total Loss;Police;4;4;NO;2;1;Not Defined;77100;15420;7710;53970;1996;N
463;57;250/500;500;1063.67;0;MALE;Masters;priv-house-serv;dancing;wife;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Police;14;1;NO;2;0;YES;59400;6600;6600;46200;1995;N
303;46;100/300;1000;709.14;0;MALE;Masters;machine-op-inspct;kayaking;husband;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;3;3;NO;1;0;NO;54890;9980;4990;39920;2006;N
137;30;250/500;500;1039.55;0;MALE;MD;exec-managerial;kayaking;unmarried;55600;-59700;Multi-vehicle Collision;Front Collision;Minor Damage;Other;4;3;Not Defined;2;1;Not Defined;74030;6730;13460;53840;2005;N
56;42;250/500;500;1339.39;0;FEMALE;Associate;adm-clerical;chess;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Other;13;1;Not Defined;1;2;YES;61490;11180;11180;39130;1998;N
75;27;250/500;1000;1202.75;0;MALE;High School;handlers-cleaners;board-games;not-in-family;57900;-90100;Multi-vehicle Collision;Front Collision;Minor Damage;Police;23;3;NO;0;2;YES;79560;6630;13260;59670;2003;N
131;33;100/300;2000;1081.17;0;MALE;MD;sales;yachting;wife;0;-65200;Parked Car;Not Defined;Minor Damage;Police;3;1;Not Defined;0;1;NO;4900;490;490;3920;2010;N
153;34;250/500;500;991.39;0;MALE;High School;tech-support;paintball;other-relative;45600;-61400;Multi-vehicle Collision;Side Collision;Total Loss;Other;0;3;Not Defined;1;0;NO;77770;14140;14140;49490;2000;N
