months_as_customer;age;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_year;fraud
461;57;100/300;500;865.33;7000000;FEMALE;High School;farming-fishing;golf;own-child;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;7;3;NO;0;1;Not Defined;59040;9840;9840;39360;1995;N
208;36;250/500;500;1153.49;0;MALE;Associate;craft-repair;base-jumping;other-relative;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Other;16;3;YES;1;0;YES;50500;10100;5050;35350;2004;N
279;43;500/1000;2000;1281.25;0;MALE;Associate;machine-op-inspct;cross-fit;other-relative;0;0;Single Vehicle Collision;Side Collision;Major Damage;Police;13;1;YES;0;1;NO;57690;6410;12820;38460;2010;Y
244;40;100/300;500;1342.8;0;FEMALE;MD;sales;base-jumping;husband;0;0;Vehicle Theft;Not Defined;Trivial Damage;Police;2;1;YES;1;3;YES;5940;660;660;4620;2014;N
134;30;250/500;2000;1443.32;0;FEMALE;PhD;exec-managerial;dancing;unmarried;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;19;3;Not Defined;0;2;YES;47790;5310;5310;37170;1995;Y
122;29;250/500;1000;1629.94;0;FEMALE;Masters;priv-house-serv;skydiving;other-relative;0;-47100;Parked Car;Not Defined;Trivial Damage;None;17;1;Not Defined;0;1;NO;3850;350;350;3150;2014;N
156;31;100/300;2000;1134.08;0;MALE;PhD;other-service;reading;husband;0;0;Single Vehicle Collision;Front Collision;Major Damage;Police;3;1;Not Defined;2;0;Not Defined;59000;5900;5900;47200;2013;Y
232;43;250/500;500;1483.91;8000000;MALE;College;machine-op-inspct;golf;husband;0;-33600;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;17;3;NO;0;1;Not Defined;70600;7060;14120;49420;2013;Y
244;40;500/1000;2000;1304.67;7000000;MALE;Masters;armed-forces;base-jumping;other-relative;0;-45000;Multi-vehicle Collision;Side Collision;Minor Damage;Police;5;3;Not Defined;1;1;Not Defined;61490;5590;11180;44720;2001;N
84;30;500/1000;2000;1035.79;0;FEMALE;MD;protective-serv;kayaking;wife;44400;-51500;Single Vehicle Collision;Side Collision;Minor Damage;Police;9;1;NO;1;0;YES;57640;5240;10480;41920;2010;N
394;57;250/500;500;1401.2;0;FEMALE;High School;craft-repair;movies;own-child;51500;0;Vehicle Theft;Not Defined;Trivial Damage;Police;9;1;NO;1;0;NO;6890;1060;1060;4770;1999;N
246;45;250/500;1000;1665.45;0;MALE;JD;machine-op-inspct;hiking;wife;34400;-33100;Multi-vehicle Collision;Side Collision;Major Damage;Fire;9;3;Not Defined;2;2;Not Defined;53280;11840;5920;35520;2006;Y
35;29;500/1000;2000;653.66;0;FEMALE;JD;handlers-cleaners;video-games;unmarried;52100;-46900;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;22;3;NO;0;0;Not Defined;78300;15660;7830;54810;2009;N
156;37;100/300;500;1080.13;0;MALE;Associate;protective-serv;reading;other-relative;0;-61000;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;15;3;YES;0;3;NO;41490;4610;4610;32270;2001;N
195;36;100/300;2000;1346.18;0;FEMALE;Associate;machine-op-inspct;camping;wife;57800;-53300;Multi-vehicle Collision;Front Collision;Total Loss;Fire;14;3;YES;2;3;YES;68970;12540;6270;50160;2007;N
369;55;250/500;2000;1589.54;0;MALE;College;handlers-cleaners;camping;husband;55400;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;6;3;Not Defined;2;0;YES;85300;17060;8530;59710;2003;N
271;40;100/300;1000;1251.65;0;FEMALE;Associate;other-service;camping;wife;71200;0;Parked Car;Not Defined;Minor Damage;None;6;1;NO;0;0;NO;3080;560;280;2240;2012;N
332;47;100/300;2000;1083.01;0;MALE;MD;craft-repair;paintball;other-relative;91900;0;Multi-vehicle Collision;Front Collision;Major Damage;Police;22;4;YES;2;0;Not Defined;71760;11040;11040;49680;2010;Y
107;26;100/300;500;974.59;0;FEMALE;JD;armed-forces;skydiving;wife;62800;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;14;3;Not Defined;1;0;NO;59700;11940;11940;35820;2002;N
217;39;500/1000;2000;1399.85;0;FEMALE;Masters;other-service;skydiving;other-relative;49900;-19800;Multi-vehicle Collision;Front Collision;Minor Damage;Fire;16;3;NO;0;2;Not Defined;64920;10820;10820;43280;1997;N
243;43;500/1000;500;1307.74;0;FEMALE;Associate;machine-op-inspct;board-games;own-child;0;-75700;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;10;3;Not Defined;0;1;NO;37530;4170;4170;29190;2008;N
296;42;250/500;2000;1219.27;0;MALE;Associate;tech-support;paintball;husband;53100;-63400;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;9;3;YES;1;2;NO;64080;7120;7120;49840;2012;N
264;41;100/300;500;1411.3;0;MALE;PhD;prof-specialty;cross-fit;unmarried;55600;0;Single Vehicle Collision;Rear Collision;Minor Damage;Other;4;1;NO;1;0;Not Defined;60390;10980;5490;43920;2004;Y
108;33;100/300;2000;694.45;0;FEMALE;JD;armed-forces;exercise;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Police;6;3;Not Defined;0;1;YES;64350;5850;11700;46800;2011;Y
32;38;100/300;500;1006.77;6000000;FEMALE;College;other-service;sleeping;own-child;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Police;15;3;YES;2;1;YES;70900;14180;7090;49630;1997;N
259;39;250/500;1000;1422.36;0;FEMALE;JD;craft-repair;movies;unmarried;0;-83900;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;12;3;NO;1;3;Not Defined;46560;7760;7760;31040;2012;N
186;33;100/300;1000;1348.32;0;FEMALE;Associate;craft-repair;cross-fit;wife;37600;-37600;Vehicle Theft;Not Defined;Trivial Damage;Police;3;1;NO;2;1;Not Defined;4730;860;860;3010;2013;Y
201;40;250/500;2000;1315.56;0;FEMALE;PhD;transport-moving;video-games;not-in-family;0;0;Vehicle Theft;Not Defined;Minor Damage;Police;14;1;YES;0;0;YES;6820;1240;1240;4340;2003;N
436;58;250/500;2000;1407.01;5000000;MALE;PhD;tech-support;sleeping;other-relative;47400;-27600;Single Vehicle Collision;Rear Collision;Major Damage;Police;10;1;Not Defined;0;2;Not Defined;59900;11980;5990;41930;1997;Y
189;36;250/500;2000;1388.58;0;FEMALE;MD;priv-house-serv;basketball;own-child;0;-49400;Multi-vehicle Collision;Side Collision;Major Damage;Police;17;3;Not Defined;1;3;YES;79560;13260;13260;53040;2009;N
105;33;500/1000;500;1310.76;0;FEMALE;High School;adm-clerical;kayaking;not-in-family;0;-40900;Single Vehicle Collision;Front Collision;Total Loss;Other;8;1;YES;0;1;Not Defined;70290;12780;6390;51120;2008;N
163;31;100/300;1000;1004.63;6000000;MALE;JD;priv-house-serv;hiking;not-in-family;26900;0;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;14;3;YES;2;0;NO;63910;5810;11620;46480;1999;N
219;40;100/300;500;1134.91;0;FEMALE;Associate;transport-moving;golf;not-in-family;68700;0;Vehicle Theft;Not Defined;Trivial Damage;None;6;1;Not Defined;1;0;NO;6400;640;640;5120;1997;N
88;25;250/500;1000;1194;0;FEMALE;JD;handlers-cleaners;movies;husband;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;6;1;YES;1;2;YES;66780;7420;7420;51940;2013;Y
40;39;500/1000;1000;1248.25;4000000;FEMALE;College;sales;hiking;own-child;0;-33300;Parked Car;Not Defined;Minor Damage;Police;8;1;NO;0;2;Not Defined;8760;1460;1460;5840;2013;N
284;42;100/300;500;1338.54;-1000000;MALE;Associate;machine-op-inspct;kayaking;wife;0;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;13;1;YES;0;1;Not Defined;94160;8560;17120;68480;1996;N
59;40;250/500;2000;782.23;0;MALE;College;protective-serv;golf;other-relative;64200;-32300;Multi-vehicle Collision;Front Collision;Total Loss;Ambulance;0;3;Not Defined;0;2;NO;51570;5730;11460;34380;2010;N
39;31;250/500;2000;1366.9;0;FEMALE;High School;handlers-cleaners;polo;husband;0;-15700;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;14;3;Not Defined;1;0;NO;52700;10540;10540;31620;2014;Y
147;34;500/1000;1000;1275.81;0;MALE;High School;sales;dancing;wife;0;-48300;Single Vehicle Collision;Side Collision;Minor Damage;Fire;13;1;YES;2;2;Not Defined;101010;15540;15540;69930;1998;N
156;37;250/500;500;1090.65;0;MALE;High School;exec-managerial;golf;unmarried;0;-51800;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;16;4;Not Defined;1;2;YES;53400;5340;5340;42720;2010;Y
123;31;250/500;500;1326;0;FEMALE;Associate;prof-specialty;basketball;wife;0;-54600;Single Vehicle Collision;Side Collision;Total Loss;Fire;13;1;Not Defined;1;2;NO;72120;12020;12020;48080;2009;N
231;43;250/500;2000;972.47;0;MALE;College;protective-serv;reading;wife;0;-58100;Multi-vehicle Collision;Front Collision;Minor Damage;Police;15;3;YES;2;2;YES;77100;7710;15420;53970;2010;N
247;39;100/300;500;806.31;0;FEMALE;College;handlers-cleaners;dancing;wife;0;0;Parked Car;Not Defined;Trivial Damage;Police;3;1;Not Defined;2;3;Not Defined;3300;600;0;2700;2003;N
194;35;500/1000;500;1416.24;0;FEMALE;MD;adm-clerical;golf;not-in-family;0;0;Parked Car;Not Defined;Minor Damage;None;7;1;YES;1;0;Not Defined;5940;1080;540;4320;2003;N
119;27;250/500;2000;1097.64;0;MALE;High School;transport-moving;video-games;other-relative;27100;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;16;2;NO;1;0;Not Defined;63720;7080;21240;35400;2006;N
259;43;100/300;500;947.75;0;FEMALE;Masters;farming-fishing;base-jumping;not-in-family;0;-39300;Vehicle Theft;Not Defined;Trivial Damage;Police;15;1;NO;1;3;NO;7680;1280;640;5760;2008;N
107;31;100/300;2000;1018.73;5000000;MALE;Associate;handlers-cleaners;yachting;own-child;20000;-82700;Multi-vehicle Collision;Side Collision;Total Loss;Police;21;3;YES;1;2;Not Defined;93730;14420;21630;57680;2001;N
48;44;100/300;2000;1400.74;0;MALE;College;sales;base-jumping;other-relative;34000;-55600;Multi-vehicle Collision;Rear Collision;Major Damage;Police;23;3;YES;0;2;Not Defined;87300;17460;17460;52380;2013;N
267;40;250/500;500;1155.53;5000000;MALE;JD;transport-moving;camping;wife;0;-35200;Parked Car;Not Defined;Trivial Damage;Police;5;1;Not Defined;0;2;NO;5670;1260;630;3780;1997;N
286;47;250/500;500;1386.93;0;MALE;High School;priv-house-serv;bungie-jumping;husband;54100;-77600;Multi-vehicle Collision;Rear Collision;Minor Damage;Other;15;3;YES;0;0;NO;65800;13160;6580;46060;2001;N
175;34;100/300;500;915.29;0;FEMALE;JD;handlers-cleaners;base-jumping;wife;82400;-57100;Single Vehicle Collision;Front Collision;Major Damage;Other;14;1;Not Defined;2;1;YES;36720;4080;4080;28560;2009;Y
111;29;250/500;500;1239.55;2000000;FEMALE;PhD;farming-fishing;kayaking;own-child;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;1;1;Not Defined;1;1;YES;52800;4800;9600;38400;1996;Y
151;37;250/500;500;1366.42;0;FEMALE;Associate;protective-serv;cross-fit;unmarried;44000;0;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;14;3;NO;1;2;YES;59100;5910;5910;47280;1998;Y
156;37;500/1000;1000;1086.48;6000000;MALE;Associate;machine-op-inspct;hiking;unmarried;0;-53800;Multi-vehicle Collision;Rear Collision;Total Loss;Other;17;3;Not Defined;1;1;YES;77440;14080;7040;56320;1999;N
165;36;250/500;2000;1247.87;0;MALE;Masters;armed-forces;golf;husband;0;-39700;Multi-vehicle Collision;Side Collision;Total Loss;Fire;20;3;NO;2;2;NO;45700;4570;4570;36560;2008;N
253;41;100/300;2000;1312.75;0;FEMALE;PhD;sales;dancing;other-relative;81300;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;10;3;NO;2;2;YES;80740;7340;14680;58720;2014;Y
10;26;100/300;2000;765.64;0;MALE;MD;sales;base-jumping;not-in-family;0;-22200;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;3;3;Not Defined;0;3;Not Defined;31350;2850;5700;22800;2001;Y
158;33;100/300;2000;1327.41;0;FEMALE;Associate;handlers-cleaners;skydiving;other-relative;0;-38600;Single Vehicle Collision;Side Collision;Total Loss;Other;0;1;Not Defined;0;0;Not Defined;35000;3500;7000;24500;2012;N
436;59;500/1000;1000;1338.55;0;MALE;PhD;protective-serv;board-games;own-child;39000;0;Multi-vehicle Collision;Side Collision;Total Loss;Police;10;3;Not Defined;2;2;NO;68000;13600;6800;47600;2014;N
91;30;250/500;2000;1316.63;8000000;FEMALE;Masters;machine-op-inspct;golf;unmarried;43900;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;13;3;YES;2;0;Not Defined;84500;13000;13000;58500;2009;N
256;42;500/1000;1000;1286.44;0;FEMALE;MD;transport-moving;bungie-jumping;wife;0;-39500;Single Vehicle Collision;Rear Collision;Minor Damage;Police;14;1;NO;2;1;Not Defined;75500;7550;15100;52850;1998;N
274;46;500/1000;1000;1372.18;0;MALE;High School;exec-managerial;bungie-jumping;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Other;22;3;NO;1;3;Not Defined;90600;15100;15100;60400;2009;N
275;45;500/1000;2000;1447.77;0;FEMALE;Associate;adm-clerical;camping;wife;39400;-63900;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;8;3;YES;1;1;Not Defined;64320;5360;10720;48240;1998;N
1;33;250/500;500;903.32;0;FEMALE;High School;transport-moving;yachting;not-in-family;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;1;3;Not Defined;1;0;Not Defined;31700;6340;3170;22190;2006;N
85;30;500/1000;1000;1454.42;0;MALE;Associate;protective-serv;reading;other-relative;51600;-73900;Single Vehicle Collision;Side Collision;Major Damage;Other;19;1;YES;0;1;YES;74280;12380;12380;49520;2006;Y
233;37;100/300;2000;1603.42;0;FEMALE;High School;sales;video-games;wife;61600;-30200;Single Vehicle Collision;Front Collision;Total Loss;Fire;17;1;YES;0;2;YES;80520;13420;6710;60390;2005;N
142;30;250/500;2000;1616.58;0;MALE;JD;adm-clerical;polo;husband;58500;-46800;Multi-vehicle Collision;Rear Collision;Major Damage;Other;13;3;YES;0;3;YES;63600;6360;12720;44520;2010;N
266;44;250/500;500;1611.83;0;MALE;High School;handlers-cleaners;movies;husband;0;0;Single Vehicle Collision;Front Collision;Total Loss;Police;4;1;Not Defined;1;2;YES;32800;3280;3280;26240;2012;N
350;50;500/1000;500;889.13;0;FEMALE;Masters;priv-house-serv;board-games;other-relative;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;14;3;NO;0;2;NO;44190;9820;4910;29460;2015;N
97;26;250/500;1000;1252.08;0;MALE;College;exec-managerial;sleeping;not-in-family;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;4;2;YES;2;2;NO;50400;10080;5040;35280;2000;Y
399;55;500/1000;2000;995.56;0;MALE;JD;tech-support;sleeping;not-in-family;0;-65400;Multi-vehicle Collision;Side Collision;Total Loss;Police;23;3;YES;1;1;YES;88400;17680;8840;61880;2010;N
305;49;100/300;2000;1347.92;0;FEMALE;High School;farming-fishing;bungie-jumping;own-child;0;-42100;Multi-vehicle Collision;Front Collision;Total Loss;Fire;21;3;YES;0;2;Not Defined;66550;12100;6050;48400;2003;N
276;47;100/300;1000;1724.09;0;MALE;PhD;craft-repair;yachting;own-child;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;23;3;YES;0;0;Not Defined;65780;5980;11960;47840;2014;N
257;40;250/500;500;1379.93;0;MALE;MD;armed-forces;base-jumping;husband;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;6;3;Not Defined;0;2;YES;51810;9420;4710;37680;2002;Y
78;31;250/500;1000;1554.64;4000000;MALE;PhD;protective-serv;board-games;own-child;0;-27900;Single Vehicle Collision;Front Collision;Major Damage;Other;21;1;NO;1;0;NO;55660;5060;10120;40480;2009;Y
129;28;500/1000;1000;1377.94;0;MALE;Masters;machine-op-inspct;base-jumping;not-in-family;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;23;1;Not Defined;2;3;Not Defined;44640;9920;4960;29760;2005;N
283;46;500/1000;2000;1313.33;0;FEMALE;PhD;transport-moving;reading;husband;53500;-73600;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;3;3;Not Defined;1;3;NO;77660;7060;14120;56480;2004;Y
85;25;250/500;500;1259.02;0;FEMALE;JD;tech-support;base-jumping;unmarried;67000;-53600;Parked Car;Not Defined;Trivial Damage;None;8;1;NO;2;2;Not Defined;5640;940;940;3760;2005;N
101;26;500/1000;1000;1371.88;0;FEMALE;MD;prof-specialty;reading;husband;0;0;Parked Car;Not Defined;Trivial Damage;None;4;1;Not Defined;2;2;Not Defined;3190;580;580;2030;1995;N
96;30;100/300;500;1399.27;6000000;MALE;College;prof-specialty;hiking;wife;38900;-48700;Single Vehicle Collision;Side Collision;Total Loss;Fire;22;1;Not Defined;0;0;YES;53440;0;6680;46760;2004;N
121;31;500/1000;1000;1061.98;6000000;FEMALE;JD;armed-forces;camping;unmarried;0;0;Single Vehicle Collision;Rear Collision;Minor Damage;Police;16;1;NO;0;1;YES;65250;7250;7250;50750;2002;N
176;39;250/500;500;1365.46;4000000;MALE;College;armed-forces;sleeping;unmarried;0;-56600;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;14;3;NO;2;1;NO;44280;4920;4920;34440;2008;N
159;37;500/1000;1000;894.4;0;MALE;Associate;tech-support;camping;wife;0;-53700;Single Vehicle Collision;Rear Collision;Total Loss;Police;13;1;YES;2;0;NO;70290;7810;7810;54670;1999;N
120;30;250/500;500;956.69;0;FEMALE;Associate;priv-house-serv;movies;husband;39600;-64300;Single Vehicle Collision;Front Collision;Minor Damage;Other;20;1;Not Defined;1;1;YES;87100;8710;8710;69680;2000;N
212;35;500/1000;2000;1123.89;0;MALE;MD;priv-house-serv;video-games;unmarried;35400;-49200;Multi-vehicle Collision;Front Collision;Total Loss;Fire;0;3;Not Defined;1;3;Not Defined;50380;4580;4580;41220;1996;N
290;45;100/300;500;1085.03;0;FEMALE;JD;sales;cross-fit;wife;0;-61000;Multi-vehicle Collision;Side Collision;Total Loss;Police;23;3;YES;2;2;NO;64800;12960;6480;45360;2014;Y
299;42;100/300;2000;1437.33;0;FEMALE;Associate;craft-repair;movies;wife;25000;0;Single Vehicle Collision;Rear Collision;Minor Damage;Other;13;1;YES;1;3;NO;70400;12800;12800;44800;2000;N
66;26;250/500;1000;988.29;0;MALE;College;armed-forces;skydiving;own-child;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Police;8;1;Not Defined;2;2;YES;57860;0;10520;47340;2008;Y
334;47;500/1000;500;1238.89;0;MALE;Masters;protective-serv;sleeping;other-relative;0;0;Vehicle Theft;Not Defined;Minor Damage;None;3;1;Not Defined;0;3;NO;6240;960;960;4320;2011;N
216;38;100/300;1000;1384.64;5000000;FEMALE;Associate;tech-support;board-games;unmarried;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;16;1;Not Defined;2;3;NO;66600;16650;11100;38850;2012;Y
86;28;100/300;2000;1595.07;0;MALE;PhD;transport-moving;hiking;unmarried;75800;0;Single Vehicle Collision;Side Collision;Minor Damage;Police;19;1;YES;0;2;YES;70920;11820;11820;47280;2002;N
429;56;250/500;1000;1127.89;6000000;MALE;Associate;machine-op-inspct;skydiving;own-child;67400;-43800;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;0;1;YES;2;0;YES;39480;6580;6580;26320;2002;N
257;43;500/1000;2000;929.7;6000000;FEMALE;PhD;handlers-cleaners;base-jumping;husband;46400;-74300;Single Vehicle Collision;Front Collision;Total Loss;Other;12;1;Not Defined;2;2;YES;63240;10540;5270;47430;2005;N
15;34;100/300;1000;1829.63;0;MALE;JD;tech-support;cross-fit;not-in-family;56700;0;Multi-vehicle Collision;Side Collision;Total Loss;Other;21;3;YES;1;0;Not Defined;67650;12300;6150;49200;2009;N
230;39;100/300;1000;904.7;7000000;FEMALE;MD;craft-repair;bungie-jumping;unmarried;68600;-22300;Single Vehicle Collision;Front Collision;Major Damage;Fire;0;1;Not Defined;1;3;NO;74200;14840;14840;44520;2002;Y
250;43;500/1000;1000;1243.84;0;FEMALE;JD;tech-support;polo;own-child;47900;-73400;Single Vehicle Collision;Side Collision;Minor Damage;Other;22;1;YES;1;3;NO;64900;12980;12980;38940;2011;N
270;44;500/1000;2000;1030.95;0;FEMALE;Associate;machine-op-inspct;paintball;other-relative;47200;0;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;20;3;Not Defined;1;0;NO;35900;7180;3590;25130;2007;Y
65;26;100/300;500;1285.03;3000000;FEMALE;High School;craft-repair;camping;unmarried;0;-41500;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;0;1;NO;1;3;Not Defined;52200;5220;10440;36540;2011;N
475;57;100/300;500;1216.56;0;MALE;Masters;adm-clerical;skydiving;own-child;67400;-83200;Single Vehicle Collision;Front Collision;Minor Damage;Police;20;1;Not Defined;0;2;NO;78000;6500;13000;58500;2000;N
77;27;500/1000;2000;966.26;0;FEMALE;High School;adm-clerical;base-jumping;own-child;56400;-32800;Multi-vehicle Collision;Front Collision;Minor Damage;Ambulance;1;3;YES;0;0;Not Defined;67200;6720;6720;53760;1995;N
256;43;100/300;500;1203.17;0;FEMALE;MD;prof-specialty;golf;unmarried;56700;-65600;Single Vehicle Collision;Rear Collision;Total Loss;Fire;11;1;NO;0;0;Not Defined;63250;11500;5750;46000;1997;N
229;37;250/500;2000;1212.12;0;FEMALE;MD;craft-repair;paintball;not-in-family;65600;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;14;3;YES;1;1;YES;68760;11460;5730;51570;1995;N
110;28;250/500;1000;1573.93;0;MALE;College;other-service;movies;other-relative;30400;0;Multi-vehicle Collision;Side Collision;Minor Damage;Police;20;3;YES;0;2;Not Defined;65040;10840;10840;43360;2010;N
177;33;100/300;1000;1609.67;0;MALE;College;adm-clerical;yachting;wife;0;-13200;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;22;1;Not Defined;1;3;Not Defined;82800;20700;13800;48300;2004;Y
292;44;500/1000;500;1097.57;0;MALE;PhD;priv-house-serv;basketball;unmarried;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;12;1;NO;1;0;YES;61700;6170;6170;49360;2005;N
451;61;250/500;2000;1618.65;2000000;FEMALE;Associate;transport-moving;polo;unmarried;0;-42600;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;3;3;YES;2;1;YES;78100;15620;7810;54670;1997;Y
61;24;100/300;500;922.67;0;FEMALE;College;priv-house-serv;paintball;other-relative;47400;0;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;15;3;YES;2;1;Not Defined;65520;9360;9360;46800;2011;Y
150;30;100/300;1000;1342.02;0;MALE;MD;prof-specialty;polo;own-child;0;0;Parked Car;Not Defined;Trivial Damage;None;8;1;YES;0;2;NO;4500;450;450;3600;1999;N
283;41;100/300;500;1195.01;0;FEMALE;Associate;sales;reading;own-child;60700;-54300;Multi-vehicle Collision;Side Collision;Major Damage;Other;13;3;NO;0;2;Not Defined;42700;0;6100;36600;2011;Y
291;46;500/1000;1000;994.74;0;FEMALE;High School;adm-clerical;polo;own-child;0;-55300;Parked Car;Not Defined;Minor Damage;Police;8;1;NO;2;2;YES;5580;620;620;4340;2005;Y
162;31;100/300;1000;1050.24;0;FEMALE;Masters;adm-clerical;chess;wife;30700;0;Parked Car;Not Defined;Minor Damage;None;7;1;Not Defined;0;0;NO;3600;360;720;2520;2013;Y
154;36;250/500;2000;1313.51;7000000;FEMALE;Masters;exec-managerial;dancing;own-child;68500;0;Vehicle Theft;Not Defined;Trivial Damage;None;9;1;Not Defined;2;0;Not Defined;2800;280;280;2240;2015;N
289;47;500/1000;2000;1102.29;0;FEMALE;Associate;adm-clerical;hiking;own-child;73000;-37900;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;15;1;NO;1;0;YES;54000;6000;6000;42000;1996;N
10;19;250/500;1000;1185.78;0;FEMALE;JD;craft-repair;yachting;wife;0;-60700;Single Vehicle Collision;Side Collision;Minor Damage;Police;5;1;Not Defined;0;2;Not Defined;48950;4450;8900;35600;2011;Y
309;47;500/1000;500;1527.95;0;MALE;PhD;exec-managerial;hiking;other-relative;69400;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;15;4;YES;0;1;Not Defined;77800;15560;15560;46680;2002;N
396;57;100/300;1000;1366.39;0;MALE;High School;protective-serv;exercise;other-relative;0;-22400;Multi-vehicle Collision;Front Collision;Major Damage;Other;22;3;YES;2;1;NO;52560;11680;5840;35040;1995;N
273;41;500/1000;1000;1403.9;0;FEMALE;PhD;farming-fishing;dancing;own-child;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Police;16;2;Not Defined;1;2;YES;44110;4010;8020;32080;2015;N
129;30;500/1000;2000;927.23;0;FEMALE;PhD;sales;video-games;husband;51500;0;Single Vehicle Collision;Front Collision;Total Loss;Other;7;1;NO;1;3;Not Defined;74360;13520;6760;54080;2009;N
140;31;250/500;2000;1554.86;6000000;FEMALE;JD;armed-forces;base-jumping;wife;59000;0;Parked Car;Not Defined;Minor Damage;None;2;1;YES;1;2;Not Defined;6120;680;680;4760;2002;Y
419;53;500/1000;2000;736.07;6000000;MALE;College;transport-moving;chess;unmarried;45700;0;Multi-vehicle Collision;Side Collision;Minor Damage;Police;17;4;Not Defined;0;0;YES;62280;5190;10380;46710;2012;N
315;44;250/500;1000;974.16;6000000;FEMALE;Masters;sales;reading;other-relative;0;-56800;Multi-vehicle Collision;Front Collision;Total Loss;Other;12;3;Not Defined;1;0;YES;26730;4860;4860;17010;2006;N
72;29;500/1000;500;973.8;0;FEMALE;Associate;craft-repair;exercise;own-child;0;-85900;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;9;1;Not Defined;1;0;NO;66200;6620;6620;52960;2013;N
32;26;100/300;2000;1260.32;6000000;MALE;JD;other-service;polo;not-in-family;0;-79800;Single Vehicle Collision;Side Collision;Total Loss;Fire;16;1;Not Defined;1;2;Not Defined;45500;9100;4550;31850;2009;N
230;41;100/300;1000;1464.03;0;MALE;JD;transport-moving;sleeping;own-child;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Ambulance;19;3;Not Defined;2;0;Not Defined;53040;4420;4420;44200;2006;N
157;32;100/300;2000;617.11;0;MALE;College;other-service;reading;other-relative;0;-54100;Multi-vehicle Collision;Front Collision;Major Damage;Other;14;3;Not Defined;1;2;NO;50800;10160;5080;35560;2013;Y
265;41;250/500;2000;1724.46;6000000;FEMALE;Associate;craft-repair;sleeping;own-child;81800;0;Multi-vehicle Collision;Side Collision;Total Loss;Police;18;3;Not Defined;1;3;Not Defined;44200;4420;4420;35360;2014;N
47;34;500/1000;500;1161.31;0;FEMALE;PhD;exec-managerial;base-jumping;other-relative;64800;-24300;Single Vehicle Collision;Front Collision;Minor Damage;Police;23;1;YES;1;3;Not Defined;62920;11440;5720;45760;2012;N
