age;maritalsts;education;balance;hhinsurance;carloan;carinsurance
53;single;secondary;62;1;0;1
24;single;secondary;1725;1;0;0
26;single;secondary;787;1;0;0
62;married;tertiary;3371;0;0;1
30;married;secondary;637;1;0;0
38;married;tertiary;0;0;0;0
38;divorced;tertiary;4425;1;0;0
45;married;primary;412;1;0;0
33;married;secondary;624;1;0;0
34;single;tertiary;2838;1;0;1
49;divorced;secondary;947;0;0;1
32;single;tertiary;9317;0;0;0
37;married;tertiary;238;0;0;1
39;married;primary;-44;1;0;0
39;married;secondary;2319;0;0;0
34;divorced;secondary;368;0;1;0
52;married;tertiary;4675;0;0;1
30;single;secondary;316;1;1;0
56;married;secondary;0;0;0;0
53;divorced;primary;2656;1;0;1
25;single;secondary;1243;0;1;1
42;divorced;primary;301;1;0;1
48;divorced;tertiary;313;0;0;0
30;married;tertiary;86;1;1;0
59;married;tertiary;98417;0;0;0
66;married;secondary;3409;0;0;0
42;married;secondary;1289;0;0;1
40;single;secondary;334;0;0;1
38;married;tertiary;170;1;0;1
44;married;secondary;972;1;0;0
48;married;primary;0;0;0;0
52;married;secondary;-164;0;0;0
59;married;secondary;1047;0;0;1
42;single;secondary;49;0;0;0
30;single;secondary;315;0;0;1
31;single;secondary;1129;1;0;0
30;married;secondary;2678;1;0;0
28;single;secondary;4465;0;0;1
35;married;secondary;1286;1;0;1
36;divorced;secondary;246;1;0;0
40;divorced;secondary;1959;1;0;0
53;married;secondary;2;1;0;0
30;single;secondary;3809;1;0;0
51;married;tertiary;267;1;0;0
31;married;primary;554;1;0;0
51;married;tertiary;469;0;0;1
38;single;secondary;804;0;0;1
29;single;secondary;27;1;0;1
49;married;secondary;171;0;0;0
44;married;primary;5038;0;0;0
37;divorced;secondary;1082;0;0;0
33;married;secondary;1697;0;0;1
59;divorced;secondary;7469;0;0;0
48;married;secondary;926;0;0;1
38;married;tertiary;5432;1;1;0
42;divorced;secondary;466;0;0;0
65;married;primary;715;0;0;1
40;married;tertiary;10786;0;0;0
42;married;tertiary;9;1;0;0
35;married;secondary;253;1;0;0
47;married;primary;324;0;0;1
77;married;primary;3324;0;0;1
33;married;tertiary;0;1;0;0
31;single;secondary;1979;1;1;1
30;single;tertiary;739;1;0;0
47;married;secondary;3333;1;1;0
27;single;tertiary;3347;0;0;0
34;married;secondary;2374;1;0;1
36;single;secondary;62;1;0;0
38;single;secondary;435;1;0;0
36;single;tertiary;2163;0;0;0
70;divorced;primary;482;0;0;1
54;married;primary;175;0;1;0
45;married;secondary;266;1;0;0
48;married;secondary;22;0;0;0
32;single;tertiary;819;1;0;1
43;married;primary;1318;1;1;0
31;single;tertiary;147;0;0;1
54;married;tertiary;1303;0;0;1
33;divorced;secondary;1156;1;0;0
68;divorced;primary;695;0;0;1
32;married;tertiary;943;1;0;0
35;single;tertiary;1618;1;1;1
45;married;secondary;204;1;0;1
60;married;tertiary;3461;0;0;0
30;single;secondary;4448;0;0;1
50;divorced;secondary;237;0;1;1
36;married;tertiary;341;0;0;1
47;married;tertiary;1694;0;1;1
37;married;secondary;1109;1;0;0
42;divorced;secondary;214;0;0;1
60;married;secondary;1047;0;0;1
52;single;tertiary;1623;1;0;0
48;divorced;primary;2805;0;1;0
43;married;tertiary;13015;1;0;0
82;divorced;primary;0;0;0;1
50;married;secondary;421;0;0;0
34;married;secondary;210;1;1;0
46;married;primary;3229;1;0;1
36;married;secondary;660;1;1;0
42;married;primary;5310;1;0;1
36;single;secondary;4136;1;0;1
36;married;tertiary;763;0;0;0
34;single;secondary;0;0;0;0
45;divorced;secondary;-176;0;1;1
72;married;tertiary;132;0;0;1
49;single;secondary;1884;1;0;0
50;married;tertiary;19447;1;1;0
51;married;secondary;949;0;0;1
58;married;secondary;5618;1;0;0
35;married;secondary;3854;1;0;0
36;single;secondary;18;0;0;0
34;divorced;tertiary;1317;1;0;0
52;married;secondary;580;0;0;1
35;married;primary;994;1;0;1
36;single;tertiary;3669;0;0;0
31;single;tertiary;1761;1;0;1
47;married;secondary;232;1;0;0
32;married;secondary;1520;1;0;0
29;single;tertiary;-197;0;0;0
58;married;secondary;372;0;0;0
51;married;primary;1194;1;0;0
58;married;secondary;687;1;0;1
38;single;primary;127;1;0;0
40;married;secondary;-312;1;0;0
30;single;secondary;707;0;0;0
58;married;primary;2074;0;0;1
51;married;primary;752;1;0;0
59;married;tertiary;0;0;0;1
27;single;primary;1022;1;0;0
26;single;tertiary;200;0;0;0
28;single;secondary;3430;1;0;0
22;single;secondary;344;1;0;1
35;single;secondary;-101;1;0;0
40;married;secondary;1451;0;0;1
38;married;secondary;0;0;0;0
33;married;secondary;3243;0;0;1
69;married;primary;1080;0;0;0
42;married;secondary;165;1;0;0
41;married;secondary;549;1;0;0
51;single;tertiary;394;0;0;1
33;single;tertiary;4835;0;0;0
59;married;tertiary;1;1;0;1
57;married;secondary;1026;1;0;0
54;single;tertiary;0;1;0;0
35;single;secondary;0;0;0;0
33;married;secondary;227;1;1;1
26;single;secondary;620;0;0;1
67;married;tertiary;405;0;0;1
52;married;secondary;659;0;0;1
36;married;tertiary;341;0;0;1
58;married;secondary;50;1;0;0
40;married;tertiary;8902;1;0;0
23;single;secondary;1809;0;0;1
60;divorced;primary;685;0;1;0
29;single;secondary;-2;1;1;0
80;married;secondary;668;0;0;1
36;divorced;secondary;-38;1;0;0
38;married;secondary;0;0;1;0
45;married;primary;153;0;1;0
25;single;tertiary;140;1;0;0
60;married;primary;172;0;0;0
33;single;secondary;228;0;0;0
46;married;secondary;940;0;0;1
36;divorced;tertiary;4708;0;0;1
31;divorced;secondary;-306;0;0;0
56;divorced;secondary;977;0;0;0
48;married;secondary;2892;0;0;1
31;single;tertiary;924;0;0;1
32;married;tertiary;2737;1;1;0
42;married;secondary;0;1;0;0
32;married;primary;228;1;0;1
51;married;tertiary;825;0;0;1
57;divorced;tertiary;429;1;0;0
33;married;secondary;2184;1;0;0
40;divorced;secondary;16;1;0;0
27;single;secondary;3629;0;0;0
49;married;primary;-157;1;0;1
40;married;secondary;755;0;0;0
73;married;primary;279;0;0;1
36;married;primary;1925;1;0;1
60;married;primary;37;0;0;0
37;single;secondary;884;1;1;0
35;single;secondary;225;1;0;0
30;married;secondary;873;1;0;1
58;divorced;secondary;3337;1;0;1
34;married;tertiary;3696;0;0;1
60;married;secondary;106;0;0;1
37;married;secondary;-254;1;1;0
34;married;secondary;262;0;0;1
40;single;tertiary;171;0;0;0
27;married;secondary;58;1;0;0
52;married;secondary;196;1;1;0
59;divorced;tertiary;381;1;0;0
41;married;secondary;59;1;0;0
41;married;tertiary;2885;0;0;0
37;single;tertiary;1291;0;0;1
37;single;secondary;1120;0;0;0
33;single;tertiary;149;1;0;1
37;single;secondary;1003;0;0;0
56;married;secondary;5838;0;0;0
31;married;secondary;23;0;0;0
35;married;secondary;372;1;0;0
26;single;tertiary;1094;1;0;1
29;single;secondary;314;1;0;0
31;married;secondary;-367;1;0;1
57;married;primary;2893;0;0;0
27;married;secondary;-302;1;0;0
28;single;primary;236;0;0;1
52;single;primary;1837;1;0;0
42;married;tertiary;157;1;1;0
42;single;tertiary;196;1;0;0
41;married;secondary;146;1;1;0
46;married;tertiary;273;1;0;1
47;married;secondary;0;1;1;0
37;single;tertiary;411;1;1;0
51;single;secondary;895;0;0;1
54;married;primary;3185;1;1;0
30;single;tertiary;1159;0;0;1
33;married;tertiary;2750;0;0;0
30;single;secondary;1018;1;0;0
32;married;secondary;0;1;0;0
54;single;secondary;0;0;0;1
39;married;tertiary;2939;0;0;1
52;married;tertiary;297;1;0;0
80;married;primary;0;0;0;1
33;single;secondary;2583;0;0;0
34;married;secondary;8558;1;0;0
35;divorced;secondary;0;1;0;0
84;divorced;primary;639;0;0;1
31;married;secondary;243;1;0;1
59;married;primary;-411;0;0;0
39;married;secondary;603;0;1;1
59;married;primary;671;1;0;0
28;single;tertiary;9314;0;0;1
47;married;secondary;947;0;1;0
34;single;tertiary;757;0;0;0
33;married;secondary;221;1;0;1
28;married;secondary;86;1;1;0
72;married;primary;763;0;0;1
34;divorced;tertiary;2240;0;0;1
35;single;secondary;1227;0;0;1
63;married;primary;48;0;0;1
27;single;secondary;-195;1;0;1
29;married;tertiary;199;1;1;1
39;married;tertiary;271;1;0;1
46;married;secondary;-27;1;0;0
41;married;secondary;33;1;1;0
36;single;secondary;475;0;0;0
49;single;tertiary;2226;0;0;0
43;single;secondary;848;0;0;0
48;married;primary;278;1;0;0
27;single;tertiary;401;0;0;1
26;married;primary;-219;1;1;0
38;married;secondary;226;1;0;1
33;single;secondary;2085;0;0;1
29;single;tertiary;4694;0;0;0
54;divorced;secondary;0;0;0;1
49;married;tertiary;313;1;0;0
35;married;secondary;330;0;0;0
40;married;secondary;1159;0;0;0
50;married;secondary;4117;0;0;1
59;divorced;primary;0;0;1;0
36;married;secondary;439;1;0;0
41;single;tertiary;2408;0;0;0
48;single;primary;8990;0;0;1
25;single;secondary;2354;0;0;1
35;married;secondary;1577;1;1;0
39;married;secondary;6;1;0;0
55;single;secondary;11;0;0;0
27;single;secondary;565;1;0;0
57;married;primary;4073;0;0;0
28;single;secondary;0;1;1;1
35;single;tertiary;688;0;0;0
54;married;secondary;7252;0;0;0
27;single;secondary;204;0;0;1
31;married;secondary;297;0;0;0
56;married;secondary;45;0;0;1
42;married;primary;1673;1;0;1
56;married;secondary;1270;1;0;0
45;married;primary;101;1;0;1
39;married;secondary;168;0;0;0
32;married;secondary;1785;1;0;0
21;single;secondary;215;0;0;1
47;single;tertiary;-295;0;1;0
29;single;secondary;487;1;1;0
40;married;secondary;581;1;0;0
45;single;tertiary;0;0;0;0
28;single;tertiary;-214;1;0;0
50;married;tertiary;89;0;0;0
26;single;tertiary;362;0;0;1
31;single;secondary;5607;0;0;0
33;married;secondary;0;1;0;0
33;single;tertiary;395;1;0;1
32;married;secondary;1214;1;0;0
35;single;tertiary;5007;1;0;0
40;married;secondary;326;1;1;0
27;single;secondary;-27;0;0;1
30;single;tertiary;2;1;1;1
79;married;primary;3025;0;0;1
21;single;secondary;123;0;0;1
50;divorced;secondary;175;0;0;0
33;married;secondary;-675;1;0;0
81;married;primary;5220;0;0;1
30;single;tertiary;302;0;0;1
29;single;secondary;0;0;0;0
39;married;secondary;2758;0;0;1
80;married;primary;155;0;0;1
46;divorced;tertiary;507;1;0;1
61;married;secondary;4608;0;0;1
40;married;secondary;0;1;0;0
39;married;secondary;46;0;0;0
62;married;tertiary;997;0;0;1
37;single;secondary;245;1;1;1
54;married;secondary;0;0;1;0
70;married;primary;3782;0;0;0
34;single;tertiary;462;0;0;1
41;married;secondary;640;0;0;0
39;married;tertiary;83;1;0;0
46;married;primary;174;1;1;0
59;married;primary;0;0;0;0
43;married;tertiary;13044;0;0;0
47;married;tertiary;2306;0;0;1
51;single;secondary;-463;1;0;0
57;divorced;secondary;3043;0;0;1
33;married;secondary;139;1;1;1
40;married;tertiary;9221;0;0;0
37;married;tertiary;2283;0;0;1
55;married;tertiary;2366;1;1;0
77;married;tertiary;7802;0;0;1
56;married;secondary;5486;1;0;0
51;single;secondary;1994;0;0;1
56;married;secondary;249;1;0;1
36;divorced;tertiary;776;0;1;1
40;married;tertiary;185;0;0;0
39;married;secondary;2983;0;0;1
34;married;primary;1309;1;0;0
38;married;tertiary;4293;1;0;0
34;single;tertiary;-322;0;0;0
43;married;tertiary;2643;0;0;1
57;married;tertiary;1357;1;1;0
58;married;tertiary;230;1;0;0
51;divorced;tertiary;0;0;0;0
30;single;tertiary;2907;1;0;0
47;married;primary;275;1;0;0
52;divorced;tertiary;96;0;0;0
44;divorced;secondary;1262;1;0;1
23;married;primary;1158;1;0;0
28;married;secondary;1086;1;0;1
30;married;tertiary;69;1;0;0
64;married;secondary;4083;0;0;0
32;single;tertiary;2;1;0;1
42;married;primary;329;1;0;0
42;married;secondary;707;0;0;0
44;married;secondary;1543;0;0;0
36;single;secondary;111;1;0;0
31;married;secondary;1032;1;0;0
42;divorced;tertiary;497;0;0;0
30;single;tertiary;635;0;0;1
36;married;secondary;7957;0;0;0
34;divorced;secondary;67;1;0;0
54;married;secondary;19213;0;0;0
28;single;tertiary;0;1;0;0
56;divorced;secondary;0;0;0;0
41;divorced;tertiary;4567;1;1;0
31;single;tertiary;825;1;0;1
44;married;tertiary;17747;1;0;0
47;married;tertiary;2351;0;0;1
57;married;secondary;530;1;0;0
44;married;tertiary;2365;0;1;0
24;single;tertiary;1506;0;0;1
51;married;tertiary;0;0;0;1
37;single;secondary;22;1;0;0
44;married;primary;71;1;0;0
40;single;tertiary;1646;1;0;1
37;married;tertiary;8564;1;0;0
42;divorced;secondary;527;0;1;1
58;married;secondary;68;0;0;0
43;divorced;tertiary;481;1;0;1
24;single;secondary;382;0;0;1
41;single;tertiary;285;1;1;0
34;married;primary;-703;1;0;0
37;married;tertiary;0;1;0;0
34;married;secondary;0;1;0;1
43;divorced;secondary;51;0;0;1
26;married;secondary;246;1;0;1
28;married;secondary;916;1;0;0
32;married;primary;415;1;0;1
43;married;secondary;2145;0;0;1
24;single;secondary;8165;0;0;1
43;divorced;tertiary;123;0;0;0
32;married;primary;274;1;0;0
56;married;secondary;-8;0;0;0
37;married;secondary;410;1;1;0
44;married;secondary;2439;1;0;0
27;single;tertiary;703;1;0;1
35;married;primary;285;1;0;0
29;single;tertiary;121;1;0;1
24;single;secondary;125;0;0;1
36;married;secondary;370;1;1;0
31;married;tertiary;0;0;0;0
29;married;primary;459;1;1;0
23;single;secondary;1029;1;0;0
25;single;tertiary;2305;0;0;0
56;single;secondary;1437;1;0;0
45;married;secondary;2128;0;1;0
53;married;secondary;148;1;0;0
27;married;secondary;0;1;0;1
56;married;secondary;445;0;0;0
38;married;secondary;976;1;0;0
57;married;secondary;567;1;0;0
44;married;primary;0;1;0;0
31;single;secondary;0;0;1;0
47;divorced;secondary;5735;0;0;0
40;married;secondary;1960;1;0;1
43;divorced;secondary;365;1;0;0
60;married;secondary;272;0;0;0
32;married;tertiary;913;1;0;0
34;single;secondary;347;1;0;0
25;married;tertiary;10;1;0;1
30;single;tertiary;502;0;0;1
31;married;secondary;41;1;0;0
39;married;secondary;298;1;0;0
37;married;secondary;641;1;0;0
31;married;tertiary;13;0;0;0
43;single;primary;800;1;0;1
34;single;tertiary;0;1;0;0
53;divorced;secondary;-394;1;0;0
54;married;secondary;-102;1;0;0
51;married;primary;0;1;1;1
36;divorced;secondary;532;1;0;0
33;married;secondary;18;1;0;0
39;married;secondary;660;1;1;0
53;married;primary;759;1;0;0
55;married;secondary;2206;0;0;1
36;divorced;secondary;-37;1;0;0
60;married;tertiary;2281;0;0;1
57;married;secondary;950;1;0;0
54;single;secondary;1213;0;0;1
32;single;secondary;936;1;0;0
43;married;primary;25;0;0;0
49;married;secondary;133;0;0;0
60;married;secondary;0;1;0;0
48;married;secondary;503;1;0;0
52;divorced;secondary;1291;1;0;0
26;single;secondary;276;1;0;0
76;divorced;primary;1411;0;0;1
62;married;tertiary;2557;1;0;1
36;single;primary;235;1;0;0
43;married;tertiary;192;0;0;0
27;single;secondary;194;1;0;0
27;single;secondary;339;0;0;1
46;divorced;secondary;660;1;0;0
39;single;secondary;36;0;0;0
35;single;tertiary;2646;0;0;1
27;single;tertiary;311;0;0;1
65;married;tertiary;0;0;0;0
32;married;secondary;473;0;1;1
42;married;secondary;440;1;0;0
32;single;secondary;230;1;0;1
34;single;secondary;201;0;0;0
36;single;secondary;1511;1;0;1
67;divorced;secondary;704;0;0;1
48;married;primary;816;1;0;0
47;married;secondary;826;1;0;0
43;divorced;secondary;0;0;0;0
38;married;tertiary;126;1;0;0
44;single;secondary;0;0;0;1
54;single;secondary;380;0;0;1
49;married;secondary;905;0;0;1
33;married;secondary;806;0;0;1
53;divorced;tertiary;10;0;0;0
25;single;primary;2483;0;0;1
54;married;secondary;3538;0;0;1
37;divorced;tertiary;122;1;0;1
26;single;tertiary;-8;0;0;0
60;divorced;secondary;1091;0;0;1
26;single;secondary;598;1;0;0
60;married;secondary;1740;0;0;1
36;single;tertiary;1189;0;0;1
48;married;tertiary;1147;0;0;1
29;married;tertiary;5698;0;0;0
27;single;tertiary;15161;0;0;1
38;married;primary;1630;1;0;0
37;single;secondary;2722;0;0;1
45;single;tertiary;1411;0;0;1
30;single;secondary;270;0;0;1
69;married;tertiary;840;0;0;1
30;married;secondary;1794;0;0;1
53;married;primary;1794;1;0;0
45;married;secondary;3007;0;0;0
40;single;tertiary;80;1;0;0
46;married;tertiary;4301;1;1;0
42;married;tertiary;-266;0;1;0
50;married;primary;42;1;0;0
32;single;tertiary;705;1;0;1
31;married;tertiary;0;0;0;0
37;married;primary;3154;1;0;0
66;married;primary;40;0;0;1
33;single;secondary;1834;1;0;0
38;divorced;primary;92;1;1;0
51;married;primary;6343;1;0;0
28;single;secondary;1453;1;0;0
34;divorced;secondary;136;1;0;0
72;married;secondary;0;0;0;1
36;married;secondary;-35;0;0;0
43;married;tertiary;240;1;0;1
58;married;tertiary;1016;0;0;0
46;divorced;secondary;7378;0;0;0
35;married;secondary;94;1;1;0
26;single;tertiary;4130;0;0;0
35;married;secondary;2374;1;0;1
37;married;tertiary;1113;0;0;1
72;married;secondary;1533;0;0;1
57;married;primary;1870;0;0;0
58;married;primary;0;0;0;0
38;single;tertiary;982;0;0;0
45;single;secondary;0;0;1;0
45;married;secondary;830;0;0;0
60;married;tertiary;474;0;0;1
32;married;secondary;0;1;1;0
33;single;secondary;476;1;1;0
33;married;secondary;-15;1;0;0
45;divorced;secondary;0;0;0;1
41;single;tertiary;79;0;0;1
38;single;secondary;238;1;0;0
35;single;tertiary;3544;1;0;1
33;married;tertiary;1699;0;0;1
31;married;tertiary;10884;0;0;1
49;single;secondary;5802;0;0;1
46;married;secondary;0;1;1;0
25;single;secondary;507;1;0;1
46;married;tertiary;0;1;0;0
39;married;secondary;-982;1;1;0
39;divorced;secondary;878;1;0;1
38;married;secondary;976;1;0;1
50;married;tertiary;0;0;1;0
59;single;secondary;0;0;0;0
41;married;tertiary;251;0;1;0
46;divorced;secondary;3354;1;0;1
59;divorced;tertiary;59;1;0;0
41;married;secondary;1822;0;1;0
33;married;tertiary;849;1;0;0
43;single;tertiary;8224;1;0;0
38;single;secondary;399;1;0;0
52;divorced;primary;-1;0;1;0
31;divorced;secondary;-579;1;0;0
32;single;secondary;1026;1;0;1
45;married;tertiary;0;1;0;0
57;married;tertiary;3250;0;0;0
73;married;tertiary;459;0;0;1
30;married;tertiary;5;1;1;0
44;married;tertiary;119;1;0;0
29;married;secondary;8;1;1;1
43;married;primary;2567;1;0;0
34;married;secondary;369;0;0;1
55;divorced;primary;976;0;0;1
41;married;secondary;457;1;1;0
41;divorced;primary;-233;1;0;1
56;married;primary;9367;0;0;1
46;married;tertiary;0;0;0;1
30;single;tertiary;685;0;0;0
31;single;tertiary;617;0;0;1
73;single;secondary;1050;0;0;1
59;married;secondary;957;0;0;1
31;single;tertiary;38279;0;0;0
50;married;primary;-522;1;0;1
32;single;tertiary;435;1;1;0
55;divorced;tertiary;2037;0;0;1
50;divorced;tertiary;580;0;0;0
34;married;tertiary;606;0;0;1
35;married;tertiary;178;0;0;0
26;single;secondary;74;0;1;0
70;married;secondary;2626;0;0;1
30;single;tertiary;2530;1;0;0
56;married;primary;-1;0;0;0
51;married;primary;34;1;0;0
58;married;secondary;2160;1;1;1
26;single;secondary;256;1;0;0
52;married;tertiary;751;0;0;0
35;single;tertiary;538;0;0;1
32;married;secondary;901;1;0;0
36;married;secondary;-318;1;0;0
46;married;secondary;3098;1;0;0
58;married;tertiary;-364;1;0;0
28;single;tertiary;373;1;0;0
35;married;tertiary;182;0;1;0
49;married;primary;399;0;0;0
65;married;secondary;20806;0;0;1
31;single;tertiary;3384;0;0;1
39;married;secondary;285;1;1;0
42;divorced;secondary;936;0;0;1
26;single;tertiary;1623;0;0;1
19;single;secondary;372;0;0;1
48;married;secondary;0;1;0;0
33;single;tertiary;3689;0;0;1
42;married;tertiary;2819;1;0;0
58;married;secondary;590;0;1;0
63;single;tertiary;791;0;0;1
48;married;tertiary;468;1;0;0
38;single;tertiary;1222;1;0;0
30;single;secondary;438;1;0;0
39;married;secondary;203;1;0;0
58;married;tertiary;3864;1;0;1
24;single;secondary;23878;0;0;1
38;single;primary;522;1;0;0
37;married;secondary;426;1;0;0
51;married;secondary;1295;0;1;0
46;married;primary;1085;1;1;1
46;married;secondary;974;0;0;1
26;single;tertiary;644;0;0;1
53;married;secondary;2851;0;1;0
42;single;primary;177;1;0;0
35;single;tertiary;397;1;0;1
35;single;secondary;111;1;0;0
51;married;secondary;760;1;0;0
52;married;secondary;218;1;0;0
35;married;tertiary;0;0;0;0
39;single;tertiary;1092;0;0;0
19;single;secondary;302;0;0;1
41;married;secondary;281;1;0;0
30;single;tertiary;803;0;0;0
56;married;tertiary;505;1;1;0
28;married;secondary;255;1;0;0
30;single;secondary;2424;0;0;1
39;single;secondary;158;1;0;0
24;single;secondary;598;0;0;1
40;divorced;secondary;2129;0;0;1
45;married;secondary;0;0;0;0
37;married;tertiary;825;1;0;0
57;divorced;primary;698;0;0;0
58;married;secondary;670;1;0;1
37;married;tertiary;3794;0;0;0
32;married;secondary;914;0;0;1
36;married;secondary;96;0;0;1
37;married;tertiary;6771;0;0;1
38;married;secondary;1029;1;0;0
32;married;secondary;4887;1;0;0
61;married;tertiary;1263;0;0;0
41;divorced;secondary;6046;1;1;1
29;married;tertiary;51;1;0;1
30;single;secondary;4684;1;0;1
33;married;secondary;1467;1;0;0
52;single;tertiary;1205;0;0;0
36;single;tertiary;1379;0;0;1
48;married;secondary;893;0;0;0
35;married;secondary;1388;1;0;0
59;married;secondary;49;0;1;0
26;single;tertiary;222;0;0;1
22;single;secondary;23;0;0;1
40;married;tertiary;3185;0;0;0
49;married;secondary;1623;1;0;1
40;single;secondary;1;1;0;0
52;married;secondary;8180;1;0;0
49;single;primary;2146;1;0;1
48;divorced;tertiary;507;1;0;0
45;married;secondary;4646;1;0;0
48;married;tertiary;3118;0;0;0
41;married;tertiary;881;0;0;1
34;married;secondary;0;0;0;0
51;married;primary;67;0;0;1
27;single;primary;9;0;1;1
22;single;secondary;330;1;0;0
27;married;secondary;119;1;0;1
37;married;primary;2120;1;0;1
22;single;secondary;552;0;0;1
30;married;secondary;2;1;1;0
32;single;secondary;493;0;0;0
40;single;secondary;985;1;0;1
29;single;secondary;265;1;0;1
39;single;tertiary;0;1;0;0
25;single;tertiary;326;0;0;1
34;single;secondary;0;1;0;0
51;single;tertiary;730;1;0;0
44;married;primary;755;0;1;1
32;married;secondary;225;1;0;1
32;single;tertiary;1625;1;0;0
46;married;secondary;556;1;1;1
24;single;primary;1235;0;0;1
52;married;secondary;431;0;0;0
50;divorced;secondary;-556;1;1;0
30;single;secondary;161;0;1;1
60;married;tertiary;846;0;0;1
30;single;tertiary;880;1;1;1
55;married;primary;1212;0;0;0
31;married;secondary;150;1;0;0
56;married;secondary;0;1;0;0
28;single;secondary;1112;1;0;0
57;divorced;primary;720;0;0;1
40;divorced;tertiary;3426;0;0;0
46;single;primary;2851;1;0;0
37;single;tertiary;1316;1;0;0
41;divorced;tertiary;1583;1;0;1
37;married;secondary;523;1;0;0
33;divorced;secondary;44;0;1;1
27;married;tertiary;73;0;0;1
28;single;tertiary;223;1;0;1
54;divorced;secondary;300;1;0;1
35;divorced;secondary;1224;1;0;1
47;married;tertiary;0;0;0;0
42;married;tertiary;1435;1;0;1
31;married;tertiary;1812;0;0;0
32;single;tertiary;4071;0;0;1
26;married;secondary;354;1;0;0
39;married;secondary;3231;1;1;0
60;married;primary;0;0;1;0
52;married;secondary;273;0;0;0
28;single;secondary;-395;1;0;0
33;divorced;secondary;294;1;0;1
44;married;secondary;6491;1;0;0
67;divorced;secondary;704;0;0;1
36;married;tertiary;6153;0;0;0
37;married;primary;3370;1;0;0
52;married;secondary;941;0;0;0
55;divorced;secondary;2204;0;0;1
28;single;secondary;404;1;0;0
33;married;tertiary;87;1;1;0
38;married;tertiary;3139;1;0;0
67;married;secondary;1146;0;0;1
40;married;primary;-9;1;0;1
38;married;secondary;755;1;0;1
29;single;tertiary;262;1;1;0
30;single;secondary;-213;1;1;1
45;divorced;secondary;2519;0;0;0
32;married;primary;902;1;0;0
54;married;secondary;1349;0;0;0
25;single;secondary;96;0;0;0
37;married;tertiary;122;0;0;1
52;married;secondary;0;1;0;1
27;married;secondary;1595;0;0;1
37;married;tertiary;5106;0;0;1
55;married;secondary;0;0;0;1
48;married;secondary;1405;1;0;1
51;married;tertiary;346;0;0;1
31;single;secondary;198;0;0;0
38;married;secondary;4539;0;0;1
31;married;tertiary;141;1;0;1
40;single;secondary;65;1;0;0
41;married;secondary;429;1;0;0
46;married;secondary;640;1;0;1
32;married;secondary;101;1;0;0
38;married;tertiary;1308;1;0;1
59;married;secondary;4497;1;0;0
41;married;primary;258;1;0;0
31;married;secondary;873;1;0;0
48;married;tertiary;1167;1;1;1
37;married;tertiary;238;0;0;1
28;single;secondary;0;0;1;0
47;single;tertiary;512;0;0;0
56;married;secondary;705;1;0;0
45;married;tertiary;1034;0;1;0
30;single;secondary;79;0;1;0
29;single;tertiary;70;0;0;1
40;married;secondary;219;1;0;0
65;married;primary;3629;0;0;1
46;married;tertiary;0;0;0;0
31;married;secondary;3311;1;0;1
33;married;secondary;43;1;0;0
45;married;primary;1291;1;0;0
35;single;tertiary;643;1;0;0
41;married;secondary;879;0;0;1
35;married;secondary;-203;1;0;1
36;married;tertiary;202;0;0;1
49;divorced;tertiary;351;1;0;0
43;married;secondary;-7;0;0;0
36;single;tertiary;5007;1;0;0
29;single;tertiary;814;0;0;1
56;married;secondary;12;0;0;1
55;married;secondary;0;0;0;0
83;married;secondary;0;0;0;0
34;single;tertiary;681;0;0;1
29;married;secondary;7707;1;0;1
43;divorced;secondary;353;1;0;0
27;married;secondary;2329;0;0;1
68;divorced;secondary;4189;0;0;1
31;single;tertiary;17924;1;0;1
33;single;tertiary;258;0;0;1
51;married;secondary;4787;1;0;1
76;divorced;primary;2693;0;0;0
35;married;secondary;0;1;1;0
36;single;secondary;1482;1;0;0
32;married;secondary;356;1;0;0
39;married;secondary;167;1;1;1
30;single;secondary;327;1;0;0
58;divorced;primary;3858;0;0;0
29;married;secondary;943;1;0;0
26;single;secondary;1347;0;0;1
51;married;tertiary;7631;0;0;0
50;married;primary;82;0;0;0
26;single;secondary;100;0;0;1
31;single;tertiary;1025;0;0;0
31;single;tertiary;2004;0;0;0
27;single;secondary;557;1;0;0
59;married;secondary;2528;0;1;0
34;divorced;secondary;479;1;0;1
34;married;tertiary;5060;1;0;0
39;married;primary;867;1;0;0
34;married;primary;147;1;0;0
34;married;secondary;51;1;0;0
32;married;tertiary;3154;0;0;0
30;single;tertiary;3289;0;0;0
54;divorced;secondary;1872;0;0;1
36;single;secondary;-487;1;0;1
33;single;tertiary;224;0;0;1
55;married;primary;82;1;0;0
30;single;secondary;447;0;0;0
53;divorced;primary;4401;0;0;1
45;married;primary;-443;1;1;1
35;married;secondary;724;1;0;1
28;single;secondary;154;1;0;1
59;married;primary;1245;0;0;0
48;married;primary;5348;0;0;0
46;married;secondary;5559;0;0;0
41;divorced;secondary;0;0;0;0
48;divorced;secondary;362;0;0;1
60;married;tertiary;371;0;1;0
39;married;secondary;261;0;0;1
46;married;secondary;1568;1;0;1
42;divorced;secondary;1261;1;1;0
28;single;tertiary;187;0;0;1
31;married;tertiary;3382;0;0;1
29;single;secondary;382;1;0;0
34;single;tertiary;3404;1;0;0
58;married;primary;565;0;0;1
50;married;secondary;9585;1;0;0
34;single;tertiary;9851;1;0;0
37;single;secondary;847;0;0;0
40;single;tertiary;7968;0;0;1
39;married;primary;830;1;0;0
